ItemCode	Warehouse	NET_AFTER_1	NET_AFTER_2	NET_AFTER_3	NET_AFTER_4	NET_AFTER_5	NET_AFTER_6
FG0000039	DL-PS	3	-7	0	0	0	0
FG0000064	DL-PS	0	-5	0	0	0	0
FG0000081	DL-PS	7	-3	0	0	0	0
FG0000112	DL-PS	0	-10	0	0	0	0
FG0000114	DL-PS	1	-4	0	0	0	0
FG0000148	DL-PS	1	-9	0	0	0	0
FG0000149	DL-PS	1	-9	0	0	0	0
FG0000370	DL-PS	0	-2	0	0	0	0
FG0000150	DL-PS	1	-9	0	0	0	0
FG0000183	DL-PS	0	-10	0	0	0	0
FG0000185	DL-PS	1	-9	0	0	0	0
FG0000189	DL-PS	0	-10	0	0	0	0
FG0000324	DL-PS	0	-10	0	0	0	0
FG0000352	DL-PS	0	-10	0	0	0	0
FG0000192	DL-PS	2	-8	0	0	0	0
FG0000228	DL-PS	0	-10	0	0	0	0
PM0000270	GP-FG	500	0	0	0	0	0
SC0000063	DL-PS	179	-21	0	0	0	0
PM0000053	DL-PS	0	-24	0	0	0	0
PM0000468	DL-PS	0	-8	0	0	0	0
PM0000046	DL-PS	0	-4	0	0	0	0
PM0000535	DL-PS	0	-4	0	0	0	0
PM0000076	DL-PS	0	-16	0	0	0	0
PM0000078	DL-PS	0	-34	0	0	0	0
PM0000031	DL-PS	0	-3	0	0	0	0
PM0000077	DL-PS	0	-4	0	0	0	0
PM0000080	DL-PS	0	-4	0	0	0	0
PM0000259	DL-PS	0	-4	0	0	0	0
PM0000186	DL-PS	0	-4	0	0	0	0
PM0000288	DL-PS	0	-4	0	0	0	0
PM0000466	DL-PS	0	-4	0	0	0	0
PM0000358	DL-PS	0	-4	0	0	0	0
PM0000469	DL-PS	0	-8	0	0	0	0
PM0000359	DL-PS	0	-4	0	0	0	0
PM0000360	DL-PS	0	-4	0	0	0	0
PM0000465	DL-PS	0	-3	0	0	0	0
PM0000470	DL-PS	0	-12	0	0	0	0
PM0000233	DL-PS	0	-8	0	0	0	0
PM0000232	DL-PS	0	-8	0	0	0	0
PM0000395	DL-PS	0	-4	0	0	0	0
PM0000740	DL-PS	0	-4	0	0	0	0
PM0000759	DL-PS	0	-4	0	0	0	0
PM0000760	DL-PS	0	-4	0	0	0	0
PM0000062	DL-PS	0	-8	0	0	0	0
PM0000492	DL-PS	0	-4	0	0	0	0
PM0000493	DL-PS	0	-4	0	0	0	0
PM0000494	DL-PS	0	-4	0	0	0	0
PM0000495	DL-PS	0	-4	0	0	0	0
PM0000427	DL-PS	0	-4	0	0	0	0
PM0000428	DL-PS	0	-4	0	0	0	0
PM0000672	DL-PS	0.01	-0.12	0	0	0	0
FG0000194	DL-PS	0	-10	0	0	0	0
FG0000193	DL-PS	0	-10	0	0	0	0
FG0000381	DL-PS	900	0	0	0	0	0
FG0000042	DL-PS	2	-8	0	0	0	0
FG0000161	DL-PS	3	-7	0	0	0	0
FG0000187	DL-PS	0	-10	0	0	0	0
FG0000074	DL-PS	0	-10	0	0	0	0
PM0000275	DL-PS	0	-20	0	0	0	0
PM0000162	DL-PS	0	-30	0	0	0	0
PM0000834	DL-PS	0	-6	0	0	0	0
FG0000232	DL-PS	0	-2	0	0	0	0
FG0000011	DL-PS	0	-2	0	0	0	0
FG0000116	DL-PS	3	-7	0	0	0	0
FG0000157	DL-PS	2	-8	0	0	0	0
FG0000336	BH-PF	0	0	0	0	0	0
FG0000339	BH-PF	0	0	0	0	0	0
FG0000340	BH-PF	0	0	0	0	0	0
FG0000337	BH-PF	0	0	0	0	0	0
FA0000008	BH-FA	170	0	0	0	0	0
SF0000004	GP-FG	-500	0	0	0	0	0
PM0000628	GP-FG	-500	0	0	0	0	0
FG0000387	BH-PF	0	0	0	0	0	0
FG0000142	PB-JP	-966	0	0	0	0	0
FG0000002	GP-FG	-440	-140	0	0	0	0
RM0000061	BH-PC	-7.12	0	0	0	0	0
RM0000061	BH-FG	-7.82	0	0	0	0	0
RM0000058	BH-PC	-7.12	0	0	0	0	0
RM0000058	BH-FG	-7.82	0	0	0	0	0
RM0000059	BH-PC	-2.8	0	0	0	0	0
RM0000059	BH-FG	-0.3	0	0	0	0	0
RM0000057	BH-PC	-2.8	0	0	0	0	0
RM0000057	BH-FG	-0.62	0	0	0	0	0
PM0000806	BH-FG	522	74	0	0	0	0
PM0000790	BH-FG	214	0	0	0	0	0
PM0000791	BH-FG	214	0	0	0	0	0
PM0000623	BH-FG	140	0	0	0	0	0
PM0000805	BH-FG	280	0	0	0	0	0
PM0000774	BH-FG	2313	0	0	0	0	0
PM0000624	BH-FG	771	0	0	0	0	0
RM0000034	BH-LO	14946	1946	0	0	0	0
PM0000074	BH-FG	5200	2000	0	0	0	0
PM0000730	BH-PM	0	0	0	0	0	0
RM0000060	BH-PC	-30	0	0	0	0	0
FG0000222	BH-EC	-2	0	0	0	0	0
PM0000155	BH-PM	-35000	0	0	0	0	0
PM0000626	BH-PF	6	0	0	0	0	0
PM0000820	BH-PF	6	0	0	0	0	0
FG0000222	BH-PF	-3434	0	0	0	0	0
FG0000038	PB-JP	-381	0	0	0	0	0
FG0000038	BH-INT	0	-381	0	0	0	0
FG0000243	PB-JP	-380	0	0	0	0	0
FG0000015	PB-PS	0	0	0	0	0	0
FG0000383	PB-PS	0	0	0	0	0	0
FG0000386	PB-PS	6	0	0	0	0	0
FG0000178	PB-PS	0	0	0	0	0	0
FG0000382	PB-PS	0	0	0	0	0	0
PM0000498	BH-PF	9	1	0	0	0	0
FG0000281	GP-FG	-180	-158	0	0	0	0
PM0000488	BH-PM	6500	0	0	0	0	0
PM0000489	BH-PM	6500	0	0	0	0	0
FA0000322	BH-FA	-7	0	0	0	0	0
FA0000313	BH-FA	-8	0	0	0	0	0
FG0000042	BH-PS	0	0	0	0	0	0
FG0000359	BH-INT	0	0	0	0	0	0
PM0000183	BH-GR	0	-46	0	0	0	0
PM0000184	BH-GR	0	-46	0	0	0	0
FG0000039	BH-GR	-46	0	0	0	0	0
FG0000386	BH-INT	0	0	0	0	0	0
FG0000183	BH-GR	-160	0	0	0	0	0
PM0000488	BH-GR	0	-400	0	0	0	0
PM0000489	BH-GR	0	-400	0	0	0	0
FG0000185	BH-GR	-400	0	0	0	0	0
PM0000514	BH-GR	0	-8	0	0	0	0
FG0000383	BH-INT	0	0	0	0	0	0
FG0000250	BH-GR	-2	0	0	0	0	0
FA0000185	DL-FA	10	0	0	0	0	0
PM0000234	BH-BS	0	-1	0	0	0	0
PM0000869	BH-PM	0	0	0	0	0	0
PM0000389	BH-GR	0	-1	0	0	0	0
PM0000480	BH-GR	0	-1	0	0	0	0
PM0000006	BH-FG	-20	-40	0	0	0	0
FA0000330	DL-FA	12	0	0	0	0	0
FG0000005	BH-LR	-15	0	0	0	0	0
FG0000053	BH-INT	0	-254	0	0	0	0
FG0000064	BH-INT	0	-13	0	0	0	0
FG0000114	BH-INT	0	-530	0	0	0	0
FG0000150	BH-INT	0	-483	0	0	0	0
FG0000192	BH-INT	0	-581	0	0	0	0
FG0000232	BH-INT	0	-397	0	0	0	0
PM0000422	BH-PM	-4600	0	0	0	0	0
PM0000422	BH-BS	0	0	0	0	0	0
PM0000421	BH-PM	-4600	0	0	0	0	0
PM0000421	BH-BS	-1000	0	0	0	0	0
PM0000333	BH-PM	0	-9064	0	0	0	0
FG0000284	BH-FG	76	0	0	0	0	0
PM0000813	BH-FG	0	-76	0	0	0	0
PM0000814	BH-FG	0	-76	0	0	0	0
PM0000162	BH-FG	0	-76	0	0	0	0
FG0000347	BH-FG	-76	0	0	0	0	0
FB0000017	BH-EC	-430	0	0	0	0	0
FB0000017	BH-FG	430	0	0	0	0	0
FB0000015	BH-EC	-32	0	0	0	0	0
FB0000015	BH-FG	32	0	0	0	0	0
FB0000014	BH-EC	-106	0	0	0	0	0
FB0000014	BH-FG	106	0	0	0	0	0
PM0000346	BH-PM	0	0	0	0	0	0
FG0000145	PB-INT	0	0	0	0	0	0
PM0000780	BH-BS	-2	0	0	0	0	0
PM0000780	BH-PC	0	-2	0	0	0	0
PM0000781	BH-BS	-2	0	0	0	0	0
PM0000781	BH-PC	0	-2	0	0	0	0
PM0000778	BH-BS	-2	0	0	0	0	0
PM0000778	BH-PC	0	-2	0	0	0	0
PM0000779	BH-BS	-2	0	0	0	0	0
PM0000779	BH-PC	0	-2	0	0	0	0
PM0000775	BH-BS	-2	0	0	0	0	0
PM0000775	BH-PC	0	-2	0	0	0	0
PM0000777	BH-BS	-2	0	0	0	0	0
PM0000777	BH-PC	0	-2	0	0	0	0
PM0000782	BH-BS	-2	0	0	0	0	0
PM0000782	BH-PC	0	-2	0	0	0	0
PM0000783	BH-BS	-2	0	0	0	0	0
PM0000783	BH-PC	0	-2	0	0	0	0
FG0000136	BH-INT	0	0	0	0	0	0
FG0000194	BH-INT	0	0	0	0	0	0
FG0000002	BH-INT	0	0	0	0	0	0
FG0000018	BH-INT	0	0	0	0	0	0
FG0000146	PB-ST	-134	-134	0	0	0	0
FG0000146	BH-INT	0	0	0	0	0	0
FA0000134	DL-FA	1	0	0	0	0	0
PM0000823	BH-PF	0	0	0	0	0	0
PM0000824	BH-PF	0	0	0	0	0	0
PM0000806	BH-PC	0	0	0	0	0	0
FG0000344	BH-FG	0	0	0	0	0	0
FG0000345	BH-FG	76	76	0	0	0	0
FG0000346	BH-FG	-76	-76	0	0	0	0
FG0000416	BH-PF	0	0	0	0	0	0
FG0000416	BH-FG	0	0	0	0	0	0
RM0000014	BH-GJ	0	0	0	0	0	0
RM0000012	BH-GJ	0	0	0	0	0	0
FG0000296	BH-PF	0	0	0	0	0	0
RM0000004	BH-PC	-4	-4	0	0	0	0
RM0000008	BH-PC	-44.5	-44.5	0	0	0	0
RM0000008	BH-LO	44.5	44.5	0	0	0	0
RM0000010	BH-PC	-17	-17	0	0	0	0
RM0000010	BH-LO	17	17	0	0	0	0
RM0000014	BH-PC	-1	-1	0	0	0	0
PM0000060	BH-PF	1	1	0	0	0	0
PM0000056	BH-PF	1	1	0	0	0	0
PM0000394	BH-PF	1	1	0	0	0	0
PM0000855	BH-PF	1	1	0	0	0	0
FG0000402	BH-FG	0	0	0	0	0	0
FG0000409	BH-FG	70	70	0	0	0	0
RM0000053	BH-LO	-998	-998	0	0	0	0
FG0000039	BH-INT	0	0	0	0	0	0
FG0000081	BH-INT	0	0	0	0	0	0
FG0000112	BH-INT	0	0	0	0	0	0
FG0000148	BH-INT	0	0	0	0	0	0
FG0000149	BH-INT	0	0	0	0	0	0
FG0000157	BH-INT	0	0	0	0	0	0
FG0000183	BH-INT	0	0	0	0	0	0
FG0000185	BH-INT	0	0	0	0	0	0
FG0000187	BH-INT	0	0	0	0	0	0
FG0000189	BH-INT	0	0	0	0	0	0
FG0000193	BH-INT	0	0	0	0	0	0
FG0000228	BH-INT	0	0	0	0	0	0
FG0000352	BH-INT	0	0	0	0	0	0
FG0000370	BH-INT	0	0	0	0	0	0
FG0000388	BH-INT	0	0	0	0	0	0
FG0000018	BH-PF	0	0	0	0	0	0
PM0000031	BH-INT	0	0	0	0	0	0
PM0000046	BH-INT	0	0	0	0	0	0
PM0000053	BH-INT	0	0	0	0	0	0
PM0000062	BH-INT	0	0	0	0	0	0
PM0000076	BH-INT	0	0	0	0	0	0
PM0000077	BH-INT	0	0	0	0	0	0
PM0000078	BH-INT	0	0	0	0	0	0
PM0000080	BH-INT	0	0	0	0	0	0
PM0000162	BH-INT	0	0	0	0	0	0
PM0000186	BH-INT	0	0	0	0	0	0
PM0000232	BH-INT	0	0	0	0	0	0
PM0000233	BH-INT	0	0	0	0	0	0
PM0000259	BH-INT	0	0	0	0	0	0
PM0000275	BH-INT	0	0	0	0	0	0
PM0000288	BH-INT	0	0	0	0	0	0
PM0000358	BH-INT	0	0	0	0	0	0
PM0000359	BH-INT	0	0	0	0	0	0
PM0000360	BH-INT	0	0	0	0	0	0
PM0000395	BH-INT	0	0	0	0	0	0
PM0000427	BH-INT	0	0	0	0	0	0
PM0000428	BH-INT	0	0	0	0	0	0
PM0000465	BH-INT	0	0	0	0	0	0
PM0000466	BH-INT	0	0	0	0	0	0
PM0000468	BH-INT	0	0	0	0	0	0
PM0000469	BH-INT	0	0	0	0	0	0
PM0000470	BH-INT	0	0	0	0	0	0
PM0000492	BH-INT	0	0	0	0	0	0
PM0000493	BH-INT	0	0	0	0	0	0
PM0000494	BH-INT	0	0	0	0	0	0
PM0000495	BH-INT	0	0	0	0	0	0
PM0000535	BH-INT	0	0	0	0	0	0
PM0000672	BH-INT	0	0	0	0	0	0
PM0000740	BH-INT	0	0	0	0	0	0
PM0000759	BH-INT	0	0	0	0	0	0
PM0000760	BH-INT	0	0	0	0	0	0
PM0000834	BH-INT	0	0	0	0	0	0
PM0000292	BH-BS	0	0	0	0	0	0
PM0000225	BH-BS	0	0	0	0	0	0
PM0000249	BH-BS	0	0	0	0	0	0
PM0000431	BH-BS	0	0	0	0	0	0
PM0000432	BH-BS	0	0	0	0	0	0
PM0000110	BH-PM	-1610	-1610	0	0	0	0
PM0000110	BH-BS	0	0	0	0	0	0
PM0000405	BH-PM	-430	-430	0	0	0	0
PM0000405	BH-BS	0	0	0	0	0	0
PM0000249	BH-PM	-20	-20	0	0	0	0
FA0000335	DL-FA	1	1	0	0	0	0
FG0000226	BH-LR	0	0	0	0	0	0
FG0000222	BH-LR	0	0	0	0	0	0
PM0000498	BH-PM	0	0	0	0	0	0
FG0000151	BH-INT	0	0	0	0	0	0
FG0000139	BH-INT	0	0	0	0	0	0
FG0000226	BH-INT	0	0	0	0	0	0
FG0000222	BH-INT	0	0	0	0	0	0
FG0000030	PB-INT	0	0	0	0	0	0
FA0000171	DL-FA	1	0	0	0	0	0
PM0000748	BH-PC	0	0	0	0	0	0
PM0000749	BH-PC	0	0	0	0	0	0
FG0000323	BH-PF	-1520	-1520	0	0	0	0
FA0000336	DL-FA	1	0	0	0	0	0
FG0000176	PB-RG	0	0	0	0	0	0
PM0000521	BH-NM	-1875	-1875	0	0	0	0
FG0000224	BH-PS	0	0	0	0	0	0
SC0000063	BH-INT	0	0	0	0	0	0
RM0000012	BH-FG	2800	0	0	0	0	0
RM0000014	BH-FG	2000	0	0	0	0	0
FG0000024	GP-FG	-696	-696	0	0	0	0
FG0000159	GP-FG	-34	-34	0	0	0	0
FG0000160	GP-FG	-20	-20	0	0	0	0
FG0000018	GP-FG	-26	-26	0	0	0	0
FG0000069	GP-FG	-48	-48	0	0	0	0
FA0000337	BH-FA	1	0	0	0	0	0
FG0000176	BH-PF	-5	-5	0	0	0	0
FA0000325	DL-FA	0	0	0	0	0	0
FA0000286	DL-FA	0	0	0	0	0	0
FA0000332	DL-FA	0	0	0	0	0	0
FA0000331	DL-FA	0	0	0	0	0	0
FG0000316	BH-VA	0	0	0	0	0	0
FA0000321	BH-FA	0	0	0	0	0	0
FG0000386	BH-PS	0	0	0	0	0	0
SF0000005	BH-PM	0	0	0	0	0	0
