ItemCode	Warehouse	OUT90	RET90	IN90
PM0000835	BH-BS	0	0	0
PM0000054	BH-PF	0	0	3000
FG0000178	BH-PF	1082	0	2837
PM0000484	BH-FG	0	0	0
PM0000484	BH-NM	0	0	0
PM0000485	BH-FG	0	0	0
PM0000485	BH-NM	0	0	0
PM0000486	BH-FG	0	0	0
PM0000486	BH-NM	0	0	0
PM0000473	BH-FG	0	0	0
PM0000473	BH-NM	0	0	0
PM0000481	BH-FG	0	0	0
PM0000481	BH-NM	0	0	0
PM0000483	BH-FG	0	0	0
PM0000483	BH-NM	0	0	0
PM0000482	BH-FG	0	0	0
PM0000482	BH-NM	0	0	0
PM0000475	BH-FG	0	0	0
PM0000475	BH-NM	0	0	0
PM0000476	BH-FG	0	0	0
PM0000476	BH-NM	0	0	0
PM0000477	BH-FG	0	0	0
PM0000477	BH-NM	0	0	0
PM0000480	BH-FG	0	0	0
PM0000480	BH-NM	0	0	0
FA0000398	DL-FA	0	0	1
PM0000517	GP-PM	0	0	0
PM0000369	BH-PM	0	0	52000
PM0000370	BH-PM	0	0	52000
PM0000880	BH-PM	0	0	6400
PM0000881	BH-PM	0	0	6400
PM0000835	BH-PM	0	0	2160
PM0000590	BH-PM	0	0	0
PM0000590	BH-PC	764.67	0	0
PM0000026	BH-PC	9040	0	0
PM0000634	BH-PM	0	0	2037
PM0000307	BH-PM	0	0	42800
PM0000308	BH-PM	0	0	42800
FG0000136	BH-PF	22640	0	48039
PM0000834	BH-BS	0	0	0
PM0000834	BH-PC	471	0	0
FG0000297	GP-FG	3246	0	0
PM0000270	BH-PM	0	0	4040
PM0000331	BH-PC	3020	0	0
PM0000332	BH-PC	3020	0	0
PM0000729	BH-PC	17932	0	0
FG0000105	BH-PF	0	0	755
PM0000880	BH-PC	2570	0	0
PM0000881	BH-PC	2570	0	0
FG0000374	BH-PF	832	0	2980
PM0000008	BH-PF	100	0	0
PM0000012	BH-PF	76	0	0
PM0000229	BH-PF	110	0	0
PM0000825	BH-PF	20	0	0
PM0000029	BH-PF	100	0	0
PM0000078	BH-PF	138	0	0
PM0000076	BH-PF	70	0	0
PM0000005	BH-PF	30	0	0
PM0000013	BH-PF	38	0	0
FG0000021	GP-FG	1212	0	0
FA0000095	DL-FA	32	0	39
PM0000899	BH-PC	541	0	0
FG0000446	BH-PF	0	0	471
FG0000145	PB-ST	0	8	8
FG0000145	PB-SG	95	48	48
FG0000158	PB-ST	0	0	0
FG0000158	PB-SG	2	0	0
FG0000011	PB-ST	0	0	0
FG0000011	PB-SG	84	0	0
FG0000028	PB-ST	0	8	8
FG0000028	PB-SG	336	80	80
FG0000042	PB-ST	0	25	25
FG0000042	PB-SG	31	0	0
FG0000085	PB-ST	0	0	0
FG0000085	PB-SG	20	0	0
FG0000086	PB-ST	0	0	0
FG0000086	PB-SG	105	0	0
FG0000108	PB-ST	0	0	0
FG0000108	PB-SG	3	0	0
FG0000191	PB-ST	0	0	0
FG0000191	PB-SG	20	0	0
FG0000193	PB-ST	0	0	0
FG0000193	PB-SG	159	0	0
FG0000359	PB-ST	0	0	0
FG0000359	PB-SG	85	0	0
FG0000053	PB-ST	0	0	0
FG0000053	PB-SG	1	0	0
FG0000005	PB-SG	107	16	16
FG0000008	PB-SG	83	4	4
FG0000009	PB-SG	95	4	4
FG0000064	PB-SG	30	0	0
FG0000170	PB-SG	14	0	0
FG0000192	PB-SG	131	0	0
FG0000109	PB-SG	77	0	0
FG0000081	PB-SG	10	0	0
FG0000169	PB-SG	1	0	0
FG0000026	PB-SG	63	0	0
FG0000002	PB-SG	12	0	0
FG0000004	PB-SG	257	0	0
FG0000015	PB-SG	17	2	2
FG0000018	PB-SG	116	0	0
FG0000022	PB-SG	6	0	0
FG0000023	PB-SG	48	0	0
FG0000032	PB-SG	206	0	0
FG0000033	PB-SG	39	0	0
FG0000054	PB-SG	8	0	0
FG0000070	PB-SG	29	0	0
FG0000146	PB-SG	23	0	0
FG0000176	PB-SG	23	0	0
PM0000832	BH-PF	8	0	0
FG0000012	GP-FG	3244	0	0
PM0000113	BH-PM	0	0	5880
PM0000408	BH-PM	0	0	75000
FA0000399	BH-FA	0	0	2
PM0000117	BH-PM	0	0	0
PM0000118	BH-PM	0	0	0
PM0000187	BH-PC	7320	0	0
PM0000182	BH-PC	1220	0	0
PM0000834	BH-WST	0	0	0
FG0000023	GP-FG	4661	0	0
FG0000189	GP-FG	14576	0	0
FG0000187	GP-FG	2032	0	0
PM0000012	BH-PM	0	0	300
PM0000107	BH-PM	0	0	257500
PM0000108	BH-PM	0	0	257500
PM0000003	BH-PF	10	0	0
PM0000632	BH-PF	10	0	0
PM0000062	BH-PC	5040	0	0
FG0000043	BH-PF	0	0	5040
FG0000070	BH-BT	800	0	0
FG0000043	BH-BT	5020	0	0
PM0000218	BH-PC	7000	0	0
PM0000219	BH-PC	7000	0	0
PM0000588	BH-PC	700	0	0
FG0000104	BH-PF	0	0	700
RM0000037	BH-LO	0	0	278
RM0000037	BH-PC	4153.6	0	944
FG0000282	BH-PF	0	0	58
FG0000024	BH-BT	0	0	0
FG0000116	BH-BT	0	0	0
FG0000157	BH-BT	0	0	0
FG0000128	BH-BT	0	0	0
FG0000012	BH-BT	0	0	0
FG0000015	BH-BT	0	0	0
FG0000134	BH-BT	0	0	0
FG0000133	BH-BT	0	0	0
FG0000370	BH-BT	0	0	0
FG0000104	BH-BT	0	0	0
FG0000014	BH-BT	0	0	0
FG0000228	BH-BT	0	0	0
PM0000286	BH-BS	0	0	0
PM0000287	BH-BS	0	0	200
PM0000287	GP-NM	0	0	0
PM0000057	GP-NM	0	0	0
PM0000251	GP-NM	0	0	0
PM0000560	GP-NM	0	0	0
PM0000403	BH-PM	0	0	0
PM0000025	BH-PM	0	0	7100
PM0000041	BH-PM	0	0	10300
PM0000042	BH-PM	0	0	10300
PM0000051	BH-PC	2924	0	0
PM0000657	BH-PC	6186	0	0
PM0000006	GP-PM	0	0	0
PM0000077	GP-FG	238	0	0
PM0000078	GP-FG	831	0	0
FG0000418	BH-PF	0	0	4
PM0000227	BH-PM	0	0	0
PM0000821	BH-PM	0	0	0
PM0000110	GP-NM	0	0	0
PM0000110	GP-FG	0	0	0
PM0000431	GP-NM	0	0	0
PM0000431	GP-FG	0	0	0
PM0000432	GP-NM	0	0	0
PM0000432	GP-FG	0	0	0
FG0000106	BH-EC	20809	5060	5060
FG0000145	BH-PF	0	0	2340
FG0000359	GP-FG	18012	0	0
PM0000076	GP-FG	109	100	100
PM0000080	GP-FG	164	0	0
PM0000671	BH-PC	1794.6	0	0
PM0000672	BH-PC	397.6	0	0
PM0000246	BH-PC	756	0	0
FG0000417	BH-EC	3780	0	0
PM0000859	BH-PM	0	0	4500
PM0000859	BH-BS	0	0	0
PM0000122	BH-PM	0	0	12312
PM0000407	BH-BS	0	0	0
PM0000407	BH-PC	16240	0	0
FG0000013	BH-PF	0	0	452
FG0000020	BH-PF	0	0	731
PM0000335	BH-PM	0	0	0
PM0000765	BH-PM	0	0	2525
PM0000013	BH-FG	0	0	0
FG0000016	BH-PF	0	0	765
RM0000011	BH-GJ	45384.57	0	225098.68
FG0000322	BH-PS	32	32	32
FG0000323	BH-PS	48	48	48
PM0000083	BH-PM	0	0	350
PM0000871	BH-PM	0	0	1347
PM0000874	BH-PM	0	0	710
PM0000873	BH-PM	0	0	311
PM0000766	BH-PM	0	0	555
PM0000875	BH-PM	0	0	286
PM0000876	BH-PM	0	0	514
PM0000878	BH-PM	0	0	3704
PM0000877	BH-PM	0	0	3398
PM0000589	BH-PC	296	0	0
PM0000874	BH-BS	0	0	0
PM0000246	BH-PM	0	0	0
PM0000672	BH-PM	0	0	486
PM0000672	BH-BS	0	0	0
FG0000154	BH-PF	0	0	296
FG0000400	BH-PF	0	0	761
FG0000399	BH-PF	0	0	772
FG0000400	GP-FG	746	0	0
FG0000399	GP-FG	772	0	0
FG0000104	GP-FG	719	0	0
FG0000154	GP-FG	432	0	0
PM0000874	BH-PC	264	0	0
PM0000590	BH-BS	0	0	0
RM0000012	BH-LO	18460	0	0
FG0000394	BH-PF	0	0	41
FG0000398	BH-PF	0	0	77
PM0000421	BH-PC	768	0	902
PM0000422	BH-PC	768	0	902
FG0000397	BH-PF	0	0	32
FG0000396	BH-PF	0	0	66
PM0000344	BH-PC	4142	0	944
PM0000345	BH-PC	4142	0	944
FG0000395	BH-PF	0	0	214
FG0000386	BH-EC	5040	0	0
FG0000398	GP-FG	77	0	0
FG0000397	GP-FG	36	0	4
FG0000396	GP-FG	69	0	3
FG0000394	GP-FG	45	0	4
FG0000395	GP-FG	214	0	0
FG0000105	GP-FG	672	0	0
FG0000155	GP-FG	0	280	280
PM0000228	BH-WST	0	0	0
PM0000027	BH-PM	0	0	8064
FG0000243	BH-PS	10000	8000	10000
FG0000404	BH-PF	0	0	9467
FG0000275	GP-FG	864	0	0
RM0000002	BH-GJ	47213.76	0	505581.91
FG0000194	PB-SP	639	0	0
FG0000136	PB-SP	125	0	0
FG0000359	PB-RG	470	0	0
FG0000379	BH-EC	65260	0	0
FG0000418	BH-EC	660	0	0
FG0000112	BH-EC	3584	0	0
PM0000013	GP-FG	746	0	0
SC0000063	BH-SC	1	0	0
PM0000084	BH-PC	0	0	0
PM0000084	BH-BS	7928	0	0
PM0000247	GP-PM	0	0	0
PM0000247	BH-BS	0	0	0
PM0000859	BH-PC	1545	0	0
FB0000013	BH-GR	0	2	2
FB0000001	BH-GR	0	8	8
FB0000002	BH-GR	0	2	2
FB0000003	BH-GR	0	3	3
FG0000227	GP-FG	5125	0	0
PM0000656	BH-PM	0	0	0
PM0000656	BH-BS	0	0	0
FG0000031	BH-WST	0	0	0
FB0000017	BH-GR	12	4	4
FG0000026	GP-FG	71	0	0
PM0000656	BH-PC	2460	0	0
FG0000226	BH-EC	7304	403	403
FG0000128	BH-EC	6040	312	312
FG0000083	BH-EC	3	0	0
FG0000032	DL-PS	13	0	0
FG0000004	DL-PS	13	0	0
FG0000233	DL-PS	1	0	0
FG0000283	DL-PS	11	0	0
FG0000082	DL-PS	5	0	0
FG0000005	DL-PS	4	0	0
FG0000282	DL-PS	8	0	0
FG0000221	DL-PS	2	0	0
FG0000382	DL-PS	1	0	0
FG0000386	DL-PS	4	0	0
FG0000388	DL-PS	25	0	0
FG0000224	DL-PS	3	0	0
FG0000338	DL-PS	7	0	0
FG0000318	DL-PS	2	0	0
FG0000379	DL-PS	2	0	0
SC0000079	DL-PS	2	0	0
PM0000853	BH-PM	0	0	0
PM0000853	BH-PF	0	0	0
PM0000491	BH-PC	0	0	0
PM0000490	BH-PC	0	0	0
PM0000022	BH-PC	18280	0	0
PM0000022	BH-BS	0	0	0
PM0000023	BH-PC	18280	0	0
PM0000023	BH-BS	0	0	0
PM0000843	BH-PC	3040	0	0
PM0000843	BH-BS	0	0	0
PM0000846	BH-PC	3040	0	0
PM0000846	BH-BS	0	0	0
PM0000049	BH-BS	0	0	0
PM0000050	BH-BS	0	0	0
PM0000280	BH-PC	0	0	0
PM0000280	BH-BS	0	0	0
FG0000402	DL-J3	0	0	0
FG0000402	BH-INT	0	0	0
PM0000058	DL-J3	0	0	0
PM0000058	BH-INT	0	0	0
PM0000235	DL-J3	0	0	0
PM0000235	BH-INT	0	0	0
PM0000865	DL-J3	0	0	0
PM0000865	BH-INT	0	0	0
PM0000866	DL-J3	0	0	0
PM0000866	BH-INT	0	0	0
PM0000507	DL-J3	0	0	0
PM0000507	BH-INT	0	0	0
PM0000609	BH-PC	0	0	0
PM0000609	BH-BS	0	0	0
PM0000289	BH-PC	5192	0	0
PM0000657	BH-BS	0	0	0
PM0000853	BH-JW	0	0	0
FG0000402	BH-JW	75	0	0
PM0000058	BH-JW	82137	0	4160
PM0000235	BH-JW	82137	0	4160
PM0000865	BH-JW	82137	0	4160
PM0000866	BH-JW	82137	0	4160
PM0000507	BH-JW	1173.39	0	59.43
RM0000011	BH-JW	16427.4	0	15832
PM0000073	BH-JW	0	0	75
PM0000075	BH-JW	1132.55	0	57.36
PM0000333	BH-BS	0	0	0
PM0000333	BH-PC	4452	0	0
FG0000409	BH-JW	4160	0	65757
FG0000319	BH-EC	4934	0	0
FG0000030	PB-JP	2266	2266	2266
FG0000011	PB-JP	142	94	94
FG0000026	PB-JP	0	16	16
PM0000276	BH-PC	3.75	0	0
PM0000058	BH-FG	0	0	0
PM0000865	BH-FG	0	0	0
PM0000866	BH-FG	0	0	0
PM0000507	BH-FG	0	0	0
PM0000507	BH-BS	0	0	0
PM0000507	BH-PM	0	0	0
PM0000058	GP-FG	20	0	0
PM0000865	GP-FG	0	0	0
PM0000866	GP-FG	0	0	0
PM0000235	GP-FG	70	0	0
PM0000507	GP-FG	0	0	0
FG0000409	DL-INT	0	0	0
RM0000048	BH-LO	0.73	0	0
FG0000402	GP-FG	0	0	0
FG0000402	DL-INT	0	0	0
PM0000058	DL-INT	0	0	0
PM0000235	DL-INT	0	0	0
PM0000865	DL-INT	0	0	0
PM0000866	DL-INT	0	0	0
PM0000507	DL-INT	0	0	0
PM0000228	BH-PM	660	0	8490
PM0000671	BH-PM	0	0	1639.46
FG0000223	BH-INT	0	0	0
FG0000011	PB-INT	0	0	0
FG0000243	GP-FG	3600	0	0
PM0000634	GP-FG	35	0	0
PM0000671	BH-BS	0	0	0
FG0000194	PB-RG	701	0	0
PM0000662	BH-BS	0	0	0
PM0000151	BH-BS	0	0	0
PM0000062	BH-BS	0	0	0
PM0000007	BH-NM	0	0	0
PM0000658	BH-BS	0	0	0
PM0000179	BH-BS	0	0	0
PM0000194	BH-NM	0	0	0
PM0000108	BH-NM	0	0	0
PM0000692	BH-NM	0	0	0
PM0000020	BH-NM	0	0	0
PM0000469	BH-NM	0	0	0
PM0000107	BH-NM	0	0	0
PM0000386	BH-NM	0	0	0
PM0000825	BH-NM	0	0	0
PM0000247	BH-NM	0	0	0
PM0000019	BH-NM	0	0	0
PM0000233	BH-NM	0	0	0
PM0000080	BH-NM	0	0	0
PM0000689	BH-BS	0	0	0
PM0000688	BH-BS	0	0	0
PM0000077	BH-NM	0	0	0
PM0000855	BH-NM	0	0	0
PM0000629	BH-NM	0	0	0
PM0000671	BH-NM	0	0	0
PM0000588	BH-BS	0	0	0
PM0000588	BH-NM	0	0	0
PM0000722	BH-NM	0	0	0
PM0000082	BH-NM	0	0	0
PM0000012	BH-NM	0	0	0
PM0000660	BH-NM	0	0	0
PM0000333	BH-FG	0	0	0
PM0000632	BH-FG	0	0	0
PM0000113	BH-FG	0	0	0
FA0000326	BH-FA	0	0	4
FG0000379	PB-INT	0	0	0
FG0000379	PB-JP	0	0	0
PM0000880	BH-BS	0	0	0
PM0000881	BH-BS	0	0	0
FG0000409	DL-PS	0	0	0
RM0000030	BH-LO	25525	0	25250
FG0000402	DL-PS	0	0	0
PM0000058	DL-PS	0	0	0
PM0000235	DL-PS	0	0	0
PM0000865	DL-PS	0	0	0
PM0000866	DL-PS	0	0	0
PM0000507	DL-PS	0	0	0
FG0000409	BH-INT	0	0	0
PM0000391	BH-FG	0	0	0
PM0000391	BH-BS	0	0	0
PM0000389	BH-FG	0	0	0
PM0000389	BH-BS	0	0	0
FG0000324	BH-EC	9800	0	0
FG0000414	GP-FG	7372	0	600
PM0000825	GP-FG	409	0	0
RM0000002	BH-PF	16396	0	0
FG0000054	GP-FG	102	100	100
FG0000407	BH-WST	0	0	0
FG0000032	BH-WST	0	0	0
FG0000047	BH-WST	0	0	0
FG0000054	BH-WST	0	0	0
FG0000023	BH-WST	0	0	0
FG0000004	BH-WST	0	0	0
FG0000145	BH-WST	0	0	0
FG0000142	BH-WST	0	0	0
FG0000081	BH-WST	0	0	0
FG0000064	BH-WST	0	0	0
FG0000161	BH-WST	0	0	0
FG0000222	BH-WST	0	0	0
FG0000389	BH-WST	0	0	0
FG0000128	BH-WST	0	0	0
FG0000106	BH-WST	0	0	0
FG0000379	BH-WST	0	0	0
FG0000114	BH-WST	0	0	0
FG0000008	BH-WST	0	0	0
FG0000021	BH-WST	0	0	0
FG0000383	GP-FG	0	0	0
FG0000383	BH-WST	0	0	0
FG0000227	BH-WST	0	0	0
FG0000226	BH-WST	0	0	0
FG0000151	BH-WST	0	0	0
FG0000242	GP-FG	0	0	0
FG0000242	BH-WST	0	0	0
FG0000194	GP-FG	14	0	0
FG0000194	BH-WST	0	0	0
FG0000316	GP-FG	150	0	0
FG0000316	BH-WST	0	0	0
FG0000250	GP-FG	0	0	0
FG0000250	BH-WST	0	0	0
FG0000299	BH-WST	0	0	0
FG0000359	BH-WST	0	0	0
FG0000300	GP-FG	0	0	0
FG0000300	BH-WST	0	0	0
FG0000306	BH-WST	0	0	0
PM0000499	BH-BS	0	0	150
PM0000500	BH-BS	0	0	150
PM0000182	GP-FG	0	0	0
PM0000229	GP-FG	50	0	10
PM0000722	GP-FG	0	0	0
PM0000077	BH-PC	11201	0	0
EX0000023	DL-POP	0	0	100
EX0000022	DL-POP	0	0	20
EX0000021	DL-POP	0	0	500
EX0000020	DL-POP	0	0	510
EX0000006	DL-POP	0	0	150
EX0000019	DL-POP	0	0	350
SC0000075	BH-SC	2	0	1
PM0000247	BH-PM	0	0	0
PM0000629	GP-FG	6250	0	0
FG0000074	BH-FG	96	60	60
FG0000031	BH-FG	100	100	100
FG0000004	BH-FG	100	100	100
FG0000030	BH-FG	200	200	200
FG0000367	BH-FG	50	50	50
PM0000609	GP-FG	6700	0	0
FG0000423	BH-PF	0	0	81048
FG0000423	BH-EC	74040	0	0
FA0000353	DL-FA	0	0	1
FG0000015	BH-EC	714	0	0
PM0000074	GP-FG	6250	0	0
FG0000224	BH-SC	59	0	0
PM0000251	BH-PM	0	0	28854
FG0000139	BH-LR	7	7	7
RM0000011	BH-FG	0	0	0
FG0000011	BH-LR	89	89	89
PM0000269	BH-PC	10	0	0
PM0000240	BH-PC	2.5	0	0
RM0000047	BH-PC	10	0	0
FG0000224	BH-PF	12	0	10
FG0000128	BH-LR	306	2	2
FG0000192	BH-LR	34	3	3
FG0000150	BH-LR	3	3	3
FG0000232	BH-LR	2	2	2
FG0000423	GP-FG	6992	0	0
PM0000055	BH-BS	0	0	0
PM0000055	BH-PC	0	0	0
RM0000025	BH-PF	0	2	2
PM0000194	BH-PF	1	2	2
PM0000079	BH-PF	1	2	2
PM0000125	GP-PM	0	0	0
FA0000355	BH-FA	0	0	1
FA0000357	BH-FA	0	0	4
FA0000170	BH-FA	0	0	2
PM0000075	GP-FG	0	0	0
PM0000658	BH-PM	0	0	0
PM0000658	BH-PC	615	0	0
FG0000064	BH-LR	25	5	5
FG0000151	BH-LR	2	2	2
PM0000006	BH-EC	300	0	0
SF0000002	BH-GJ	0	0	19000
PM0000219	BH-PM	0	0	10000
PM0000218	BH-PM	0	0	10000
PM0000194	BH-PM	0	0	208572
PM0000121	BH-PM	0	0	56112
PM0000195	BH-PM	4200	0	50232
FG0000178	PB-SP	17	0	0
PM0000003	PB-SP	20	0	0
PM0000004	PB-SP	40	0	0
PM0000005	PB-SP	140	0	0
PM0000006	PB-SP	100	0	0
PM0000013	PB-SP	185	0	0
PM0000074	PB-SP	7200	0	0
PM0000075	PB-SP	400	0	0
PM0000077	PB-SP	4	0	0
PM0000082	PB-SP	20	0	0
PM0000634	PB-SP	80	0	0
FG0000193	PB-RG	353	0	0
SF0000002	GP-FG	6700	0	0
PM0000609	BH-PM	0	0	36900
FG0000317	BH-PF	0	0	6700
RM0000043	BH-LO	278	0	0
PM0000076	BH-EC	700	0	200
PM0000078	BH-EC	700	0	200
PM0000353	BH-GR	40	0	0
PM0000354	BH-GR	40	0	0
PM0000356	BH-GR	4	0	0
PM0000355	BH-GR	4	0	0
PM0000432	BH-EC	365	0	0
PM0000431	BH-EC	369	0	0
PM0000110	BH-EC	1610	0	0
RM0000009	BH-WST	0	0	0
RM0000002	BH-WST	0	0	0
PM0000584	BH-BS	0	0	0
PM0000584	BH-PC	36140	0	0
FG0000422	GP-FG	69900	0	0
FG0000352	GP-FG	1203	0	0
PM0000248	BH-EC	3452	0	0
PM0000404	BH-EC	3674	0	0
PM0000043	BH-PM	0	0	52
RM0000014	BH-LO	10000	0	0
PM0000259	GP-FG	151	0	0
PM0000031	GP-FG	20	0	0
PM0000395	GP-FG	94	0	0
PM0000424	GP-FG	20	0	0
PM0000831	BH-PC	0	0	0
FG0000224	BH-GR	55	110	110
FG0000336	BH-GR	1	2	2
FG0000338	BH-GR	5	10	10
FG0000336	BH-SC	0	0	0
FG0000338	BH-SC	0	0	0
PM0000060	BH-PM	0	0	102000
PM0000393	BH-GR	420	0	420
PM0000392	BH-GR	420	0	420
PM0000589	BH-GR	21	0	21
PM0000027	BH-GR	30	0	30
PM0000083	BH-GR	4	0	4
PM0000403	BH-GR	20	0	20
PM0000122	BH-GR	10	0	10
PM0000766	BH-GR	4	0	4
PM0000507	BH-PC	504.5	0	0
PM0000346	GP-FG	50	0	0
PM0000505	BH-BS	0	0	0
PM0000505	GP-FG	0	0	0
PM0000012	GP-FG	140	0	0
PM0000193	BH-PM	0	0	0
FB0000014	BH-GR	2	0	2
FG0000154	BH-GR	21	0	21
FG0000121	BH-GR	40	0	40
FG0000118	BH-GR	4	0	4
FB0000019	BH-GR	4	0	4
FG0000013	BH-GR	1	0	1
FG0000016	BH-GR	1	0	1
FB0000018	BH-GR	16	0	16
RM0000003	BH-PF	2	2	20002
RM0000009	BH-PF	1	1	8001
PM0000517	BH-PF	3	3	3
PM0000085	BH-PF	3	3	3
FG0000112	GP-FG	156	0	0
FG0000414	BH-PF	0	0	5148
FG0000003	BH-PF	0	0	2094
FG0000003	GP-FG	1616	0	0
FG0000352	BH-GR	0	1200	1200
FG0000352	BH-PF	2278	0	1992
PM0000496	BH-PC	0	0	0
PM0000029	GP-FG	100	0	0
FG0000348	GP-FG	300	0	0
FG0000228	BH-EC	912	0	0
PM0000019	BH-PM	0	0	718000
PM0000020	BH-PM	0	0	718000
FG0000282	BH-EC	1320	0	0
FG0000146	BH-PF	0	0	2959
PM0000235	BH-NM	0	0	0
PM0000525	BH-NM	0	0	0
PM0000524	BH-NM	0	0	0
PM0000193	BH-NM	0	0	0
PM0000224	BH-NM	0	0	0
PM0000122	BH-NM	0	0	0
PM0000878	BH-NM	0	0	0
PM0000499	BH-NM	0	0	0
PM0000370	BH-BS	0	0	0
PM0000027	BH-NM	0	0	0
PM0000259	BH-EC	20	0	0
PM0000424	BH-EC	200	0	0
PM0000589	BH-PM	0	0	0
PM0000073	BH-FG	0	0	0
PM0000009	BH-NM	0	0	0
PM0000003	GP-FG	205	0	0
PM0000082	GP-FG	100	0	0
PM0000247	GP-FG	0	0	0
FG0000408	BH-WST	0	0	0
FG0000033	BH-WST	0	0	0
FG0000405	BH-WST	0	0	0
FG0000042	BH-WST	0	0	0
FG0000038	BH-WST	0	0	0
FG0000011	BH-WST	0	0	0
FG0000030	BH-WST	0	0	0
FG0000012	BH-WST	0	0	0
FG0000028	BH-WST	0	0	0
FG0000013	BH-WST	0	0	0
FG0000020	BH-WST	0	0	0
FG0000150	BH-WST	0	0	0
FG0000418	BH-WST	0	0	0
FG0000422	BH-WST	0	0	0
FG0000031	PB-INT	0	0	0
FG0000031	PB-JP	0	0	0
FG0000012	PB-INT	0	0	0
FG0000012	PB-JP	0	0	0
FG0000268	GP-FG	0	0	0
FG0000268	BH-WST	0	0	0
FG0000136	BH-WST	0	0	0
FG0000297	BH-WST	0	0	0
FG0000317	BH-WST	0	0	0
RM0000006	BH-PC	0	0	3665
RM0000006	BH-PF	30.95	0	0
RM0000039	BH-PC	0	0	295
RM0000039	BH-PF	29.3	0	0
PM0000058	BH-PF	2	0	0
PM0000235	BH-PF	2	0	0
PM0000838	BH-PM	0	0	0
PM0000838	BH-PC	304	0	0
RM0000001	BH-GJ	0	0	33241.73
PM0000843	BH-PM	0	0	2700
PM0000846	BH-PM	0	0	2700
PM0000289	BH-PM	0	0	4200
PM0000288	BH-PM	0	0	4200
FG0000363	BH-PF	3040	0	3040
FG0000192	BH-EC	1802	0	0
PM0000080	BH-PF	28	0	0
PM0000031	BH-PF	20	0	0
FA0000389	BH-FA	0	0	1
FA0000391	DL-FA	0	0	2
FA0000372	BH-FA	0	0	1
FG0000363	BH-EC	30	0	0
FG0000365	BH-EC	400	0	0
FG0000363	GP-FG	110	0	0
SF0000009	GP-FG	0	0	0
PM0000846	BH-WST	0	0	0
PM0000843	BH-WST	0	0	0
FG0000311	BH-EC	0	0	0
PM0000279	BH-PF	1	0	0
PM0000251	BH-PF	0	0	0
PM0000077	BH-PF	0	0	0
PM0000719	BH-WST	0	0	0
PM0000718	BH-WST	0	0	0
FG0000169	BH-PF	1790	11	1801
PM0000418	BH-BS	0	0	0
PM0000418	BH-PC	0	0	0
PM0000417	BH-BS	0	0	0
PM0000417	BH-PC	0	0	0
FG0000074	BH-EC	756	0	0
PM0000078	BH-PM	0	0	94000
PM0000855	BH-PM	0	0	5456
PM0000862	BH-PM	0	0	5456
PM0000854	BH-PM	0	0	6000
FG0000443	BH-EC	5100	0	0
FA0000393	BH-FA	0	0	3
FA0000023	BH-FA	0	0	1
RM0000043	BH-GJ	0	0	5494.5
FG0000441	BH-EC	25725	0	0
SF0000001	BH-GJ	0	0	5430
PM0000402	BH-PM	0	0	0
FG0000405	BH-PF	0	0	7085
PM0000663	BH-PM	10000	0	15000
FG0000445	BH-PF	798	0	798
FA0000197	DL-FA	0	0	1
FA0000110	BH-FA	2	2	2
PM0000500	BH-PC	3248	0	0
PM0000499	BH-PC	3248	0	0
PM0000499	BH-WST	0	0	0
PM0000500	BH-WST	0	0	0
FG0000187	BH-PF	0	0	3248
FG0000151	BH-EC	11308	8	8
FG0000047	BH-PF	0	0	2280
PM0000466	GP-FG	3434	0	0
PM0000894	BH-PM	0	0	21900
PM0000593	GP-FG	8	0	0
PM0000589	BH-BS	0	0	0
FG0000250	BH-VA	5000	0	5000
FG0000402	BH-PF	0	0	0
PM0000500	BH-PM	0	0	3150
PM0000499	BH-PM	0	0	3150
PM0000504	BH-PM	0	0	13900
PM0000503	BH-PM	0	0	13900
PM0000889	BH-PM	0	0	5500
PM0000888	BH-PM	0	0	5500
PM0000345	BH-BS	0	0	0
PM0000344	BH-BS	0	0	0
RM0000030	BH-PC	25579.1	0	0
RM0000030	BH-PF	1	0	0
PM0000588	BH-PM	0	0	0
FA0000373	DL-FA	0	0	1
RM0000035	BH-LO	91549.36	0	0
PM0000504	BH-WST	0	0	0
PM0000503	BH-WST	0	0	0
FG0000189	BH-PF	0	0	11120
FG0000130	BH-PF	15	0	15
FG0000054	BH-PF	0	0	0
FG0000268	BH-PF	0	0	0
FG0000305	GP-FG	120	0	0
FG0000305	BH-PF	0	0	0
FG0000134	GP-FG	0	0	0
FG0000242	BH-PF	0	0	0
FG0000319	BH-PF	0	0	0
FG0000318	BH-PF	0	0	0
PM0000309	BH-PM	0	0	0
FG0000370	BH-EC	0	2	2
PM0000855	BH-PC	1340	0	488
FA0000076	BH-FA	0	0	1
PM0000249	GP-FG	0	20	20
PM0000405	GP-FG	0	20	20
FG0000419	BH-PF	2570	0	2570
PM0000893	BH-PM	0	0	5500
PM0000892	BH-PM	0	0	5500
FG0000381	BH-EC	0	0	0
FG0000381	BH-PF	1500	0	1340
PM0000125	GP-FG	20	0	0
PM0000060	GP-FG	70	0	0
PM0000855	GP-FG	50	0	0
PM0000862	GP-FG	50	0	0
FA0000183	BH-FA	0	0	1
FA0000391	BH-INT	0	0	0
PM0000506	BH-PM	0	0	9000
FG0000300	BH-PF	0	0	39
PM0000880	BH-WST	0	0	0
PM0000881	BH-WST	0	0	0
PM0000369	BH-BS	0	0	0
PM0000893	BH-BS	0	0	0
PM0000892	BH-BS	0	0	0
