code,name,kind,uom,bom_level,make_or_buy,need,onhand,onorder,short_vs_stock,short_net,fastest_days,fastest_vendor,slowest_days,slowest_vendor
PM0000286,LABEL 1 LTR SOYABEAN FRONT,LABEL,PCS,1,BUY,17094.75,13862.00,0.00,3232.75,3232.75,4.0,ZENBI INTERNATIONAL PRIVATE LIMITED,4.0,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000287,LABEL 1 LTR SOYABEAN BACK,LABEL,PCS,1,BUY,17094.75,14978.00,0.00,2116.75,2116.75,4.0,ZENBI INTERNATIONAL PRIVATE LIMITED,4.0,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000629,CARTON TIN TOP,CARTON,PCS,1,BUY,16942.80,20304.00,6550.00,-3361.20,-9911.20,28.5,SSY CONTAINERS PVT LTD,28.5,SSY CONTAINERS PVT LTD
PM0000853,POUCH 250 GM JIVO PREMIUM TEA,POUCH,GMS,1,BUY,13798.40,391460.00,774.23,-377661.60,-378435.83,41.0,M.M INDUSTRIES,41.0,M.M INDUSTRIES
PM0000060,CAPS 1 & 2 LTR WHITE AND BLUE WITH LOGO,CAPS,PCS,1,BUY,13761.50,220542.00,24000.00,-206780.50,-230780.50,11.0,MAHESHWARI CAPS PVT LTD,18.3,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q)
PM0000126,LABEL 500 MLS COLD PRESS FRONT,LABEL,PCS,1,BUY,13216.00,26816.00,0.00,-13600.00,-13600.00,9.0,ROYAL PRIME LABELS,9.0,ROYAL PRIME LABELS
PM0000127,LABEL 500 MLS COLD PRESS BACK,LABEL,PCS,1,BUY,13216.00,22615.00,0.00,-9399.00,-9399.00,9.0,ROYAL PRIME LABELS,9.0,ROYAL PRIME LABELS
PM0000091,LABEL 2 LTR EXTRA LIGHT HANDLE BOTTLE FRONT,LABEL,PCS,1,BUY,12401.40,43374.00,6000.00,-30972.60,-36972.60,8.4,ROYAL PRIME LABELS,8.4,ROYAL PRIME LABELS
PM0000090,LABEL 2 LTR EXTRA LIGHT HANDLE BOTTLE BACK,LABEL,PCS,1,BUY,12401.40,43524.00,6000.00,-31122.60,-37122.60,8.4,ROYAL PRIME LABELS,8.4,ROYAL PRIME LABELS
PM0000470,CAPS 5 LTR ORANGE,CAPS,PCS,1,BUY,11200.35,34476.00,57260.00,-23275.65,-80535.65,11.5,A A ENTERPRISES,39.3,ECHO PLAST INDIA
PM0000233,LABEL 5 LTR SUNFLOWER FRONT,LABEL,PCS,1,BUY,11200.35,39396.00,8534.00,-28195.65,-36729.65,10.0,ROYAL PRIME LABELS,10.0,ROYAL PRIME LABELS
PM0000232,LABEL 5 LTR SUNFLOWER BACK,LABEL,PCS,1,BUY,11200.35,40001.00,8074.00,-28800.65,-36874.65,10.0,ROYAL PRIME LABELS,10.0,ROYAL PRIME LABELS
PM0000881,LABEL 2 LTR GROUNDNUT HANDLE BOTTLE FRONT,GROUNDNUT,PCS,1,BUY,11029.00,36380.00,0.00,-25351.00,-25351.00,4.0,PACKGEN INTERNATIONAL PVT LTD,10.7,ROYAL PRIME LABELS
PM0000880,LABEL 2 LTR GROUNDNUT HANDLE BOTTLE BACK,GROUNDNUT,PCS,1,BUY,11029.00,36380.00,0.00,-25351.00,-25351.00,4.0,PACKGEN INTERNATIONAL PVT LTD,10.7,ROYAL PRIME LABELS
PM0000005,CARTON 1 LTR 12 POUCHES,CARTON,PCS,1,BUY,9884.42,35299.36,19207.67,-25414.94,-44622.60,17.0,SSY CONTAINERS PVT LTD,32.5,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0
PM0000609,LABEL 15 KGS REFINED SOYBEAN OIL PCS,LABEL,PCS,1,BUY,9165.50,37970.00,0.00,-28804.50,-28804.50,7.0,PEARL INDUSTRIES,19.3,ZENBI INTERNATIONAL PRIVATE LIMITED
SF0000002,SOYABEAN OIL 15 KGS TIN IMP,SOYABEAN,PCS,1,BUY,8465.50,12300.00,0.00,-3834.50,-3834.50,4.0,SHIVAY EDIBLES PVT LTD,24.2,ILAHI CO
PM0000861,LABEL 1 LTR GOLD FULL,LABEL,PCS,1,BUY,7760.35,85324.00,23000.00,-77563.65,-100563.65,7.0,ZENBI INTERNATIONAL PRIVATE LIMITED,13.8,CORE PACKAGING
PM0000900,LABEL 200 ML CP KACHI GHANI FRONT,LABEL,PCS,1,BUY,7710.00,24410.00,0.00,-16700.00,-16700.00,6.0,ROYAL PRIME LABELS,6.0,ROYAL PRIME LABELS
PM0000901,LABEL 200 ML CP KACHI GHANI BACK,LABEL,PCS,1,BUY,7710.00,24410.00,0.00,-16700.00,-16700.00,6.0,ROYAL PRIME LABELS,6.0,ROYAL PRIME LABELS
PM0000394,CAP 100MLS/250MLS PET BOTTLE 1810 LONG NECK,PET JAR,PCS,1,BUY,7333.40,26993.00,5000.00,-19659.60,-24659.60,7.5,AMD INDUSTRIES LTD,7.5,AMD INDUSTRIES LTD
PM0000729,CAPS INNER PET BOTTLE 250 MLS,CAPS,PCS,1,BUY,7333.40,40791.00,2600.00,-33457.60,-36057.60,1.8,PYARA LAL KAPUR AND SONS,4.0,SHIVAM SALES
PM0000892,LABEL 1 LTR PRESSED SUNFLOWER OIL FRONT,LABEL,PCS,1,BUY,6890.35,5299.00,504.00,1591.35,1087.35,5.5,ROYAL PRIME LABELS,5.5,ROYAL PRIME LABELS
PM0000893,LABEL 1 LTR PRESSED SUNFLOWER OIL BACK,LABEL,PCS,1,BUY,6890.35,5299.00,504.00,1591.35,1087.35,5.5,ROYAL PRIME LABELS,5.5,ROYAL PRIME LABELS
RM0000037,COCONUT EXTRA VIRGIN OIL,COCONUT,LTR,1,MAKE,6517.10,5608.62,977.00,908.48,-68.53,13.0,APEX COCO AND SOLAR ENERGY LIMITED,19.5,SAMSON GLOBAL PRIVATE LIMITED
PM0000344,LABEL 1 LTR EXTRA VIRGIN COCONUT FRONT,LABEL,PCS,1,BUY,6517.10,43890.00,1600.00,-37372.90,-38972.90,16.0,ROYAL PRIME LABELS,16.0,ROYAL PRIME LABELS
PM0000345,LABEL 1 LTR EXTRA VIRGIN COCONUT BACK,LABEL,PCS,1,BUY,6517.10,43890.00,1600.00,-37372.90,-38972.90,16.0,ROYAL PRIME LABELS,16.0,ROYAL PRIME LABELS
PM0000076,TIN 15 LTR,TIN,PCS,1,BUY,6304.75,32448.00,21628.00,-26143.25,-47771.25,27.0,NATIONAL TIN INDUSTRIES,39.6,BOXMASTERS INDIA
PM0000027,LABEL 1 LTR REFINED TOP,LABEL,PCS,1,BUY,6300.00,12838.00,4000.00,-6538.00,-10538.00,0.0,GRAPHICS ELITE,1.0,MEDIA GRAPHIC PRINTS VEND
PM0000057,PET BOTTLE 2 LTR 66 GMS,PET BOTTLES,PCS,1,BUY,6269.60,38570.00,8400.00,-32300.40,-40700.40,63.1,TPAC PACKAGING INDIA PVT LTD II,63.1,TPAC PACKAGING INDIA PVT LTD II
PM0000056,PET BOTTLE 100 MLS BOTTLES,PET BOTTLES,PCS,1,BUY,5875.00,23556.00,7583.00,-17681.00,-25264.00,41.1,ECHO PLAST INDIA,41.1,ECHO PLAST INDIA
PM0000071,SHRINKS 1 LTR 235X310,SHRINK,PCS,1,BUY,5801.95,86663.00,22000.00,-80861.05,-102861.05,12.1,MULTILAYER INDUSTRIES,12.1,MULTILAYER INDUSTRIES
PM0000632,CARTON 5 LTR TIN OLIVE 4 PCS SANO,CARTON,PCS,1,BUY,5797.95,5355.50,8507.00,442.45,-8064.55,15.1,SSY CONTAINERS PVT LTD,15.1,SSY CONTAINERS PVT LTD
PM0000349,LABEL 2 LTR POMACE HANDLE BOTTLE FRONT,LABEL,PCS,1,BUY,5151.90,11153.00,904.00,-6001.10,-6905.10,7.0,ROYAL PRIME LABELS,7.0,ROYAL PRIME LABELS
PM0000350,LABEL 2 LTR POMACE HANDLE BOTTLE BACK,LABEL,PCS,1,BUY,5151.90,11153.00,904.00,-6001.10,-6905.10,7.0,ROYAL PRIME LABELS,7.0,ROYAL PRIME LABELS
PM0000908,LABEL 500 ML CP GROUNDNUT FRONT,LABEL,PCS,1,BUY,4936.00,8272.00,0.00,-3336.00,-3336.00,9.0,ROYAL PRIME LABELS,9.0,ROYAL PRIME LABELS
PM0000909,LABEL 500 ML CP GROUNDNUT BACK,LABEL,PCS,1,BUY,4936.00,8272.00,0.00,-3336.00,-3336.00,9.0,ROYAL PRIME LABELS,9.0,ROYAL PRIME LABELS
PM0000718,LABEL 1 LTR PRESSED MUSTARD OIL FRONT,LABEL,PCS,1,BUY,4905.35,2244.00,5000.00,2661.35,-2338.65,,,,
PM0000719,LABEL 1 LTR PRESSED MUSTARD OIL BACK,LABEL,PCS,1,BUY,4905.35,1399.00,5000.00,3506.35,-1493.65,,,,
PM0000077,TIN 5 LTR EXTRA LIGHT OLIVE PRINTED,TIN,PCS,1,BUY,3885.30,6068.00,14010.00,-2182.70,-16192.70,55.8,NATIONAL TIN INDUSTRIES,55.8,NATIONAL TIN INDUSTRIES
RM0000034,LOOSE OIL RICE BRAN & OLIVE,BLENDED,LTR,1,BUY,3818.00,16106.00,0.00,-12288.00,-12288.00,,,,
PM0000260,TIN 5 LTR SO OLIVE PRINTED,TIN,PCS,1,BUY,3353.60,343.00,0.00,3010.60,3010.60,21.5,NATIONAL TIN INDUSTRIES,21.5,NATIONAL TIN INDUSTRIES
PM0000835,TIN 5 LTR FP YELLOW MUSTARD OIL PRINTED,TIN,PCS,1,BUY,3350.80,4186.00,10010.00,-835.20,-10845.20,20.7,NATIONAL TIN INDUSTRIES,20.7,NATIONAL TIN INDUSTRIES
PM0000890,LABEL 12 KG REFINED SOYABEAN OIL,LABEL,PCS,1,BUY,3313.00,614.00,0.00,2699.00,2699.00,4.3,PACKGEN INTERNATIONAL PVT LTD,4.3,PACKGEN INTERNATIONAL PVT LTD
PM0000825,CARTON 1 LTR 20 PCS NEW,CARTON,PCS,1,BUY,3288.79,5665.60,16314.00,-2376.81,-18690.81,11.1,SSY CONTAINERS PVT LTD,11.1,SSY CONTAINERS PVT LTD
PM0000506,CAPS 1 & 2 LTR FULL GREEN PLAIN,CAPS,PCS,1,BUY,3226.75,83200.00,53000.00,-79973.25,-132973.25,2.0,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),26.0,BABAJI UDYOG PVT. LTD.
PM0000042,LABEL 2 LTR REFINED FRONT,LABEL,PCS,1,BUY,3210.00,14270.00,30.00,-11060.00,-11090.00,11.5,ROYAL PRIME LABELS,11.5,ROYAL PRIME LABELS
PM0000041,LABEL 2 LTR REFINED BACK,LABEL,PCS,1,BUY,3210.00,17171.00,30.00,-13961.00,-13991.00,11.5,ROYAL PRIME LABELS,11.5,ROYAL PRIME LABELS
PM0000122,TIKKI 100 MLS,TIKKI,PCS,1,BUY,3210.00,25588.00,2816.00,-22378.00,-25194.00,14.4,MEDIA GRAPHIC PRINTS VEND,14.4,MEDIA GRAPHIC PRINTS VEND
PM0000466,LABEL 13 KGS REFINED SOYBEAN OIL,LABEL,PCS,1,BUY,3137.30,28704.00,10000.00,-25566.70,-35566.70,13.5,ZENBI INTERNATIONAL PRIVATE LIMITED,16.5,PEARL INDUSTRIES
PM0000026,LABEL 1 LTR REFINED FRONT,LABEL,PCS,1,BUY,3090.00,123344.00,4000.00,-120254.00,-124254.00,11.0,ROYAL PRIME LABELS,11.0,ROYAL PRIME LABELS
PM0000025,LABEL 1 LTR REFINED BACK,LABEL,PCS,1,BUY,3090.00,119814.00,4000.00,-116724.00,-120724.00,11.0,ROYAL PRIME LABELS,11.0,ROYAL PRIME LABELS
PM0000403,TIKKI 100 MLS MUSTARD FREE,TIKKI,PCS,1,BUY,3090.00,33492.00,4000.00,-30402.00,-34402.00,5.7,MEDIA GRAPHIC PRINTS VEND,5.7,MEDIA GRAPHIC PRINTS VEND
RM0000030,REFINED COTTON OIL,COTTON SEED,LTR,1,BUY,3076.42,179.08,0.00,2897.34,2897.34,4.0,NATIONAL AGRO FOODS,9.0,AWL AGRI BUSINESS LIMITED
PM0000059,CAPS 1 & 2 LTR WHITE AND ORANGE WITH LOGO,CAPS,PCS,1,BUY,3057.50,187551.00,0.00,-184493.50,-184493.50,,,,
PM0000039,LABEL 2 LTR PAKKI GHANI FRONT,LABEL,PCS,1,BUY,3057.50,25529.00,0.00,-22471.50,-22471.50,21.0,ROYAL PRIME LABELS,21.0,ROYAL PRIME LABELS
PM0000038,LABEL 2 LTR PAKKI GHANI BACK,LABEL,PCS,1,BUY,3057.50,20579.00,0.00,-17521.50,-17521.50,21.0,ROYAL PRIME LABELS,21.0,ROYAL PRIME LABELS
PM0000471,CAPS 5 LTR BLUE,CAPS,PCS,1,BUY,3042.10,10081.00,16855.00,-7038.90,-23893.90,1.0,A A ENTERPRISES,39.0,ECHO PLAST INDIA
PM0000218,LABEL 100 ML PET BOTTLE  EXTRA LIGHT FRONT,LABEL,PCS,1,BUY,2943.00,17254.00,4000.00,-14311.00,-18311.00,4.0,MEDIA GRAPHIC PRINTS VEND,12.0,PACKGEN INTERNATIONAL PVT LTD
PM0000219,LABEL 100 ML PET BOTTLE  EXTRA LIGHT BACK,LABEL,PCS,1,BUY,2943.00,19226.00,4000.00,-16283.00,-20283.00,4.0,MEDIA GRAPHIC PRINTS VEND,12.0,PACKGEN INTERNATIONAL PVT LTD
PM0000254,CARTON 2 LTR 10 PCS HANDLE BOTTLE,CARTON,PCS,1,BUY,2932.33,4854.05,3322.00,-1921.72,-5243.72,2.7,SSY CONTAINERS PVT LTD,100.0,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0
PM0000393,LABEL 100 MLS MUSTARD FRONT,LABEL,PCS,1,BUY,2932.00,6080.00,0.00,-3148.00,-3148.00,17.0,SAI DIGISTIK PRIVATE LIMITED,17.0,SAI DIGISTIK PRIVATE LIMITED
PM0000392,LABEL 100 MLS MUSTARD BACK,LABEL,PCS,1,BUY,2932.00,7400.00,0.00,-4468.00,-4468.00,17.0,SAI DIGISTIK PRIVATE LIMITED,17.0,SAI DIGISTIK PRIVATE LIMITED
PM0000634,CARTON 1 LTR 20 PCS SANO,CARTON,PCS,1,BUY,2895.89,8001.80,2418.00,-5105.91,-7523.91,12.3,SSY CONTAINERS PVT LTD,12.3,SSY CONTAINERS PVT LTD
PM0000722,CARTON 1 LTR 20 PCS PET 75 GM,CARTON,PCS,1,BUY,2677.14,1602.47,301.00,1074.66,773.66,1.5,SSY CONTAINERS PVT LTD,1.5,SSY CONTAINERS PVT LTD
PM0000055,PET BOTTLE 1 LTR 52 GMS,PET BOTTLES,PCS,1,BUY,2599.00,20375.00,3000.00,-17776.00,-20776.00,3.0,ECHO PLAST INDIA,3.0,ECHO PLAST INDIA
PM0000496,LABEL 1 LTR TIKKI B.B,LABEL,PCS,1,BUY,2599.00,16874.00,3000.00,-14275.00,-17275.00,12.0,ROYAL PRIME LABELS,12.0,ROYAL PRIME LABELS
PM0000245,CARTON 5 LTR 4 PCS PET,CARTON,PCS,1,BUY,2350.86,3932.96,14.00,-1582.11,-1596.11,2.5,SSY CONTAINERS PVT LTD,2.5,SSY CONTAINERS PVT LTD
PM0000878,TIKKI BARCODE CSD KGMO 1 LTR,LABEL,PCS,1,BUY,2182.20,885.00,0.00,1297.20,1297.20,2.0,MEDIA GRAPHIC PRINTS VEND,2.0,MEDIA GRAPHIC PRINTS VEND
PM0000584,PET BOTTLE 1 LTR 26 GM PLAIN,PET BOTTLES,PCS,1,BUY,2156.00,155681.00,0.00,-153525.00,-153525.00,53.6,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),93.0,BR AGROTECH LTD
PM0000578,LABEL 900 GM  MUSTARD FRONT  SANO,LABEL,PCS,1,BUY,2156.00,110715.00,0.00,-108559.00,-108559.00,,,,
PM0000577,LABEL 900 GM  MUSTARD BACK  SANO,LABEL,PCS,1,BUY,2156.00,149140.00,0.00,-146984.00,-146984.00,,,,
PM0000193,TIKKI 1 LTR EXTRA LIGHT FREE,TIKKI,PCS,1,BUY,2072.35,56335.00,19186.00,-54262.65,-73448.65,6.3,THE LABEL STORE AFOPC8295E,6.3,THE LABEL STORE AFOPC8295E
PM0000877,TIKKI BARCODE CSD KGMO 5 LTR,LABEL,PCS,1,BUY,2067.40,1225.00,0.00,842.40,842.40,2.0,MEDIA GRAPHIC PRINTS VEND,2.0,MEDIA GRAPHIC PRINTS VEND
PM0000289,LABEL 5 LTR SOYABEAN FRONT,LABEL,PCS,1,BUY,2056.95,12293.00,5000.00,-10236.05,-15236.05,17.9,ROYAL PRIME LABELS,17.9,ROYAL PRIME LABELS
PM0000288,LABEL 5 LTR SOYABEAN BACK,LABEL,PCS,1,BUY,2056.95,12011.00,5000.00,-9954.05,-14954.05,17.9,ROYAL PRIME LABELS,17.9,ROYAL PRIME LABELS
PM0000842,LABEL 2 LTR CP CANOLA OIL HANDLE BOTTLE FRONT LA RASOI,LABEL,PCS,1,BUY,1970.00,2970.00,0.00,-1000.00,-1000.00,4.0,ROYAL PRIME LABELS,4.0,ROYAL PRIME LABELS
PM0000841,LABEL 2 LTR CP CANOLA OIL HANDLE BOTTLE BACK LA RASOI,LABEL,PCS,1,BUY,1970.00,2970.00,0.00,-1000.00,-1000.00,4.0,ROYAL PRIME LABELS,4.0,ROYAL PRIME LABELS
PM0000830,TIN 3 LTR POMACE OLIVE PRINTED,TIN,PCS,1,BUY,1968.00,1016.00,3200.00,952.00,-2248.00,15.3,NATIONAL TIN INDUSTRIES,15.3,NATIONAL TIN INDUSTRIES
PM0000402,TIKKI 1 LTR POMACE OLIVE FREE,TIKKI,PCS,1,BUY,1944.60,36260.00,5075.00,-34315.40,-39390.40,6.5,THE LABEL STORE AFOPC8295E,6.5,THE LABEL STORE AFOPC8295E
PM0000503,LABEL 1 LTR POMACE FRONT ZANO,LABEL,PCS,1,BUY,1895.80,6251.00,0.00,-4355.20,-4355.20,5.4,ROYAL PRIME LABELS,5.4,ROYAL PRIME LABELS
PM0000504,LABEL 1 LTR POMACE BACK ZANO,LABEL,PCS,1,BUY,1895.80,6244.00,0.00,-4348.20,-4348.20,5.4,ROYAL PRIME LABELS,5.4,ROYAL PRIME LABELS
SF0000006,CHAI 250 GMS 40 PCS,TEA,PCS,1,BUY,1724.80,0.00,36040.00,1724.80,-34315.20,15.0,EASTERN ENTERPRISE (ASSAM),15.0,EASTERN ENTERPRISE (ASSAM)
PM0000657,CARTON 1 LTR 16 PCS SANO,CARTON,PCS,1,BUY,1653.48,6047.00,5316.00,-4393.52,-9709.52,21.1,SSY CONTAINERS PVT LTD,21.1,SSY CONTAINERS PVT LTD
PM0000186,HDPE BOTTLE 5 LTR OLIVE GREEN,HDPE BOTTLES,PCS,1,BUY,1647.50,4713.00,20955.00,-3065.50,-24020.50,25.8,RAJ TECHNOPACK PVT LTD,32.5,ECHO PLAST INDIA
PM0000863,LABEL 5 LTR CANOLA FRONT (NIRMAL RISHI),LABEL,PCS,1,BUY,1640.75,24080.00,0.00,-22439.25,-22439.25,5.5,ROYAL PRIME LABELS,42.0,ZENBI INTERNATIONAL PRIVATE LIMITED
SF0000001,SOYABEAN OIL 13 KGS TIN IMP,SOYABEAN,PCS,1,BUY,1610.60,201.00,0.00,1409.60,1409.60,3.0,MAA JAWALA OVERSEAS,34.0,ILAHI CO
PM0000228,HDPE BOTTLE 4 LTR,HDPE BOTTLES,PCS,1,BUY,1602.60,10037.00,78400.00,-8434.40,-86834.40,15.4,ECHO PLAST INDIA,21.4,RAJ TECHNOPACK PVT LTD
PM0000226,LABEL 4 LTR COLD PRESS BACK,LABEL,PCS,1,BUY,1602.60,67812.00,5000.00,-66209.40,-71209.40,9.2,ROYAL PRIME LABELS,9.2,ROYAL PRIME LABELS
PM0000490,LABEL 1 LTR COLD PRESS FRONT B.B,LABEL,PCS,1,BUY,1581.00,13109.00,100.00,-11528.00,-11628.00,6.5,ROYAL PRIME LABELS,6.5,ROYAL PRIME LABELS
PM0000491,LABEL 1 LTR COLD PRESS BACK B.B,LABEL,PCS,1,BUY,1581.00,18189.00,100.00,-16608.00,-16708.00,6.5,ROYAL PRIME LABELS,6.5,ROYAL PRIME LABELS
PM0000331,LABEL 250 GMS EXTRA LIGHT FRONT,LABEL,PCS,1,BUY,1458.40,22279.00,1002.00,-20820.60,-21822.60,2.8,MEDIA GRAPHIC PRINTS VEND,2.8,MEDIA GRAPHIC PRINTS VEND
PM0000332,LABEL 250 GMS EXTRA LIGHT BACK,LABEL,PCS,1,BUY,1458.40,22315.00,1002.00,-20856.60,-21858.60,2.8,MEDIA GRAPHIC PRINTS VEND,2.8,MEDIA GRAPHIC PRINTS VEND
PM0000587,PET BOTTLE 250 ML BOTTLES,PET BOTTLES,PCS,1,BUY,1458.40,12852.00,64000.00,-11393.60,-75393.60,13.7,ECHO PLAST INDIA,13.7,ECHO PLAST INDIA
PM0000276,CARTON CHOCO 375 GMS CHOCO 4 PCS,CARTON,PCS,1,BUY,1448.22,542.45,0.00,905.77,905.77,,,,
PM0000052,LABEL 5 LTR REFINED FRONT,LABEL,PCS,1,BUY,1394.60,6258.00,0.00,-4863.40,-4863.40,17.5,ROYAL PRIME LABELS,17.5,ROYAL PRIME LABELS
PM0000051,LABEL 5 LTR REFINED BACK,LABEL,PCS,1,BUY,1394.60,14580.00,0.00,-13185.40,-13185.40,17.5,ROYAL PRIME LABELS,17.5,ROYAL PRIME LABELS
PM0000335,TIKKI 250 MLS,TIKKI,PCS,1,BUY,1394.60,10933.00,0.00,-9538.40,-9538.40,2.7,MEDIA GRAPHIC PRINTS VEND,2.7,MEDIA GRAPHIC PRINTS VEND
PM0000765,TIKKI BARCODE CSD 5 LTR CANOLA,TIKKI,PCS,1,BUY,1394.60,6981.00,0.00,-5586.40,-5586.40,2.3,MEDIA GRAPHIC PRINTS VEND,2.3,MEDIA GRAPHIC PRINTS VEND
PM0000855,PET BOTTLE 10 ML,PET BOTTLES,PCS,1,BUY,1330.00,5610.00,14000.00,-4280.00,-18280.00,15.5,MAHESHWARI CAPS PVT LTD,15.5,MAHESHWARI CAPS PVT LTD
PM0000862,CAP 10 ML,CAPS,PCS,1,BUY,1330.00,5153.00,14000.00,-3823.00,-17823.00,15.5,MAHESHWARI CAPS PVT LTD,15.5,MAHESHWARI CAPS PVT LTD
PM0000854,LABEL 10 ML EXTRA VIRGIN OLIVE OIL,LABEL,PCS,1,BUY,1330.00,5565.00,14000.00,-4235.00,-18235.00,5.7,ROYAL PRIME LABELS,5.7,ROYAL PRIME LABELS
PM0000766,TIKKI BARCODE CSD 2 LTR CANOLA,TIKKI,PCS,1,BUY,1284.00,9983.00,0.00,-8699.00,-8699.00,3.0,MEDIA GRAPHIC PRINTS VEND,3.0,MEDIA GRAPHIC PRINTS VEND
PM0000187,SHRINKS 3 LTR/4 LTR,SHRINK,PCS,1,BUY,1229.70,27813.00,32186.00,-26583.30,-58769.30,14.8,MULTILAYER INDUSTRIES,14.8,MULTILAYER INDUSTRIES
PM0000113,HDPE BOTTLE 3 LTR,HDPE BOTTLES,PCS,1,BUY,1226.90,26144.00,45286.00,-24917.10,-70203.10,10.3,ECHO PLAST INDIA,20.0,RAJ TECHNOPACK PVT LTD
PM0000118,LABEL 3 LTR COLD PRESS FRONT,LABEL,PCS,1,BUY,1226.90,24490.00,20186.00,-23263.10,-43449.10,8.7,ROYAL PRIME LABELS,8.7,ROYAL PRIME LABELS
PM0000117,LABEL 3 LTR COLD PRESS BACK,LABEL,PCS,1,BUY,1226.90,27467.00,20186.00,-26240.10,-46426.10,8.7,ROYAL PRIME LABELS,8.7,ROYAL PRIME LABELS
PM0000045,LABEL 5 LTR COLD PRESS BACK 365,LABEL,PCS,1,BUY,1187.45,170783.00,3000.00,-169595.55,-172595.55,10.0,ROYAL PRIME LABELS,42.0,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000488,LABEL 1 LTR RICE BRAN & OLIVE OIL FRONT B.B,LABEL,PCS,1,BUY,1018.00,10294.00,3000.00,-9276.00,-12276.00,20.0,ROYAL PRIME LABELS,20.0,ROYAL PRIME LABELS
PM0000489,LABEL 1 LTR RICE BRAN & OLIVE OIL BACK B.B,LABEL,PCS,1,BUY,1018.00,10333.00,3000.00,-9315.00,-12315.00,20.0,ROYAL PRIME LABELS,20.0,ROYAL PRIME LABELS
PM0000062,CAPS 5 LTR,CAPS,PCS,1,BUY,1008.00,27039.00,0.00,-26031.00,-26031.00,17.7,RAJ TECHNOPACK PVT LTD,17.7,RAJ TECHNOPACK PVT LTD
PM0000891,POUCH SOYABEAN MULTI  KGS,POUCH,KGS,1,BUY,938.90,6622.79,0.00,-5683.89,-5683.89,16.5,UNIQUE PACKTECH,21.0,UFLEX LIMITED NEW
PM0000831,TIN 3 LTR EXTRA LIGHT OLIVE PRINTED,TIN,PCS,1,BUY,921.00,1021.00,2098.00,-100.00,-2198.00,15.3,NATIONAL TIN INDUSTRIES,15.3,NATIONAL TIN INDUSTRIES
PM0000072,SHRINKS 5 LTR 400X415 5+1 PCS,SHRINK,PCS,1,BUY,832.20,22977.00,0.00,-22144.80,-22144.80,9.0,MULTILAYER INDUSTRIES,9.0,MULTILAYER INDUSTRIES
PM0000128,CARTON 500 MLS 24 PCS,CARTON,PCS,1,BUY,781.74,6404.82,3600.00,-5623.08,-9223.08,5.0,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,5.0,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0
PM0000259,TIN 5 LTR EXTRA VIRGIN OLIVE PRINTED IMPORTED,TIN,PCS,1,BUY,780.55,1688.00,5025.00,-907.45,-5932.45,,,,
PM0000836,TIN 3 LTR EXTRA  VIRGIN CANOLA OIL PRINTED,TIN,PCS,1,BUY,771.40,5.00,0.00,766.40,766.40,17.0,NATIONAL TIN INDUSTRIES,17.0,NATIONAL TIN INDUSTRIES
PM0000009,CARTON 2 LTR 10 PCS,CARTON,PCS,1,BUY,626.96,3414.80,25.00,-2787.84,-2812.84,15.2,SSY CONTAINERS PVT LTD,15.2,SSY CONTAINERS PVT LTD
PM0000083,TIKKI BARCODE CSD 1 LTR CANOLA,TIKKI,PCS,1,BUY,618.00,14076.00,800.00,-13458.00,-14258.00,3.5,MEDIA GRAPHIC PRINTS VEND,3.5,MEDIA GRAPHIC PRINTS VEND
PM0000498,PET BOTTLE 500 MLS 34 GMS GREEN,PET BOTTLES,PCS,1,BUY,609.75,7243.00,5000.00,-6633.25,-11633.25,8.0,TPAC PACKAGING INDIA PVT LTD,8.0,TPAC PACKAGING INDIA PVT LTD
PM0000421,LABEL 500 MLS EXTRA VIRGIN OLIVE OIL FRONT,LABEL,PCS,1,BUY,609.75,3383.00,1000.00,-2773.25,-3773.25,1.0,GRAPHICS ELITE,7.0,ROYAL PRIME LABELS
PM0000422,LABEL 500 MLS EXTRA VIRGIN OLIVE OIL BACK,LABEL,PCS,1,BUY,609.75,3383.00,1000.00,-2773.25,-3773.25,1.0,GRAPHICS ELITE,7.0,ROYAL PRIME LABELS
PM0000492,LABEL 5 LTR RICE BRAN & OLIVE OIL FRONT B.B,LABEL,PCS,1,BUY,560.00,8187.00,0.00,-7627.00,-7627.00,,,,
PM0000493,LABEL 5 LTR RICE BRAN & OLIVE OIL BACK B.B,LABEL,PCS,1,BUY,560.00,11030.00,0.00,-10470.00,-10470.00,,,,
PM0000593,TIN 15 KGS/LTR MULTI CP KACCHI GHANI MUSTARD OIL  PRINTED,TIN,PCS,1,BUY,558.10,1255.00,3000.00,-696.90,-3696.90,16.6,NATIONAL TIN INDUSTRIES,16.6,NATIONAL TIN INDUSTRIES
