code,name,kind,uom,need,onhand,onorder,short_vs_stock,short_net,fastest_days,fastest_vendor,slowest_days,slowest_vendor
PM0000017,LABEL 1 LTR EXTRA LIGHT BACK,LABEL,PCS,1149.10,105172.00,126000.00,-104022.90,-230022.90,7.5,ROYAL PRIME LABELS,15.2,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000908,LABEL 500 ML CP GROUNDNUT FRONT,LABEL,PCS,1080.00,17824.00,0.00,-16744.00,-16744.00,9.0,ROYAL PRIME LABELS,9.0,ROYAL PRIME LABELS
PM0000909,LABEL 500 ML CP GROUNDNUT BACK,LABEL,PCS,1080.00,17824.00,0.00,-16744.00,-16744.00,9.0,ROYAL PRIME LABELS,9.0,ROYAL PRIME LABELS
PM0000287,LABEL 1 LTR SOYABEAN BACK,LABEL,PCS,1055.60,14912.00,0.00,-13856.40,-13856.40,24.0,ZENBI INTERNATIONAL PRIVATE LIMITED,24.0,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000286,LABEL 1 LTR SOYABEAN FRONT,LABEL,PCS,1055.60,13796.00,0.00,-12740.40,-12740.40,24.0,ZENBI INTERNATIONAL PRIVATE LIMITED,24.0,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000634,CARTON 1 LTR 20 PCS SANO,CARTON,PCS,1053.37,8315.80,2418.00,-7262.43,-9680.43,10.0,SHIVALIK CONTAINERS PVT.LTD (AAECS1496B),12.8,SSY CONTAINERS PVT LTD
PM0000488,LABEL 1 LTR RICE BRAN & OLIVE OIL FRONT B.B,LABEL,PCS,1018.00,10294.00,3000.00,-9276.00,-12276.00,20.0,ROYAL PRIME LABELS,20.0,ROYAL PRIME LABELS
PM0000489,LABEL 1 LTR RICE BRAN & OLIVE OIL BACK B.B,LABEL,PCS,1018.00,10333.00,3000.00,-9315.00,-12315.00,20.0,ROYAL PRIME LABELS,20.0,ROYAL PRIME LABELS
PM0000062,CAPS 5 LTR,CAPS,PCS,1008.00,27037.00,0.00,-26029.00,-26029.00,17.7,RAJ TECHNOPACK PVT LTD,17.7,RAJ TECHNOPACK PVT LTD
PM0000394,CAP 100MLS/250MLS PET BOTTLE 1810 LONG NECK,PET JAR,PCS,951.40,26993.00,5000.00,-26041.60,-31041.60,7.5,AMD INDUSTRIES LTD,7.5,AMD INDUSTRIES LTD
PM0000729,CAPS INNER PET BOTTLE 250 MLS,CAPS,PCS,951.40,30841.00,12600.00,-29889.60,-42489.60,1.3,PYARA LAL KAPUR AND SONS,4.0,SHIVAM SALES
PM0000880,LABEL 2 LTR GROUNDNUT HANDLE BOTTLE BACK,GROUNDNUT,PCS,899.50,19780.00,14050.00,-18880.50,-32930.50,4.0,PACKGEN INTERNATIONAL PVT LTD,11.0,ROYAL PRIME LABELS
PM0000881,LABEL 2 LTR GROUNDNUT HANDLE BOTTLE FRONT,GROUNDNUT,PCS,899.50,19780.00,14050.00,-18880.50,-32930.50,4.0,PACKGEN INTERNATIONAL PVT LTD,11.0,ROYAL PRIME LABELS
PM0000056,PET BOTTLE 100 MLS BOTTLES,PET BOTTLES,PCS,765.00,14499.00,16640.00,-13734.00,-30374.00,40.2,ECHO PLAST INDIA,40.2,ECHO PLAST INDIA
PM0000026,LABEL 1 LTR REFINED FRONT,LABEL,PCS,710.00,123324.00,4000.00,-122614.00,-126614.00,11.0,ROYAL PRIME LABELS,11.0,ROYAL PRIME LABELS
PM0000403,TIKKI 100 MLS MUSTARD FREE,TIKKI,PCS,710.00,33472.00,4000.00,-32762.00,-36762.00,5.7,MEDIA GRAPHIC PRINTS VEND,5.7,MEDIA GRAPHIC PRINTS VEND
PM0000025,LABEL 1 LTR REFINED BACK,LABEL,PCS,710.00,119794.00,4000.00,-119084.00,-123084.00,11.0,ROYAL PRIME LABELS,11.0,ROYAL PRIME LABELS
PM0000245,CARTON 5 LTR 4 PCS PET,CARTON,PCS,606.83,2339.46,0.00,-1732.64,-1732.64,2.0,SSY CONTAINERS PVT LTD,2.0,SSY CONTAINERS PVT LTD
PM0000853,POUCH 250 GM JIVO PREMIUM TEA,POUCH,GMS,590.80,391460.00,774.23,-390869.20,-391643.43,41.0,M.M INDUSTRIES,41.0,M.M INDUSTRIES
PM0000392,LABEL 100 MLS MUSTARD BACK,LABEL,PCS,572.00,7400.00,0.00,-6828.00,-6828.00,17.0,SAI DIGISTIK PRIVATE LIMITED,17.0,SAI DIGISTIK PRIVATE LIMITED
PM0000393,LABEL 100 MLS MUSTARD FRONT,LABEL,PCS,572.00,6080.00,0.00,-5508.00,-5508.00,17.0,SAI DIGISTIK PRIVATE LIMITED,17.0,SAI DIGISTIK PRIVATE LIMITED
PM0000492,LABEL 5 LTR RICE BRAN & OLIVE OIL FRONT B.B,LABEL,PCS,560.00,8187.00,0.00,-7627.00,-7627.00,,,,
PM0000493,LABEL 5 LTR RICE BRAN & OLIVE OIL BACK B.B,LABEL,PCS,560.00,11030.00,0.00,-10470.00,-10470.00,,,,
PM0000012,CARTON 5 LTR 3 PCS,CARTON,PCS,520.58,6113.01,1370.00,-5592.43,-6962.43,19.2,SSY CONTAINERS PVT LTD,19.2,SSY CONTAINERS PVT LTD
RM0000037,COCONUT EXTRA VIRGIN OIL,COCONUT,LTR,487.20,5177.62,977.00,-4690.42,-5667.43,13.0,APEX COCO AND SOLAR ENERGY LIMITED,19.5,SAMSON GLOBAL PRIVATE LIMITED
PM0000344,LABEL 1 LTR EXTRA VIRGIN COCONUT FRONT,LABEL,PCS,487.20,12059.00,31600.00,-11571.80,-43171.80,19.0,ROYAL PRIME LABELS,19.0,ROYAL PRIME LABELS
PM0000345,LABEL 1 LTR EXTRA VIRGIN COCONUT BACK,LABEL,PCS,487.20,12059.00,31600.00,-11571.80,-43171.80,19.0,ROYAL PRIME LABELS,19.0,ROYAL PRIME LABELS
PM0000877,TIKKI BARCODE CSD KGMO 5 LTR,LABEL,PCS,471.40,1225.00,0.00,-753.60,-753.60,2.0,MEDIA GRAPHIC PRINTS VEND,2.0,MEDIA GRAPHIC PRINTS VEND
PM0000048,LABEL 5 LTR KACHCHI GHANI FRONT,LABEL,PCS,471.40,64189.00,25000.00,-63717.60,-88717.60,13.3,ROYAL PRIME LABELS,13.3,ROYAL PRIME LABELS
PM0000047,LABEL 5 LTR KACHCHI GHANI BACK,LABEL,PCS,471.40,66302.00,25000.00,-65830.60,-90830.60,13.3,ROYAL PRIME LABELS,13.3,ROYAL PRIME LABELS
PM0000422,LABEL 500 MLS EXTRA VIRGIN OLIVE OIL BACK,LABEL,PCS,461.75,2692.00,1000.00,-2230.25,-3230.25,1.0,GRAPHICS ELITE,7.0,ROYAL PRIME LABELS
PM0000421,LABEL 500 MLS EXTRA VIRGIN OLIVE OIL FRONT,LABEL,PCS,461.75,2692.00,1000.00,-2230.25,-3230.25,1.0,GRAPHICS ELITE,7.0,ROYAL PRIME LABELS
PM0000498,PET BOTTLE 500 MLS 34 GMS GREEN,PET BOTTLES,PCS,461.75,7215.00,5000.00,-6753.25,-11753.25,8.0,TPAC PACKAGING INDIA PVT LTD,8.0,TPAC PACKAGING INDIA PVT LTD
PM0000122,TIKKI 100 MLS,TIKKI,PCS,460.00,25588.00,2816.00,-25128.00,-27944.00,14.4,MEDIA GRAPHIC PRINTS VEND,14.4,MEDIA GRAPHIC PRINTS VEND
PM0000042,LABEL 2 LTR REFINED FRONT,LABEL,PCS,460.00,14270.00,30.00,-13810.00,-13840.00,11.5,ROYAL PRIME LABELS,11.5,ROYAL PRIME LABELS
PM0000041,LABEL 2 LTR REFINED BACK,LABEL,PCS,460.00,17171.00,30.00,-16711.00,-16741.00,11.5,ROYAL PRIME LABELS,11.5,ROYAL PRIME LABELS
PM0000495,LABEL 5 LTR COLD PRESS CANOLA BACK B.B,LABEL,PCS,448.00,21611.00,0.00,-21163.00,-21163.00,15.5,ROYAL PRIME LABELS,15.5,ROYAL PRIME LABELS
PM0000494,LABEL 5 LTR COLD PRESS CANOLA FRONT B.B,LABEL,PCS,448.00,15306.00,0.00,-14858.00,-14858.00,16.0,ROYAL PRIME LABELS,16.0,ROYAL PRIME LABELS
PM0000397,LABEL 1 LTR GOLD FRONT,LABEL,PCS,422.60,20415.00,30000.00,-19992.40,-49992.40,8.3,ZENBI INTERNATIONAL PRIVATE LIMITED,19.0,THE LABEL STORE AFOPC8295E
PM0000396,LABEL 1 LTR GOLD BACK,LABEL,PCS,422.60,18009.00,31659.00,-17586.40,-49245.40,8.3,ZENBI INTERNATIONAL PRIVATE LIMITED,19.0,THE LABEL STORE AFOPC8295E
PM0000836,TIN 3 LTR EXTRA  VIRGIN CANOLA OIL PRINTED,TIN,PCS,403.20,5.00,0.00,398.20,398.20,17.0,NATIONAL TIN INDUSTRIES,17.0,NATIONAL TIN INDUSTRIES
PM0000401,TIN 5 LTR OLIVE CLASSIC SANO,TIN,PCS,378.00,3504.00,0.00,-3126.00,-3126.00,,,,
PM0000358,HDPE BOTTLE 5 LTR GOLD,HDPE BOTTLES,PCS,370.55,7006.00,61425.00,-6635.45,-68060.45,10.6,ECHO PLAST INDIA,26.4,RAJ TECHNOPACK PVT LTD
PM0000359,LABEL 5 LTR GOLD FRONT NEW,LABEL,PCS,370.55,14329.00,39800.00,-13958.45,-53758.45,11.0,ZENBI INTERNATIONAL PRIVATE LIMITED,11.0,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000360,LABEL 5 LTR GOLD BACK NEW,LABEL,PCS,370.55,13782.00,39800.00,-13411.45,-53211.45,11.0,ZENBI INTERNATIONAL PRIVATE LIMITED,11.0,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000260,TIN 5 LTR SO OLIVE PRINTED,TIN,PCS,352.20,337.00,0.00,15.20,15.20,21.5,NATIONAL TIN INDUSTRIES,21.5,NATIONAL TIN INDUSTRIES
PM0000229,CARTON 4 LTR 5 PCS,CARTON,PCS,337.38,6557.60,1191.00,-6220.22,-7411.22,10.8,SSY CONTAINERS PVT LTD,39.5,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0
PM0000878,TIKKI BARCODE CSD KGMO 1 LTR,LABEL,PCS,314.20,885.00,0.00,-570.80,-570.80,2.0,MEDIA GRAPHIC PRINTS VEND,2.0,MEDIA GRAPHIC PRINTS VEND
PM0000507,CARTON 5 LTR 4 PCS PLAIN,CARTON,PCS,253.82,1337.20,25.00,-1083.38,-1108.38,1.5,SSY CONTAINERS PVT LTD,3.0,SHIVALIK CONTAINERS PVT.LTD (AAECS1496B)
PM0000409,CARTON 1 LTR POMACE 16 PCS PLAIN,CARTON,PCS,230.81,2211.67,0.00,-1980.87,-1980.87,12.0,SSY CONTAINERS PVT LTD,12.0,SSY CONTAINERS PVT LTD
PM0000254,CARTON 2 LTR 10 PCS HANDLE BOTTLE,CARTON,PCS,205.14,1980.15,6200.00,-1775.01,-7975.01,3.5,SSY CONTAINERS PVT LTD,100.0,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0
PM0000182,CARTON 3 LTR 6 PCS,CARTON,PCS,203.04,2671.59,12484.33,-2468.55,-14952.88,1.7,SSY CONTAINERS PVT LTD,21.0,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0
PM0000465,LABEL 13 KGS REFINED COTTON SEED OIL,LABEL,PCS,199.70,23348.00,0.00,-23148.30,-23148.30,13.0,ZENBI INTERNATIONAL PRIVATE LIMITED,13.0,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000218,LABEL 100 ML PET BOTTLE  EXTRA LIGHT FRONT,LABEL,PCS,193.00,17254.00,4000.00,-17061.00,-21061.00,4.0,MEDIA GRAPHIC PRINTS VEND,12.0,PACKGEN INTERNATIONAL PVT LTD
PM0000219,LABEL 100 ML PET BOTTLE  EXTRA LIGHT BACK,LABEL,PCS,193.00,19226.00,4000.00,-19033.00,-23033.00,4.0,MEDIA GRAPHIC PRINTS VEND,12.0,PACKGEN INTERNATIONAL PVT LTD
PM0000332,LABEL 250 GMS EXTRA LIGHT BACK,LABEL,PCS,186.40,22315.00,1002.00,-22128.60,-23130.60,2.8,MEDIA GRAPHIC PRINTS VEND,2.8,MEDIA GRAPHIC PRINTS VEND
PM0000587,PET BOTTLE 250 ML BOTTLES,PET BOTTLES,PCS,186.40,12852.00,64000.00,-12665.60,-76665.60,13.7,ECHO PLAST INDIA,13.7,ECHO PLAST INDIA
PM0000331,LABEL 250 GMS EXTRA LIGHT FRONT,LABEL,PCS,186.40,22279.00,1002.00,-22092.60,-23094.60,2.8,MEDIA GRAPHIC PRINTS VEND,2.8,MEDIA GRAPHIC PRINTS VEND
PM0000766,TIKKI BARCODE CSD 2 LTR CANOLA,TIKKI,PCS,184.00,9983.00,0.00,-9799.00,-9799.00,3.0,MEDIA GRAPHIC PRINTS VEND,3.0,MEDIA GRAPHIC PRINTS VEND
PM0000128,CARTON 500 MLS 24 PCS,CARTON,PCS,169.18,6866.80,3600.00,-6697.62,-10297.62,5.0,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,5.0,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0
PM0000184,LABEL 500 MLS EXTRA LIGHT BACK,LABEL,PCS,142.60,34162.00,0.00,-34019.40,-34019.40,,,,
PM0000183,LABEL 500 MLS EXTRA LIGHT FRONT,LABEL,PCS,142.60,34161.00,0.00,-34018.40,-34018.40,,,,
PM0000083,TIKKI BARCODE CSD 1 LTR CANOLA,TIKKI,PCS,142.00,14072.00,800.00,-13930.00,-14730.00,3.5,MEDIA GRAPHIC PRINTS VEND,3.5,MEDIA GRAPHIC PRINTS VEND
PM0000899,CARTON 3 LTR OLIVE 3 PCS,CARTON,PCS,134.40,1688.00,0.00,-1553.60,-1553.60,,,,
PM0000593,TIN 15 KGS/LTR MULTI CP KACCHI GHANI MUSTARD OIL  PRINTED,TIN,PCS,130.10,1255.00,3000.00,-1124.90,-4124.90,16.6,NATIONAL TIN INDUSTRIES,16.6,NATIONAL TIN INDUSTRIES
PM0000500,LABEL 1 LTR EXTRA VIRGIN BACK ZANO,LABEL,PCS,130.00,4652.00,0.00,-4522.00,-4522.00,9.7,ROYAL PRIME LABELS,9.7,ROYAL PRIME LABELS
PM0000499,LABEL 1 LTR EXTRA VIRGIN FRONT ZANO,LABEL,PCS,130.00,4652.00,0.00,-4522.00,-4522.00,9.7,ROYAL PRIME LABELS,9.7,ROYAL PRIME LABELS
PM0000819,CARTON 1 LTR 20 PCS PLAIN,CARTON,PCS,129.95,1409.05,1.00,-1279.10,-1280.10,,,,
PM0000765,TIKKI BARCODE CSD 5 LTR CANOLA,TIKKI,PCS,122.60,6981.00,0.00,-6858.40,-6858.40,2.3,MEDIA GRAPHIC PRINTS VEND,2.3,MEDIA GRAPHIC PRINTS VEND
PM0000051,LABEL 5 LTR REFINED BACK,LABEL,PCS,122.60,14580.00,0.00,-14457.40,-14457.40,17.5,ROYAL PRIME LABELS,17.5,ROYAL PRIME LABELS
PM0000052,LABEL 5 LTR REFINED FRONT,LABEL,PCS,122.60,6258.00,0.00,-6135.40,-6135.40,17.5,ROYAL PRIME LABELS,17.5,ROYAL PRIME LABELS
PM0000335,TIKKI 250 MLS,TIKKI,PCS,122.60,10933.00,0.00,-10810.40,-10810.40,2.7,MEDIA GRAPHIC PRINTS VEND,2.7,MEDIA GRAPHIC PRINTS VEND
PM0000871,TIKKI BARCODE CSD 1 LTR COCONUT EV,LABEL,PCS,121.80,473.00,7600.00,-351.20,-7951.20,2.0,MEDIA GRAPHIC PRINTS VEND,2.0,MEDIA GRAPHIC PRINTS VEND
PM0000859,LABEL 13 KG REFINED CANOLA,LABEL,PCS,111.55,3004.00,0.00,-2892.45,-2892.45,2.5,MEDIA GRAPHIC PRINTS VEND,4.8,PACKGEN INTERNATIONAL PVT LTD
PM0000309,POUCH 1 LTR MUSTARD ROLLS KGS,POUCH,KGS,98.64,253.09,1146.67,-154.45,-1301.12,7.0,UFLEX LIMITED NEW,7.0,UFLEX LIMITED NEW
PM0000632,CARTON 5 LTR TIN OLIVE 4 PCS SANO,CARTON,PCS,94.50,5241.75,10319.00,-5147.25,-15466.25,9.7,SSY CONTAINERS PVT LTD,9.7,SSY CONTAINERS PVT LTD
PM0000722,CARTON 1 LTR 20 PCS PET 75 GM,CARTON,PCS,91.02,1825.92,309.00,-1734.91,-2043.91,9.0,SSY CONTAINERS PVT LTD,9.0,SSY CONTAINERS PVT LTD
PM0000660,TIN STRIP,TIN,KGS,83.92,1252.74,74.00,-1168.83,-1242.83,1.4,JOY PACK INDIA PVT LTD,1.4,JOY PACK INDIA PVT LTD
PM0000868,LABEL 15 LTR SANO POMACE,LABEL,PCS,76.30,2047.00,0.00,-1970.70,-1970.70,3.0,MEDIA GRAPHIC PRINTS VEND,4.0,PACKGEN INTERNATIONAL PVT LTD
SF0000006,CHAI 250 GMS 40 PCS,TEA,PCS,73.85,0.00,36040.00,73.85,-35966.15,15.0,EASTERN ENTERPRISE (ASSAM),15.0,EASTERN ENTERPRISE (ASSAM)
PM0000891,POUCH SOYABEAN MULTI  KGS,POUCH,KGS,72.07,6866.05,0.00,-6793.99,-6793.99,16.5,UNIQUE PACKTECH,21.0,UFLEX LIMITED NEW
PM0000391,PET JAR 35 GMS 200 GMS SEEDS,PET JAR,PCS,72.00,5337.00,0.00,-5265.00,-5265.00,,,,
RM0000008,LOOSE OIL EXTRA LIGHT OLIVE,OLIVE,LTR,71.30,1432.00,0.00,-1360.70,-1360.70,,,,
PM0000884,SHRINK POF ROLL KG,SHRINK,KGS,69.91,1101.41,0.00,-1031.50,-1031.50,8.7,JOY PACK INDIA PVT LTD,8.7,JOY PACK INDIA PVT LTD
PM0000073,MS COATED DRUM 200 LTR,DRUM,PCS,52.50,214.00,159.00,-161.50,-320.50,2.0,EAST INDIA DRUMS AND BARRELS MANUFACTURING LIMITED AAACV4766F,25.9,BALAJI STEEL DRUM AND BARRELS PRIVATE LIMITED
PM0000590,CARTON PET BOTTLE 250 ML 4 PCS,CARTON,PCS,46.60,4207.34,1000.00,-4160.74,-5160.74,2.0,CVS PACKAGING PRIVATE LIMITED,2.0,CVS PACKAGING PRIVATE LIMITED
RM0000006,DESI GHEE,GHEE,PCS,41.30,6687.26,23375.00,-6645.95,-30020.96,62.7,SPEAR AGRO INDUSTRIES PRIVATE LIMITED,62.7,SPEAR AGRO INDUSTRIES PRIVATE LIMITED
PM0000626,PET JAR DESI GHEE 1000 MLS (70 GMS),PET JAR,PCS,41.30,9441.00,0.00,-9399.70,-9399.70,93.5,ECHO PLAST INDIA,93.5,ECHO PLAST INDIA
PM0000434,LABEL DESI GHEE 1000 LTR (JIVO),LABEL,PCS,41.30,22052.00,500.00,-22010.70,-22510.70,,,,
PM0000876,TIKKI BARCODE CSD EXTRA LIGHT 1 LTR,LABEL,PCS,40.60,619.00,4075.00,-578.40,-4653.40,2.3,MEDIA GRAPHIC PRINTS VEND,7.0,GRAPHICS ELITE
PM0000511,POUCH SPICES CARDAMOM 100 GMS,POUCH,NOS,36.00,824.00,0.00,-788.00,-788.00,,,,
PM0000874,TIKKI BARCODE CSD 1 LTR EV,LABEL,PCS,32.20,716.00,3650.00,-683.80,-4333.80,2.0,MEDIA GRAPHIC PRINTS VEND,7.0,GRAPHICS ELITE
PM0000589,CARTON PET BOTTLE 100 ML 20 PCS,CARTON,PCS,28.60,848.20,800.00,-819.60,-1619.60,2.0,PACKSTER PACKAGING SOLUTIONS,4.0,CVS PACKAGING PRIVATE LIMITED
PM0000390,PET JAR 60 GMS 400 GMS SEEDS,PET JAR,PCS,24.00,5172.00,0.00,-5148.00,-5148.00,,,,
PM0000029,LABEL 15 LTR COLD PRESS KACHCHI GHANI,LABEL,PCS,22.40,7946.00,600.00,-7923.60,-8523.60,5.0,PACKGEN INTERNATIONAL PVT LTD,5.0,PACKGEN INTERNATIONAL PVT LTD
PM0000588,CARTON PET BOTTLE 100 ML 10 PCS,CARTON,PCS,19.30,572.20,1400.00,-552.90,-1952.90,2.0,PACKSTER PACKAGING SOLUTIONS,3.0,CVS PACKAGING PRIVATE LIMITED
PM0000875,TIKKI BARCODE CSD 500 ML EV,LABEL,PCS,17.00,106.00,8000.00,-89.00,-8089.00,2.3,MEDIA GRAPHIC PRINTS VEND,2.3,MEDIA GRAPHIC PRINTS VEND
PM0000873,TIKKI BARCODE CSD 1 LTR POMACE,LABEL,PCS,16.00,155.00,2000.00,-139.00,-2139.00,2.3,MEDIA GRAPHIC PRINTS VEND,2.3,MEDIA GRAPHIC PRINTS VEND
PM0000887,LABEL 200 LTR POMACE SANO,LABEL,PCS,12.25,97.00,0.00,-84.75,-84.75,2.0,MEDIA GRAPHIC PRINTS VEND,21.0,PACKGEN INTERNATIONAL PVT LTD
PM0000475,LABEL 200 GMS FLAX SEEDS FULL,LABEL,PCS,12.00,3236.00,0.00,-3224.00,-3224.00,,,,
PM0000472,LABEL 200 GMS BASIL SEEDS FULL,LABEL,PCS,12.00,2698.00,0.00,-2686.00,-2686.00,,,,
PM0000664,LABEL 200 GMS QUINOA SEEDS FULL,LABEL,PCS,12.00,4012.00,0.00,-4000.00,-4000.00,,,,
PM0000478,LABEL 200 GMS CHIA SEEDS FULL,LABEL,PCS,12.00,36603.00,0.00,-36591.00,-36591.00,,,,
PM0000481,LABEL 200 GMS SUNFLOWER SEEDS FULL,LABEL,PCS,12.00,3985.00,0.00,-3973.00,-3973.00,,,,
PM0000484,LABEL 200 GMS PUMPKIN SEEDS FULL,LABEL,PCS,12.00,4337.00,0.00,-4325.00,-4325.00,,,,
PM0000227,LABEL 4 LTR COLD PRESS FRONT,LABEL,PCS,10.85,69677.00,5000.00,-69666.15,-74666.15,9.8,ROYAL PRIME LABELS,9.8,ROYAL PRIME LABELS
PM0000684,GLASS JAR COFFEE 100 GMS,GLASS BOTTLES,PCS,10.50,437.00,500.00,-426.50,-926.50,,,,
PM0000338,CAP COFFEE JAR 63 MM,CAPS,PCS,10.50,1088.00,0.00,-1077.50,-1077.50,,,,
PM0000687,LABEL 100 GMS COFFEE,LABEL,PCS,10.50,319.00,0.00,-308.50,-308.50,,,,
PM0000357,HDPE BOTTLE 5 LTR DARK GREEN,HDPE BOTTLES,PCS,8.75,914.00,0.00,-905.25,-905.25,44.0,RAJ TECHNOPACK PVT LTD,44.0,RAJ TECHNOPACK PVT LTD
PM0000672,SHRINK ROLL POF GM,SHRINK,MTR,8.17,1473.07,40147.50,-1464.90,-41612.40,-2.3,JOY PACK INDIA PVT LTD,26.0,VIBGYOR INTERNATIONAL PVT.LTD (AAACV0110H)
PM0000346,LABEL 15 LTR SOYBEAN OIL,LABEL,PCS,7.70,5182.00,0.00,-5174.30,-5174.30,48.0,ZENBI INTERNATIONAL PRIVATE LIMITED,48.0,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000479,LABEL 400 GMS CHIA SEEDS FULL,LABEL,PCS,6.00,1530.00,0.00,-1524.00,-1524.00,,,,
PM0000476,LABEL 400 GMS FLAX SEEDS FULL,LABEL,PCS,6.00,3037.00,0.00,-3031.00,-3031.00,,,,
PM0000473,LABEL 400 GMS BASIL SEEDS FULL,LABEL,PCS,6.00,1751.00,0.00,-1745.00,-1745.00,,,,
PM0000485,LABEL 400 GMS PUMPKIN SEEDS FULL,LABEL,PCS,6.00,3639.00,0.00,-3633.00,-3633.00,,,,
PM0000536,TIN 13 KG,TIN,PCS,4.90,3094.00,3557.00,-3089.10,-6646.10,,,,
PM0000303,BLACK CHIA SEEDS,SEEDS,KGS,4.80,178.30,0.00,-173.50,-173.50,,,,
PM0000302,BASIL SEEDS SABZA,SEEDS,KGS,4.80,113.30,0.00,-108.50,-108.50,,,,
PM0000301,FLAX SEEDS ALSI,SEEDS,KGS,4.80,4.60,0.00,0.20,0.20,,,,
PM0000300,PUMPKIN SEEDS,SEEDS,KGS,4.80,109.00,0.00,-104.20,-104.20,,,,
PM0000276,CARTON CHOCO 375 GMS CHOCO 4 PCS,CARTON,PCS,3.72,541.44,0.00,-537.72,-537.72,,,,
RM0000060,ILACHI SMALL,DRY FRUITS/NUTS,KGS,3.60,53.60,0.00,-50.00,-50.00,9.0,GOBIND RAM KANSHI RAM SALES CORPORATION,9.0,GOBIND RAM KANSHI RAM SALES CORPORATION
RM0000047,LOOSE RICE KGS,RICE,PCS,2.80,12398.00,0.00,-12395.20,-12395.20,0.0,STOCK GOODS RECEIPTS,0.0,STOCK GOODS RECEIPTS
PM0000269,POUCH RICE 1 KGS PCS,POUCH,PCS,2.80,10838.00,0.00,-10835.20,-10835.20,0.0,STOCK GOODS RECEIPTS,0.0,STOCK GOODS RECEIPTS
PM0000285,CARTON 500 MLS DESI GHEE 16 PCS,CARTON,PCS,2.58,2430.32,0.00,-2427.73,-2427.73,4.0,CVS PACKAGING PRIVATE LIMITED,4.0,CVS PACKAGING PRIVATE LIMITED
RM0000042,QUINOA SEEDS,SEEDS,NULL,2.40,106.70,0.00,-104.30,-104.30,,,,
PM0000299,SUNFLOWER SEEDS,SEEDS,KGS,2.40,99.80,0.00,-97.40,-97.40,,,,
PM0000032,LABEL 2 LTR COLD PRESS BACK,LABEL,PCS,2.10,10.00,0.00,-7.90,-7.90,,,,
PM0000033,LABEL 2 LTR COLD PRESS FRONT,LABEL,PCS,2.10,10.00,0.00,-7.90,-7.90,,,,
PM0000284,CARTON 1 LTR DESI GHEE 9 PCS,CARTON,PCS,1.74,297.32,0.00,-295.58,-295.58,4.0,CVS PACKAGING PRIVATE LIMITED,4.0,CVS PACKAGING PRIVATE LIMITED
PM0000336,INSTANT COFFEE AGGLO,COFFEE,KGS,1.05,201.80,0.00,-200.75,-200.75,,,,
PM0000130,POUCH REFINED MULTI ROLLS KGS,POUCH,KGS,0.81,1154.36,0.00,-1153.55,-1153.55,4.0,UFLEX LIMITED NEW,4.0,UFLEX LIMITED NEW
PM0000655,CARTON COFFEE JAR 100 GMS 15 PCS,CARTON,PCS,0.70,2.12,0.00,-1.42,-1.42,,,,
PM0000430,LABEL 15 LTR REFINED COTTON SEED,LABEL,PCS,0.70,11201.00,0.00,-11200.30,-11200.30,4.5,PACKGEN INTERNATIONAL PVT LTD,4.5,PACKGEN INTERNATIONAL PVT LTD
PM0000808,LABEL 500 GRM HONEY BACK,LABEL,PCS,0.70,309.00,150.00,-308.30,-458.30,3.3,MEDIA GRAPHIC PRINTS VEND,3.3,MEDIA GRAPHIC PRINTS VEND
PM0000807,LABEL 500 GRM HONEY FRONT,LABEL,PCS,0.70,309.00,260.00,-308.30,-568.30,3.3,MEDIA GRAPHIC PRINTS VEND,3.3,MEDIA GRAPHIC PRINTS VEND
SF0000005,JIVO HONEY 500 GMS,HONEY,GMS,0.70,1.00,0.00,-0.30,-0.30,3.0,BEE HIVE FARMS PVT LTD,3.0,BEE HIVE FARMS PVT LTD
PM0000240,CARTON 1 KGS RICE 4 PCS CSD,CARTON,PCS,0.70,43.50,0.00,-42.80,-42.80,0.0,STOCK GOODS RECEIPTS,0.0,STOCK GOODS RECEIPTS
PM0000105,CARTON 1000 MLS DESI GHEE 12 PCS,CARTON,PCS,0.50,1339.28,0.00,-1338.78,-1338.78,1.5,CVS PACKAGING PRIVATE LIMITED,1.5,CVS PACKAGING PRIVATE LIMITED
PM0000341,POUCH 1 LTR SOYABEAN ROLLS KGS,POUCH,KGS,0.22,72.58,577.35,-72.36,-649.71,,,,
PM0000463,CUMIN SEEDS JEERA,SPICES,KGS,0.04,0.00,0.00,0.04,0.04,,,,
PM0000822,POUCH SPICES CUMIN SEEDS 100 GMS ROLL KGS,POUCH,KGS,0.00,306.90,0.00,-306.90,-306.90,18.0,MULTILAYER INDUSTRIES,18.0,MULTILAYER INDUSTRIES
