module,path,method,cli_command,status,known_in_repo,row_count,notes
Fire,/maintenance/fire-report-photos/{id}/,DELETE,,not probed,spec-only,,needs id | registry:MAINTENANCE.FIRE_REPORT_PHOTO_DETAIL
Fire,/maintenance/fire-reports/,GET|POST,maintenance maintenance-fire-reports,200,binary+spec,5,live | registry:MAINTENANCE.FIRE_REPORTS
Fire,/maintenance/fire-reports/{id}/,DELETE|GET|PATCH,maintenance maintenance-fire-report-get,not probed,binary+spec,,needs id | registry:MAINTENANCE.FIRE_REPORT_DETAIL
Fire,/maintenance/fire-reports/{id}/review/,POST,,not probed,no,,needs id | registry:MAINTENANCE.FIRE_REPORT_REVIEW
Fire,/maintenance/fire-requests/,GET|POST,maintenance maintenance-fire-requests,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:MAINTENANCE.FIRE_REQUESTS"
Fire,/maintenance/fire-requests/{id}/,GET,maintenance maintenance-fire-request-get,not probed,binary+spec,,needs id | registry:MAINTENANCE.FIRE_REQUEST_DETAIL
Fire,/maintenance/fire-requests/{id}/cancel/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.FIRE_REQUEST_CANCEL
Fire,/maintenance/fire-requests/{id}/consume/,POST,,not probed,no,,needs id | registry:MAINTENANCE.FIRE_REQUEST_CONSUME
Fire,/maintenance/fire-requests/{id}/issue/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.FIRE_REQUEST_ISSUE
Fire,/maintenance/fire-requests/{id}/return-unused/,POST,,not probed,no,,needs id | registry:MAINTENANCE.FIRE_REQUEST_RETURN_UNUSED
Fire,/maintenance/fire/,GET|POST,maintenance maintenance-fire-items,200,binary+spec,7,live | registry:MAINTENANCE.FIRE_ITEMS
Fire,/maintenance/fire/low-stock/,GET,maintenance maintenance-fire-low-stock,200,binary+spec,2,live | registry:MAINTENANCE.FIRE_ITEMS_LOW_STOCK
Fire,/maintenance/fire/{id}/,GET|PUT,maintenance maintenance-fire-item-get,not probed,binary+spec,,needs id | registry:MAINTENANCE.FIRE_ITEM_DETAIL
Fire,/maintenance/fire/{id}/adjust-stock/,POST,,not probed,no,,needs id | registry:MAINTENANCE.FIRE_ITEM_ADJUST_STOCK
Gate,/construction-gatein/gate-entries/construction/categories/,GET,construction-gatein construction-categories,200,binary+spec,2,live
Gate,/construction-gatein/gate-entries/{id}/complete/,POST,,not probed,no,,not in probe set
Gate,/construction-gatein/gate-entries/{id}/construction/,GET|POST,construction-gatein construction-entry,not probed,binary+spec,,needs id
Gate,/construction-gatein/gate-entries/{id}/construction/update/,PUT,,not probed,no,,not in probe set
Gate,/daily-needs-gatein/gate-entries/daily-need/categories/,GET,daily-needs-gatein gate-entries-daily-need-categories,200,binary+spec,1,live | registry:DAILY_NEEDS_GATEIN.CATEGORIES
Gate,/daily-needs-gatein/gate-entries/{id}/complete/,POST,,not probed,no,,write-shaped path segment | registry:DAILY_NEEDS_GATEIN.COMPLETE
Gate,/daily-needs-gatein/gate-entries/{id}/daily-need/,GET|POST,daily-needs-gatein daily-need-entry,not probed,binary+spec,,"needs id | registry:DAILY_NEEDS_GATEIN.GET,DAILY_NEEDS_GATEIN.CREATE"
Gate,/finished-goods-gatein/gate-entries/{id}/,DELETE,,not probed,no,,needs id | registry:FINISHED_GOODS_GATEIN.GATE_ENTRY_DELETE
Gate,/finished-goods-gatein/gate-entries/{id}/complete/,POST,,not probed,no,,write-shaped path segment | registry:FINISHED_GOODS_GATEIN.COMPLETE
Gate,/finished-goods-gatein/gate-entries/{id}/po-receipts/,POST,,not probed,no,,needs id | registry:FINISHED_GOODS_GATEIN.PO_RECEIPTS
Gate,/finished-goods-gatein/gate-entries/{id}/po-receipts/view/,GET,,not probed,no,,needs id | registry:FINISHED_GOODS_GATEIN.PO_RECEIPTS_VIEW
Gate,/finished-goods-gatein/gate-entries/{id}/po-receipts/{id}/,PUT,,not probed,no,,needs id | registry:FINISHED_GOODS_GATEIN.PO_RECEIPT_DETAIL
Gate,/fixed-asset-gatein/gate-entries/fixed-asset/categories/,GET,fixed-asset-gatein,200,binary+spec,8,live
Gate,/fixed-asset-gatein/gate-entries/{id}/complete/,POST,,not probed,no,,not in probe set
Gate,/fixed-asset-gatein/gate-entries/{id}/fixed-asset/,GET|POST,,not probed,spec-only,,needs id
Gate,/fixed-asset-gatein/gate-entries/{id}/fixed-asset/update/,PUT,,not probed,no,,not in probe set
Gate,/gate-core/arrivals/,POST,gate-core arrivals,200,binary+spec,200,live | registry:GATE_CORE.ARRIVALS
Gate,/gate-core/arrivals/expected/,GET,gate-core arrivals-expected,400,binary+spec,,"routed; required query param missing: {""detail"":""vehicle_id is required.""} | registry:GATE_CORE.ARRIVALS_EXPECTED"
Gate,/gate-core/arrivals/{id}/depart/,POST,,not probed,no,,needs id | registry:GATE_CORE.ARRIVAL_DEPART_BY_ID
Gate,/gate-core/arrivals/{id}/dispatch/,POST,,not probed,no,,needs id | registry:GATE_CORE.ARRIVAL_DISPATCH_BY_ID
Gate,/gate-core/arrivals/{id}/empty-out/,POST,,not probed,no,,needs id | registry:GATE_CORE.ARRIVAL_EMPTY_OUT_BY_ID
Gate,/gate-core/arrivals/{id}/gatepass/commit/,POST,,not probed,no,,needs id | registry:GATE_CORE.ARRIVAL_GATEPASS_COMMIT_BY_ID
Gate,/gate-core/arrivals/{id}/gatepass/print/,POST,,not probed,no,,needs id | registry:GATE_CORE.ARRIVAL_GATEPASS_PRINT_BY_ID
Gate,/gate-core/arrivals/{id}/gatepass/readiness/,GET,gate-core arrival-gatepass-readiness,not probed,binary+spec,,needs id | registry:GATE_CORE.ARRIVAL_GATEPASS_READINESS_BY_ID
Gate,/gate-core/arrivals/{id}/gatepass/reprint/,POST,,not probed,no,,needs id | registry:GATE_CORE.ARRIVAL_GATEPASS_REPRINT_BY_ID
Gate,/gate-core/arrivals/{id}/truck-photo/,POST,,not probed,no,,needs id | registry:GATE_CORE.ARRIVAL_TRUCK_PHOTO_BY_ID
Gate,/gate-core/bst-ins/,GET,gate-core bst-ins,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:GATE_CORE.BST_INS"
Gate,/gate-core/bst-ins/by-vehicle-entry/{id}/,GET,,not probed,spec-only,,needs id | registry:GATE_CORE.BST_IN_BY_VEHICLE_ENTRY
Gate,/gate-core/bst-ins/by-vehicle-entry/{id}/complete/,UNRESOLVED,,not probed,no,,write-shaped path segment | registry:GATE_CORE.BST_IN_COMPLETE_BY_VEHICLE_ENTRY | verb unresolved in bundle
Gate,/gate-core/bst-ins/eligible-outs/,GET,gate-core bst-ins-eligible-outs,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:GATE_CORE.BST_IN_ELIGIBLE_OUTS"
Gate,/gate-core/bst-ins/{id}/,GET,gate-core bst-in,not probed,binary+spec,,needs id | registry:GATE_CORE.BST_IN_BY_ID
Gate,/gate-core/bst-outs/,POST,gate-core bst-outs,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:GATE_CORE.BST_OUTS"
Gate,/gate-core/bst-outs/by-vehicle-entry/{id}/,GET,,not probed,spec-only,,needs id | registry:GATE_CORE.BST_OUT_BY_VEHICLE_ENTRY
Gate,/gate-core/bst-outs/by-vehicle-entry/{id}/complete/,POST,,not probed,no,,write-shaped path segment | registry:GATE_CORE.BST_OUT_COMPLETE_BY_VEHICLE_ENTRY
Gate,/gate-core/bst-outs/sap-transfers/,GET,gate-core bst-outs-sap-transfers,200,binary+spec,50,live | registry:GATE_CORE.BST_OUT_SAP_TRANSFERS
Gate,/gate-core/bst-outs/sap-transfers/{id}/,GET,gate-core bst-outs-sap-transfer,not probed,binary+spec,,needs id | registry:GATE_CORE.BST_OUT_SAP_TRANSFER_BY_DOC_ENTRY
Gate,/gate-core/bst-outs/{id}/,GET|PUT,gate-core bst-out,not probed,binary+spec,,needs id | registry:GATE_CORE.BST_OUT_BY_ID
Gate,/gate-core/bst-outs/{id}/cancel/,POST,,not probed,no,,write-shaped path segment | registry:GATE_CORE.BST_OUT_CANCEL_BY_ID
Gate,/gate-core/bst-returns/,GET,gate-core bst-returns,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:GATE_CORE.BST_RETURNS"
Gate,/gate-core/bst-returns/by-vehicle-entry/{id}/,GET,,not probed,spec-only,,needs id | registry:GATE_CORE.BST_RETURN_BY_VEHICLE_ENTRY
Gate,/gate-core/bst-returns/by-vehicle-entry/{id}/complete/,UNRESOLVED,,not probed,no,,write-shaped path segment | registry:GATE_CORE.BST_RETURN_COMPLETE_BY_VEHICLE_ENTRY | verb unresolved in bundle
Gate,/gate-core/bst-returns/eligible-outs/,GET,gate-core bst-returns-eligible-outs,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:GATE_CORE.BST_RETURN_ELIGIBLE_OUTS"
Gate,/gate-core/bst-returns/{id}/,GET,gate-core bst-return,not probed,binary+spec,,needs id | registry:GATE_CORE.BST_RETURN_BY_ID
Gate,/gate-core/construction-gate-entry/{id}/,GET,gate-core construction-gate-entry,not probed,binary+spec,,needs id
Gate,/gate-core/daily-need-gate-entry/{id}/,GET,gate-core daily-need-gate-entry,not probed,binary+spec,,needs id | registry:DAILY_NEEDS_GATEIN.FULL_VIEW
Gate,/gate-core/dispatch-tracking/,GET,gate-core dispatch-tracking,200,binary+spec,1160,live | registry:GATE_CORE.DISPATCH_TRACKING
Gate,/gate-core/dispatch-tracking/summary/,GET,,200,spec-only,obj,live | registry:GATE_CORE.DISPATCH_TRACKING_SUMMARY
Gate,/gate-core/dispatch-tracking/{id}/bills/,GET,,not probed,spec-only,,needs id | registry:GATE_CORE.DISPATCH_TRACKING_BILLS
Gate,/gate-core/dispatch-tracking/{id}/updates/,GET|POST,gate-core dispatch-tracking-updates,not probed,binary+spec,,needs id | registry:GATE_CORE.DISPATCH_TRACKING_UPDATES
Gate,/gate-core/dispatch-tracking/{id}/updates/{id}/return-note/,POST,,not probed,no,,needs id | registry:GATE_CORE.DISPATCH_TRACKING_RETURN_NOTE
Gate,/gate-core/empty-vehicle-ins/,POST,gate-core empty-vehicle-ins,200,binary+spec,,live | registry:GATE_CORE.EMPTY_VEHICLE_INS
Gate,/gate-core/empty-vehicle-ins/eligible/,GET,gate-core empty-vehicle-ins-eligible,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:GATE_CORE.EMPTY_VEHICLE_IN_ELIGIBLE"
Gate,/gate-core/empty-vehicle-ins/reasons/,GET,gate-core empty-vehicle-ins-reasons,200,binary+spec,4,live | registry:GATE_CORE.EMPTY_VEHICLE_IN_REASONS
Gate,/gate-core/empty-vehicle-ins/{id}/,GET|PATCH,gate-core empty-vehicle-in,not probed,binary+spec,,needs id | registry:GATE_CORE.EMPTY_VEHICLE_IN_BY_ID
Gate,/gate-core/empty-vehicle-ins/{id}/complete/,POST,,not probed,no,,write-shaped path segment | registry:GATE_CORE.EMPTY_VEHICLE_IN_COMPLETE_BY_ID
Gate,/gate-core/empty-vehicle-outs/,POST,gate-core empty-vehicle-outs,200,binary+spec,230,live | registry:GATE_CORE.EMPTY_VEHICLE_OUTS
Gate,/gate-core/empty-vehicle-outs/eligible-entries/,GET,gate-core empty-vehicle-outs-eligible-entries,200,binary+spec,,live | registry:GATE_CORE.EMPTY_VEHICLE_ELIGIBLE_ENTRIES
Gate,/gate-core/empty-vehicle-outs/{id}/,GET,gate-core empty-vehicle-out,not probed,binary+spec,,needs id | registry:GATE_CORE.EMPTY_VEHICLE_OUT_BY_ID
Gate,/gate-core/empty-vehicle-outs/{id}/cancel/,POST,,not probed,no,,write-shaped path segment | registry:GATE_CORE.EMPTY_VEHICLE_OUT_CANCEL_BY_ID
Gate,/gate-core/gate-attachments/{id}/,GET|POST,gate-core gate-attachments,not probed,binary+spec,,needs id | registry:GATE_ATTACHMENTS.BY_ENTRY
Gate,/gate-core/gate-attachments/{id}/?history=1/,GET,,not probed,no,,needs id | registry:GATE_ATTACHMENTS.HISTORY
Gate,/gate-core/gate-attachments/{id}/{id}/,DELETE,,not probed,no,,needs id | registry:GATE_ATTACHMENTS.DETAIL
Gate,/gate-core/inside-dispatch-vehicles/,GET,gate-core inside-dispatch-vehicles,200,binary+spec,3,live | registry:GATE_CORE.INSIDE_DISPATCH_VEHICLES
Gate,/gate-core/inside-dispatch-vehicles/add-bill-to-truck/,POST,,not probed,no,,no GET evidence | registry:GATE_CORE.INSIDE_VEHICLE_ADD_BILL_TO_TRUCK
Gate,/gate-core/inside-dispatch-vehicles/add-bill/,POST,,not probed,no,,no GET evidence | registry:GATE_CORE.INSIDE_VEHICLE_ADD_BILL
Gate,/gate-core/inside-dispatch-vehicles/move-bill/,POST,,not probed,no,,no GET evidence | registry:GATE_CORE.INSIDE_VEHICLE_MOVE_BILL
Gate,/gate-core/inside-dispatch-vehicles/remove-bill/,POST,,not probed,no,,no GET evidence | registry:GATE_CORE.INSIDE_VEHICLE_REMOVE_BILL
Gate,/gate-core/inside-dispatch-vehicles/unlink-all/,POST,,not probed,no,,no GET evidence | registry:GATE_CORE.INSIDE_VEHICLE_UNLINK_ALL
Gate,/gate-core/job-work/,POST,gate-core job-work,200,binary+spec,14,live | registry:GATE_CORE.JOB_WORKS
Gate,/gate-core/job-work/by-vehicle-entry/{id}/,GET,,not probed,spec-only,,needs id | registry:GATE_CORE.JOB_WORK_BY_VEHICLE_ENTRY
Gate,/gate-core/job-work/by-vehicle-entry/{id}/complete/,POST,,not probed,no,,write-shaped path segment | registry:GATE_CORE.JOB_WORK_COMPLETE_BY_VEHICLE_ENTRY
Gate,/gate-core/job-work/sap-grpos/,GET,gate-core job-work-sap-grpos,200,binary+spec,50,live | registry:GATE_CORE.JOB_WORK_SAP_GRPOS
Gate,/gate-core/job-work/sap-grpos/{id}/,GET,gate-core job-work-sap-grpo,not probed,binary+spec,,needs id | registry:GATE_CORE.JOB_WORK_SAP_GRPO_BY_DOC_ENTRY
Gate,/gate-core/job-work/sap-production-orders/,GET,gate-core job-work-sap-production-orders,200,binary+spec,50,live | registry:GATE_CORE.JOB_WORK_SAP_PRODUCTION_ORDERS
Gate,/gate-core/job-work/sap-production-orders/{id}/,GET,gate-core job-work-sap-production-order,not probed,binary+spec,,needs id | registry:GATE_CORE.JOB_WORK_SAP_PRODUCTION_ORDER_BY_DOC_ENTRY
Gate,/gate-core/job-work/{id}/,GET|PUT,gate-core job-work-detail,not probed,binary+spec,,needs id | registry:GATE_CORE.JOB_WORK_BY_ID
Gate,/gate-core/maintenance-gate-entry/{id}/,GET,gate-core maintenance-gate-entry,not probed,binary+spec,,needs id
Gate,/gate-core/raw-material-gate-entry/{id}/,GET,gate-core raw-material-gate-entry,not probed,binary+spec,,needs id | registry:GATE_CORE.FULL_VIEW
Gate,/gate-core/rejected-qc-returns/,POST,gate-core rejected-qc-returns,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:GATE_CORE.REJECTED_QC_RETURNS"
Gate,/gate-core/rejected-qc-returns/{id}/,GET,gate-core rejected-qc-return,not probed,binary+spec,,needs id | registry:GATE_CORE.REJECTED_QC_RETURN_BY_ID
Gate,/gate-core/sales-dispatch/,POST,gate-core sales-dispatch,200,binary+spec,,live | registry:GATE_CORE.SALES_DISPATCHES
Gate,/gate-core/sales-dispatch/by-vehicle-entry/{id}/,GET,,not probed,spec-only,,needs id | registry:GATE_CORE.SALES_DISPATCH_BY_VEHICLE_ENTRY
Gate,/gate-core/sales-dispatch/documents/,GET,gate-core sales-dispatch-documents,200,binary+spec,200,live | registry:GATE_CORE.SALES_DISPATCH_DOCUMENTS
Gate,/gate-core/sales-dispatch/documents/{id}/{id}/,GET,gate-core sales-dispatch-document,not probed,binary+spec,,needs id | registry:GATE_CORE.SALES_DISPATCH_DOCUMENT_BY_DOC_ENTRY
Gate,/gate-core/sales-dispatch/expected-vehicles/,GET,,200,spec-only,2,live | registry:GATE_CORE.SALES_DISPATCH_EXPECTED_VEHICLES
Gate,/gate-core/sales-dispatch/lock/,GET|PATCH,,not probed,no,,denylist:side-effect | registry:GATE_CORE.SALES_DISPATCH_LOCK
Gate,/gate-core/sales-dispatch/partial-approval/{id}/decide/,UNRESOLVED,,not probed,no,,needs id | registry:GATE_CORE.SALES_DISPATCH_PARTIAL_APPROVAL_DECIDE | verb unresolved in bundle
Gate,/gate-core/sales-dispatch/pending-bookings/,GET,gate-core sales-dispatch-pending-bookings,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:GATE_CORE.SALES_DISPATCH_PENDING_BOOKINGS"
Gate,/gate-core/sales-dispatch/reports/,GET,gate-core sales-dispatch-reports,200,binary+spec,,live | registry:GATE_CORE.SALES_DISPATCH_REPORTS
Gate,/gate-core/sales-dispatch/{id}/,GET|PATCH,gate-core sales-dispatch-detail,not probed,binary+spec,,needs id | registry:GATE_CORE.SALES_DISPATCH_BY_ID
Gate,/gate-core/sales-dispatch/{id}/additional-weights/,PUT,,not probed,no,,needs id | registry:GATE_CORE.SALES_DISPATCH_ADDITIONAL_WEIGHTS
Gate,/gate-core/sales-dispatch/{id}/attachments/,GET|POST,gate-core sales-dispatch-attachments,not probed,binary+spec,,needs id | registry:GATE_CORE.SALES_DISPATCH_ATTACHMENTS
Gate,/gate-core/sales-dispatch/{id}/attachments/{id}/,PATCH,,not probed,no,,needs id | registry:GATE_CORE.SALES_DISPATCH_ATTACHMENT_DETAIL
Gate,/gate-core/sales-dispatch/{id}/barcode-scans/,GET,gate-core sales-dispatch-barcode-scans,not probed,binary+spec,,needs id | registry:GATE_CORE.SALES_DISPATCH_BARCODE_SCANS
Gate,/gate-core/sales-dispatch/{id}/barcode-scans/import/,POST,,not probed,no,,write-shaped path segment | registry:GATE_CORE.SALES_DISPATCH_BARCODE_SCANS_IMPORT
Gate,/gate-core/sales-dispatch/{id}/box-scans/,GET|POST,gate-core sales-dispatch-box-scans,not probed,binary+spec,,needs id | registry:GATE_CORE.SALES_DISPATCH_BOX_SCANS
Gate,/gate-core/sales-dispatch/{id}/box-scans/bulk-delete/,POST,,not probed,no,,write-shaped path segment | registry:GATE_CORE.SALES_DISPATCH_BOX_SCANS_BULK_DELETE
Gate,/gate-core/sales-dispatch/{id}/box-scans/{id}/,DELETE,,not probed,no,,needs id | registry:GATE_CORE.SALES_DISPATCH_BOX_SCAN
Gate,/gate-core/sales-dispatch/{id}/cancel/,POST,,not probed,no,,write-shaped path segment | registry:GATE_CORE.SALES_DISPATCH_CANCEL
Gate,/gate-core/sales-dispatch/{id}/challan-weight/,POST,,not probed,no,,needs id | registry:GATE_CORE.SALES_DISPATCH_CHALLAN_WEIGHT
Gate,/gate-core/sales-dispatch/{id}/commit-print/,POST,,not probed,no,,needs id | registry:GATE_CORE.SALES_DISPATCH_COMMIT_PRINT
Gate,/gate-core/sales-dispatch/{id}/dispatch/,POST,,not probed,no,,needs id | registry:GATE_CORE.SALES_DISPATCH_MARK_DISPATCHED
Gate,/gate-core/sales-dispatch/{id}/documents/add/,POST,,not probed,no,,needs id | registry:GATE_CORE.SALES_DISPATCH_ADD_DOCUMENT
Gate,/gate-core/sales-dispatch/{id}/documents/{id}/remove/,UNRESOLVED,,not probed,no,,needs id | registry:GATE_CORE.SALES_DISPATCH_REMOVE_DOCUMENT | verb unresolved in bundle
Gate,/gate-core/sales-dispatch/{id}/gatepass/preview/,POST,,not probed,no,,needs id | registry:GATE_CORE.SALES_DISPATCH_GATEPASS_PREVIEW
Gate,/gate-core/sales-dispatch/{id}/gatepass/print/,POST,,not probed,no,,needs id | registry:GATE_CORE.SALES_DISPATCH_GATEPASS_PRINT
Gate,/gate-core/sales-dispatch/{id}/gatepass/prints/,GET,gate-core sales-dispatch-gatepass-prints,not probed,binary+spec,,needs id | registry:GATE_CORE.SALES_DISPATCH_GATEPASS_PRINTS
Gate,/gate-core/sales-dispatch/{id}/gatepass/reprint/,POST,,not probed,no,,needs id | registry:GATE_CORE.SALES_DISPATCH_GATEPASS_REPRINT
Gate,/gate-core/sales-dispatch/{id}/pallet-scan/,POST,,not probed,no,,needs id | registry:GATE_CORE.SALES_DISPATCH_PALLET_SCAN
Gate,/gate-core/sales-dispatch/{id}/partial-approval/,UNRESOLVED,,not probed,no,,needs id | registry:GATE_CORE.SALES_DISPATCH_PARTIAL_APPROVAL | verb unresolved in bundle
Gate,/gate-core/sales-dispatch/{id}/reject/,POST,,not probed,no,,write-shaped path segment | registry:GATE_CORE.SALES_DISPATCH_REJECT
Gate,/gate-core/unit-choices/,GET,gate-core unit-choices,200,binary+spec,7,live
Gate,/maintenance-gatein/gate-entries/maintenance/types/,GET,maintenance-gatein maintenance-types,200,binary+spec,2,live
Gate,/maintenance-gatein/gate-entries/{id}/complete/,POST,,not probed,no,,not in probe set
Gate,/maintenance-gatein/gate-entries/{id}/maintenance/,GET|POST,maintenance-gatein maintenance-entry,not probed,binary+spec,,needs id
Gate,/maintenance-gatein/gate-entries/{id}/maintenance/receive-spare/,POST,,not probed,no,,not in probe set
Gate,/maintenance-gatein/gate-entries/{id}/maintenance/update/,PUT,,not probed,no,,not in probe set
Gate,/person-gatein/check-status/,GET,,400,no,,"routed; required query param missing: {""error"":""Either 'visitor' or 'labour' parameter is required""}"
Gate,/person-gatein/contractor/{id}/labours-status/,GET,,not probed,spec-only,,needs id
Gate,/person-gatein/contractors/,GET|POST,person-gatein contractors,200,binary+spec,8,live
Gate,/person-gatein/contractors/{id}/,DELETE|PUT,,not probed,no,,not in probe set
Gate,/person-gatein/dashboard/,GET,person-gatein gate-person-dashboard,200,binary+spec,obj,live
Gate,/person-gatein/entries/,GET,person-gatein entries,200,binary+spec,296,live
Gate,/person-gatein/entries/count/,GET,,404,no,,DEAD: Django URL-resolver 404 (HTML)
Gate,/person-gatein/entries/search/,GET,person-gatein gate-person-search,400,binary+spec,,"routed; required query param missing: {""error"":""Search query 'q' is required""}"
Gate,/person-gatein/entry/bulk-create/,POST,,not probed,no,,not in probe set
Gate,/person-gatein/entry/bulk-exit/,POST,,not probed,no,,not in probe set
Gate,/person-gatein/entry/create/,POST,,not probed,no,,not in probe set
Gate,/person-gatein/entry/inside/,GET,person-gatein gate-person-inside,200,binary+spec,0,"live, zero rows in JIVO_OIL"
Gate,/person-gatein/entry/{id}/,GET,,not probed,spec-only,,needs id
Gate,/person-gatein/entry/{id}/cancel/,POST,,not probed,no,,not in probe set
Gate,/person-gatein/entry/{id}/exit/,POST,,not probed,no,,not in probe set
Gate,/person-gatein/entry/{id}/update/,PATCH,,not probed,no,,not in probe set
Gate,/person-gatein/gates/,GET|POST,person-gatein gates,200,binary+spec,1,live
Gate,/person-gatein/gates/{id}/,DELETE|PUT,,not probed,no,,not in probe set
Gate,/person-gatein/labour/{id}/history/,GET,,not probed,spec-only,,needs id
Gate,/person-gatein/labours/,GET|POST,person-gatein labours,200,binary+spec,3,live
Gate,/person-gatein/labours/{id}/,DELETE|GET|PUT,person-gatein gate-labour,not probed,binary+spec,,needs id
Gate,/person-gatein/person-types/,GET|POST,person-gatein person-types,200,binary+spec,2,live
Gate,/person-gatein/person-types/{id}/,DELETE|PUT,,not probed,no,,not in probe set
Gate,/person-gatein/visitor/{id}/history/,GET,,not probed,spec-only,,needs id
Gate,/person-gatein/visitors/,GET|POST,person-gatein visitors,200,binary+spec,205,live
Gate,/person-gatein/visitors/{id}/,DELETE|GET|PUT,,not probed,spec-only,,needs id
Gate,/raw-material-gatein/gate-entries/{id}/,DELETE,,not probed,no,,needs id | registry:RAW_MATERIAL_GATEIN.GATE_ENTRY_DELETE
Gate,/raw-material-gatein/gate-entries/{id}/complete/,POST,,not probed,no,,write-shaped path segment | registry:GATE_CORE.COMPLETE
Gate,/raw-material-gatein/gate-entries/{id}/po-receipts/,POST,,not probed,no,,needs id | registry:RAW_MATERIAL_GATEIN.PO_RECEIPTS
Gate,/raw-material-gatein/gate-entries/{id}/po-receipts/view/,GET,,not probed,no,,needs id | registry:RAW_MATERIAL_GATEIN.PO_RECEIPTS_VIEW
Gate,/raw-material-gatein/gate-entries/{id}/po-receipts/{id}/,PUT,,not probed,no,,needs id | registry:RAW_MATERIAL_GATEIN.PO_RECEIPT_DETAIL
Gate,/raw-material-gatein/gate-entries/{id}/po-receipts/{id}/replace/,POST,,not probed,no,,needs id | registry:RAW_MATERIAL_GATEIN.PO_RECEIPT_REPLACE
Gate,/returnable-items/dashboard/,GET,returnable-items dashboard,200,binary+spec,obj,live | registry:RETURNABLE.DASHBOARD
Gate,/returnable-items/options/,GET,returnable-items options,200,binary+spec,obj,live | registry:RETURNABLE.OPTIONS
Gate,/returnable-items/reports/,GET,returnable-items report,200,binary+spec,73,live | registry:RETURNABLE.REPORTS
Gate,/returnable-items/returnable-attachments/,POST,returnable-items attachments,200,binary+spec,64,live | registry:RETURNABLE.ATTACHMENTS
Gate,/returnable-items/returnable-attachments/{id}/,DELETE,,not probed,spec-only,,needs id | registry:RETURNABLE.ATTACHMENT_DETAIL
Gate,/returnable-items/returnable-gatepass-items/,GET,returnable-items gatepass-items,200,binary+spec,116,live | registry:RETURNABLE.ITEMS
Gate,/returnable-items/returnable-gatepass-items/{id}/,GET,returnable-items gatepass-item,not probed,binary+spec,,needs id | registry:RETURNABLE.ITEM_DETAIL
Gate,/returnable-items/returnable-gatepasses/,GET|POST,returnable-items gatepasses,200,binary+spec,73,live | registry:RETURNABLE.GATEPASSES
Gate,/returnable-items/returnable-gatepasses/pending-approval/,GET,returnable-items pending-approval,200,binary+spec,1,live | registry:RETURNABLE.PENDING_APPROVAL
Gate,/returnable-items/returnable-gatepasses/pending-gate-in/,GET,returnable-items pending-gate-in,200,binary+spec,9,live | registry:RETURNABLE.PENDING_GATE_IN
Gate,/returnable-items/returnable-gatepasses/pending-gate-out/,GET,returnable-items pending-gate-out,200,binary+spec,11,live | registry:RETURNABLE.PENDING_GATE_OUT
Gate,/returnable-items/returnable-gatepasses/{id}/,DELETE|GET|PATCH,returnable-items gatepass,not probed,binary+spec,,needs id | registry:RETURNABLE.GATEPASS_DETAIL
Gate,/returnable-items/returnable-gatepasses/{id}/acknowledge/,POST,,not probed,no,,needs id | registry:RETURNABLE.ACKNOWLEDGE
Gate,/returnable-items/returnable-gatepasses/{id}/approve/,POST,,not probed,no,,write-shaped path segment | registry:RETURNABLE.APPROVE
Gate,/returnable-items/returnable-gatepasses/{id}/cancel/,POST,,not probed,no,,write-shaped path segment | registry:RETURNABLE.CANCEL
Gate,/returnable-items/returnable-gatepasses/{id}/close/,POST,,not probed,no,,write-shaped path segment | registry:RETURNABLE.CLOSE
Gate,/returnable-items/returnable-gatepasses/{id}/gate-out/,POST,,not probed,no,,needs id | registry:RETURNABLE.GATE_OUT
Gate,/returnable-items/returnable-gatepasses/{id}/record-return/,POST,,not probed,no,,needs id | registry:RETURNABLE.RECORD_RETURN
Gate,/returnable-items/returnable-gatepasses/{id}/reject-at-gate/,POST,,not probed,no,,needs id | registry:RETURNABLE.REJECT_AT_GATE
Gate,/returnable-items/returnable-gatepasses/{id}/reject/,POST,,not probed,no,,write-shaped path segment | registry:RETURNABLE.REJECT
Gate,/returnable-items/returnable-gatepasses/{id}/short-close/,POST,,not probed,no,,needs id | registry:RETURNABLE.SHORT_CLOSE
Gate,/returnable-items/returnable-gatepasses/{id}/submit/,POST,,not probed,no,,write-shaped path segment | registry:RETURNABLE.SUBMIT
Gate,/returnable-items/returnable-gatepasses/{id}/timeline/,GET,returnable-items timeline,not probed,binary+spec,,needs id | registry:RETURNABLE.TIMELINE
Gate,/returnable-items/returnable-return-events/,GET,returnable-items return-events,200,binary+spec,20,live | registry:RETURNABLE.RETURN_EVENTS
Gate,/returnable-items/sap-items/,GET,returnable-items sap-items,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:RETURNABLE.SAP_ITEMS"
