section,company,date,ref,stage,status,party,vehicle_no,transporter,destination,item_or_doc,qty,uom,litres,hours,days,count,verified,evidence,note
PENDING_NOW,JIVO_OIL,2026-08-26,626080569,,no departure recorded,RAVINDER SINGH CHADHA IMPREST JWPL0011,,,,,,,2.0,,4,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-26,626080550,,no departure recorded,JIVO MART PVT LTD,,,,,,,8000.0,,4,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-26,626080551,,no departure recorded,JIVO MART PVT LTD,,,,,,,8000.0,,4,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-26,626080555,,no departure recorded,JIVO MART PVT LTD,,,,,,,8000.0,,4,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-26,626080556,,no departure recorded,JIVO MART PVT LTD,,,,,,,8000.0,,4,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-26,626080583,,no departure recorded,GLOBAL SALES,,,,,,,11004.0,,4,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-27,626080603,,no departure recorded,HARPREET SINGH CASH SALE,,,,,,,1.0,,3,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-27,626080601,,no departure recorded,HARPREET SINGH CASH SALE,,,,,,,2.0,,3,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-27,626080592,,no departure recorded,HARPREET SINGH CASH SALE,,,,,,,4.0,,3,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-27,626080593,,no departure recorded,HARPREET SINGH CASH SALE,,,,,,,4.0,,3,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-27,626080587,,no departure recorded,HARPREET SINGH CASH SALE,,,,,,,10.0,,3,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-27,626080591,,no departure recorded,HARPREET SINGH CASH SALE,,,,,,,15.0,,3,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-27,626080602,,no departure recorded,M/S RADHEY SHAM & SONS,,,,,,,2000.0,,3,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-27,626080608,,no departure recorded,SEA BREEZE,,,,,,,2010.0,,3,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-27,626080605,,no departure recorded,M/S RADHEY SHAM & SONS,,,,,,,3230.8,,3,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-29,626080621,,no departure recorded,RAJEEV TRADING COMPANY,,,,,,,640.0,,1,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-29,626080624,,no departure recorded,ANAND ENTERPRISES,,,,,,,1320.0,,1,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-29,626080628,,no departure recorded,ILAHI CO. (BTCPN5063N),,,,,,,2084.0,,1,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-29,626080611,,no departure recorded,CHARAN DASS BANARSI DASS,,,,,,,2857.7,,1,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-29,626080623,,no departure recorded,DURGA TRADING COMPANY (CQXPG8530Q),,,,,,,4125.0,,1,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-29,626080610,,no departure recorded,CHARAN DASS BANARSI DASS,,,,,,,5630.0,,1,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-29,626080619,,no departure recorded,JIVO MART PVT LTD,,,,,,,7200.0,,1,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-29,626080620,,no departure recorded,JIVO MART PVT LTD,,,,,,,7200.0,,1,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-29,626080625,,no departure recorded,JIVO MART PVT LTD,,,,,,,7200.0,,1,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-29,626080622,,no departure recorded,SAI TRADING COMPANY,,,,,,,8248.4,,1,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-29,626080615,,no departure recorded,JIVO MART PVT LTD,,,,,,,10400.0,,1,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-29,626080612,,no departure recorded,PARSHOTAM LAL VISHWA NATH,,,,,,,15008.0,,1,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-30,626080634,,no departure recorded,HARPREET SINGH CASH SALE,,,,,,,2.0,,0,,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1 + GET /warehouse/bst/ + HANA,invoiced out of BH-BT/BH-PF in Aug with NO gate-out and NO BST dispatch. Age <=4 d = genuinely still standing; older = almost certainly gone physically and never closed in the app.
PENDING_NOW,JIVO_OIL,2026-08-30,,,,,,,,,,,122198,,,29,VERIFIED,derived,"TOTAL standing right now (invoiced within 4 days, no truck out). = 75% of the 162,659 L free-space figure. Older never-closed backlog is a further 57,636 L of unknown physical status."
DISPATCH_DAY,JIVO_BEVERAGES,2026-06-16,,,,,,,,,0,boxes,1800,,,8,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,8 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-06-16,,,,,,,,,0,boxes,127872,,,1,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,1 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-06-16,,,,,,,,,0,boxes,256260,,,3,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,3 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-06-17,,,,,,,,,0,boxes,1800,,,6,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,6 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-06-17,,,,,,,,,0,boxes,320800,,,2,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,2 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-06-17,,,,,,,,,0,boxes,55466,,,5,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,5 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-06-18,,,,,,,,,0,boxes,6300,,,6,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,6 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-06-18,,,,,,,,,0,boxes,290416,,,2,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,2 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-06-18,,,,,,,,,0,boxes,353013,,,8,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,8 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-06-19,,,,,,,,,0,boxes,8400,,,11,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,11 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-06-19,,,,,,,,,0,boxes,164450,,,2,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,2 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-06-19,,,,,,,,,0,boxes,476692,,,6,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,6 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-06-20,,,,,,,,,0,boxes,4500,,,13,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,13 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-06-20,,,,,,,,,0,boxes,431568,,,4,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,4 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-06-20,,,,,,,,,0,boxes,24192,,,2,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,2 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-06-21,,,,,,,,,0,boxes,0,,,4,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,4 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-06-21,,,,,,,,,0,boxes,263143,,,1,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,1 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-06-21,,,,,,,,,0,boxes,1336,,,2,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,2 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-06-22,,,,,,,,,0,boxes,540,,,7,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,7 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-06-22,,,,,,,,,0,boxes,332728,,,2,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,2 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-06-22,,,,,,,,,0,boxes,222496,,,2,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,2 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-06-23,,,,,,,,,0,boxes,1800,,,9,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,9 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-06-23,,,,,,,,,0,boxes,726100,,,5,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,5 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-06-23,,,,,,,,,0,boxes,152960,,,3,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,3 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-06-24,,,,,,,,,0,boxes,43788,,,14,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,14 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-06-24,,,,,,,,,0,boxes,11001,,,2,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,2 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-06-25,,,,,,,,,0,boxes,70924,,,15,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,15 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-06-25,,,,,,,,,0,boxes,16636,,,2,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,2 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-06-25,,,,,,,,,0,boxes,38342,,,5,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,5 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-06-26,,,,,,,,,0,boxes,37320,,,11,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,11 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-06-26,,,,,,,,,0,boxes,247471,,,3,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,3 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-06-26,,,,,,,,,0,boxes,17034,,,4,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,4 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-06-27,,,,,,,,,0,boxes,48708,,,12,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,11 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-06-27,,,,,,,,,0,boxes,56640,,,6,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,6 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-06-27,,,,,,,,,0,boxes,16920,,,3,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,3 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-06-29,,,,,,,,,0,boxes,34519,,,11,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,10 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-06-29,,,,,,,,,0,boxes,30596,,,5,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,5 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-06-29,,,,,,,,,0,boxes,28326,,,6,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,6 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-06-30,,,,,,,,,0,boxes,60715,,,15,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,14 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-06-30,,,,,,,,,0,boxes,47626,,,5,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,5 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-06-30,,,,,,,,,0,boxes,14711,,,2,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,2 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-07-01,,,,,,,,,0,boxes,54240,,,12,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,12 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-07-01,,,,,,,,,0,boxes,56223,,,6,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,6 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-07-01,,,,,,,,,0,boxes,37069,,,4,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,4 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-07-02,,,,,,,,,0,boxes,12270,,,3,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,3 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-07-02,,,,,,,,,0,boxes,41287,,,4,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,4 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-07-02,,,,,,,,,0,boxes,35148,,,6,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,6 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-07-03,,,,,,,,,0,boxes,37104,,,5,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,5 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-07-03,,,,,,,,,0,boxes,28511,,,3,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,3 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-07-03,,,,,,,,,0,boxes,34763,,,5,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,5 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-07-04,,,,,,,,,0,boxes,54549,,,15,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,13 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-07-04,,,,,,,,,0,boxes,26661,,,3,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,3 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-07-04,,,,,,,,,0,boxes,40048,,,5,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,5 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-07-06,,,,,,,,,0,boxes,58818,,,13,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,12 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-07-06,,,,,,,,,0,boxes,35358,,,6,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,6 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
