section,company,date,ref,entry_type,status,party,vehicle_no,po_or_doc,item_code,item_name,qty,uom,value_inr,metric,value,unit,in_sap,lag_days,evidence,note
RM_RECEIPT_LINE,JIVO_OIL,2026-08-21T04:24,GE-2026-6379,RAW_MATERIAL,COMPLETED,VAISHNODEVI REFOILS & SOLVEX PRIVATE LIMITED,RJ47GB0956,220826069,RM0000003,MUSTARD LOOSE OIL,39.82,MTS,,qc_status,ACCEPTED,,yes 2026086723,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=120.0 short=80.18 invoice=VRSPL/2627/1361 qa_approved=2026-08-21 grpo_created=2026-08-22 whs=BH-GJ
RM_RECEIPT_LINE,JIVO_OIL,2026-08-21T03:59,GE-2026-7481,RAW_MATERIAL,COMPLETED,SSY CONTAINERS PVT LTD,HR69F6948,220826083,PM0000006,CARTON 1 LTR 20 PCS PET 40 GM,5170.0,PCS,,qc_status,ACCEPTED,,yes 2026086705,0,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=10000.0 short=4830.0 invoice=1489 qa_approved=2026-08-21 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-20T08:33,GE-2026-1653,RAW_MATERIAL,COMPLETED,RAJ TECHNOPACK PVT LTD,DL01LAB5238,220826059,PM0000053,HDPE BOTTLE 5 LTR,3750.0,PCS,,qc_status,ACCEPTED,,yes 2026086677,0,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=100000.0 short=96250.0 invoice=697 qa_approved=2026-08-20 grpo_created=2026-08-20 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-20T08:33,GE-2026-1653,RAW_MATERIAL,COMPLETED,RAJ TECHNOPACK PVT LTD,DL01LAB5238,220726036,PM0000470,CAPS 5 LTR ORANGE,3750.0,PCS,,qc_status,ACCEPTED,,yes 2026086691,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=20000.0 short=16250.0 invoice=697 qa_approved=2026-08-20 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-20T08:26,GE-2026-4362,RAW_MATERIAL,COMPLETED,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),UK16CA0005,220626038,PM0000852,PREFORM 49.5 GMS 36 MM,52388.0,PCS,,qc_status,ACCEPTED,,yes 2026086693,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=250000.0 short=197612.0 invoice=1183 qa_approved=2026-08-20 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-20T08:26,GE-2026-4362,RAW_MATERIAL,COMPLETED,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),UK16CA0005,220626038,PM0000594,PREFORM 40 GMS 36 MM,63000.0,PCS,,qc_status,ACCEPTED,,yes 2026086693,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=250000.0 short=187000.0 invoice=1183 qa_approved=2026-08-20 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T14:13,GE-2026-2971,RAW_MATERIAL,COMPLETED,GRAPHICS ELITE,HR42J0901,220826075,PM0000027,LABEL 1 LTR REFINED TOP,8244.0,PCS,,qc_status,ACCEPTED,,yes 2026086696,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=8000.0 short=-244.0 invoice=298 qa_approved=2026-08-20 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T14:13,GE-2026-2971,RAW_MATERIAL,COMPLETED,GRAPHICS ELITE,HR42J0901,220826075,PM0000628,LABEL 15 LTR SUNFLOWER OIL,312.0,PCS,,qc_status,ACCEPTED,,yes 2026086696,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=300.0 short=-12.0 invoice=298 qa_approved=2026-08-20 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T14:13,GE-2026-2971,RAW_MATERIAL,COMPLETED,GRAPHICS ELITE,HR42J0901,220826079,PM0000421,LABEL 500 MLS EXTRA VIRGIN OLIVE OIL FRONT,663.0,PCS,,qc_status,ACCEPTED,,yes 2026086696,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=663.0 short=0.0 invoice=298 qa_approved=2026-08-20 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T14:13,GE-2026-2971,RAW_MATERIAL,COMPLETED,GRAPHICS ELITE,HR42J0901,220826079,PM0000422,LABEL 500 MLS EXTRA VIRGIN OLIVE OIL BACK,663.0,PCS,,qc_status,ACCEPTED,,yes 2026086696,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=663.0 short=0.0 invoice=298 qa_approved=2026-08-20 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T11:46,GE-2026-7553,RAW_MATERIAL,COMPLETED,TPAC PACKAGING INDIA PVT LTD II,HR61D1025,220626025,PM0000057,PET BOTTLE 2 LTR 66 GMS,11500.0,PCS,,qc_status,ACCEPTED,,yes 2026086695,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=30000.0 short=18500.0 invoice=2606000856 qa_approved=2026-08-20 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T11:46,GE-2026-7553,RAW_MATERIAL,COMPLETED,TPAC PACKAGING INDIA PVT LTD II,HR61D1025,220726021,PM0000851,PET BOTTLE 1 LTR 26 GM,11622.0,PCS,,qc_status,ACCEPTED,,yes 2026086694,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=600000.0 short=588378.0 invoice=2606000855 qa_approved=2026-08-19 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T10:15,GE-2026-1015,RAW_MATERIAL,COMPLETED,ROYAL PRIME LABELS,HR69G3019,220826040,PM0000017,LABEL 1 LTR EXTRA LIGHT BACK,152800.0,PCS,,qc_status,ACCEPTED,,yes 2026086699,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=152800.0 short=0.0 invoice=1214 qa_approved=2026-08-21 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T10:15,GE-2026-1015,RAW_MATERIAL,COMPLETED,ROYAL PRIME LABELS,HR69G3019,220826040,PM0000018,LABEL 1 LTR EXTRA LIGHT FRONT,152800.0,PCS,,qc_status,ACCEPTED,,yes 2026086699,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=152800.0 short=0.0 invoice=1214 qa_approved=2026-08-21 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T10:15,GE-2026-1015,RAW_MATERIAL,COMPLETED,ROYAL PRIME LABELS,HR69G3019,220826080,PM0000046,LABEL 5 LTR COLD PRESS FRONT,27000.0,PCS,,qc_status,ACCEPTED,,yes 2026086700,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=27000.0 short=0.0 invoice=1216 qa_approved=2026-08-21 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T10:15,GE-2026-1015,RAW_MATERIAL,COMPLETED,ROYAL PRIME LABELS,HR69G3019,220826023,PM0000843,LABEL 2 LTR CP MUSTARD OIL HANDLE BOTTLE BACK LA RASOI,3800.0,PCS,,qc_status,ACCEPTED,,yes 2026086698,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=3500.0 short=-300.0 invoice=1215 qa_approved=2026-08-21 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T10:15,GE-2026-1015,RAW_MATERIAL,COMPLETED,ROYAL PRIME LABELS,HR69G3019,220826023,PM0000846,LABEL 2 LTR CP MUSTARD OIL HENDLE BOTTLE FRONT LA RASOI,3800.0,PCS,,qc_status,ACCEPTED,,yes 2026086698,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=3500.0 short=-300.0 invoice=1215 qa_approved=2026-08-21 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T10:15,GE-2026-1015,RAW_MATERIAL,COMPLETED,ROYAL PRIME LABELS,HR69G3019,220826023,PM0000022,LABEL 1 LTR PAKKI GHANI BACK,31500.0,PCS,,qc_status,ACCEPTED,,yes 2026086698,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=31500.0 short=0.0 invoice=1215 qa_approved=2026-08-21 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T10:15,GE-2026-1015,RAW_MATERIAL,COMPLETED,ROYAL PRIME LABELS,HR69G3019,220826023,PM0000023,LABEL 1 LTR PAKKI GHANI FRONT,31500.0,PCS,,qc_status,ACCEPTED,,yes 2026086698,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=31500.0 short=0.0 invoice=1215 qa_approved=2026-08-21 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T10:15,GE-2026-1015,RAW_MATERIAL,COMPLETED,ROYAL PRIME LABELS,HR69G3019,220826023,PM0000345,LABEL 1 LTR EXTRA VIRGIN COCONUT BACK,31400.0,PCS,,qc_status,ACCEPTED,,yes 2026086698,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=31400.0 short=0.0 invoice=1215 qa_approved=2026-08-21 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T10:15,GE-2026-1015,RAW_MATERIAL,COMPLETED,ROYAL PRIME LABELS,HR69G3019,220826023,PM0000344,LABEL 1 LTR EXTRA VIRGIN COCONUT FRONT,31400.0,PCS,,qc_status,ACCEPTED,,yes 2026086698,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=31400.0 short=0.0 invoice=1215 qa_approved=2026-08-21 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T08:16,GE-2026-0155,RAW_MATERIAL,COMPLETED,RAJ TECHNOPACK PVT LTD,DL01LAB5238,220826059,PM0000053,HDPE BOTTLE 5 LTR,3750.0,PCS,,qc_status,ACCEPTED,,yes 2026086671,0,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=100000.0 short=96250.0 invoice=0691 qa_approved=2026-08-19 grpo_created=2026-08-19 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T08:16,GE-2026-0155,RAW_MATERIAL,COMPLETED,RAJ TECHNOPACK PVT LTD,DL01LAB5238,220826059,PM0000468,CAPS 5 LTR GREEN,3750.0,PCS,,qc_status,ACCEPTED,,yes 2026086671,0,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=55000.0 short=51250.0 invoice=0691 qa_approved=2026-08-19 grpo_created=2026-08-19 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T08:05,GE-2026-0947,RAW_MATERIAL,COMPLETED,ECHO PLAST INDIA,DL01LAF6277,220726072,PM0000053,HDPE BOTTLE 5 LTR,2475.0,PCS,,qc_status,ACCEPTED,,yes 2026086680,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=35000.0 short=32525.0 invoice=484 qa_approved=2026-08-19 grpo_created=2026-08-20 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T08:05,GE-2026-0947,RAW_MATERIAL,COMPLETED,ECHO PLAST INDIA,DL01LAF6277,220726072,PM0000468,CAPS 5 LTR GREEN,2475.0,PCS,,qc_status,ACCEPTED,,yes 2026086680,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=20000.0 short=17525.0 invoice=484 qa_approved=2026-08-19 grpo_created=2026-08-20 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T07:27,GE-2026-8911,RAW_MATERIAL,COMPLETED,BABAJI UDYOG PVT. LTD.,DL01LAF7466,220826009,PM0000235,CAPS 1 LTR WHITE AND YELLOW SMALL PLAIN,125000.0,PCS,,qc_status,ACCEPTED,,yes 2026086682,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=500000.0 short=375000.0 invoice=3094 qa_approved=2026-08-19 grpo_created=2026-08-20 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T07:27,GE-2026-8911,RAW_MATERIAL,COMPLETED,BABAJI UDYOG PVT. LTD.,DL01LAF7466,220726085,PM0000079,CAPS 1 & 2 LTR FULL GREEN WITH LOGO,51000.0,PCS,,qc_status,ACCEPTED,,yes 2026086682,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=400000.0 short=349000.0 invoice=3094 qa_approved=2026-08-19 grpo_created=2026-08-20 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T07:20,GE-2026-2536,RAW_MATERIAL,COMPLETED,BR AGROTECH LTD,NL01AG5997,220826016,PM0000121,PET BOTTLE 1 LTR 52 GMS POMACE,15168.0,PCS,,qc_status,ACCEPTED,,yes 2026086697,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=200000.0 short=184832.0 invoice=2633100557 qa_approved=2026-08-19 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T07:20,GE-2026-2536,RAW_MATERIAL,COMPLETED,BR AGROTECH LTD,NL01AG5997,220826013,PM0000851,PET BOTTLE 1 LTR 26 GM,34272.0,PCS,,qc_status,ACCEPTED,,yes 2026086697,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=500000.0 short=465728.0 invoice=2633100557 qa_approved=2026-08-19 grpo_created=2026-08-21 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T05:31,GE-2026-6762,RAW_MATERIAL,COMPLETED,FRYSTAL PET PRIVATE LIMITED,RJ02GC0796,220826039,PM0000852,PREFORM 49.5 GMS 36 MM,114000.0,PCS,,qc_status,ACCEPTED,,yes 2026086681,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=500000.0 short=386000.0 invoice=878 qa_approved=2026-08-19 grpo_created=2026-08-20 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T03:41,GE-2026-6280,RAW_MATERIAL,COMPLETED,M/S ARORA AGRI BUSINESS VENTURES,GJ12BV2968,220826034,RM0000003,MUSTARD LOOSE OIL,33.68,MTS,,qc_status,ACCEPTED,,yes 2026086721,3,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=150.0 short=116.32 invoice=AABV/26-27/257 qa_approved=2026-08-21 grpo_created=2026-08-22 whs=BH-GJ
RM_RECEIPT_LINE,JIVO_OIL,2026-08-19T03:35,GE-2026-4029,RAW_MATERIAL,COMPLETED,AWL AGRI BUSINESS LIMITED,GJ39TA4344,220626079,RM0000003,MUSTARD LOOSE OIL,39.88,MTS,,qc_status,ACCEPTED,,yes 2026086676,0,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=250.0 short=210.12 invoice=190826025945 qa_approved=2026-08-22 grpo_created=2026-08-19 whs=BH-GJ
RM_RECEIPT_LINE,JIVO_OIL,2026-08-18T12:34,GE-2026-4320,RAW_MATERIAL,COMPLETED,AG POLY PACKS PVT LTD,UP14NT4863,220526115,PM0000053,HDPE BOTTLE 5 LTR,8472.0,PCS,,qc_status,ACCEPTED,,yes 2026086679,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=50000.0 short=41528.0 invoice=902/27501987 qa_approved=2026-08-19 grpo_created=2026-08-20 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-18T12:34,GE-2026-4320,RAW_MATERIAL,COMPLETED,AG POLY PACKS PVT LTD,UP14NT4863,220526115,PM0000469,CAPS 5 LTR BROWN,8472.0,PCS,,qc_status,ACCEPTED,,yes 2026086679,2,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=20000.0 short=11528.0 invoice=902/27501987 qa_approved=2026-08-19 grpo_created=2026-08-20 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-18T11:07,GE-2026-0578,RAW_MATERIAL,COMPLETED,RAJ TECHNOPACK PVT LTD,DL01LAB5238,220826059,PM0000053,HDPE BOTTLE 5 LTR,3750.0,PCS,,qc_status,ACCEPTED,,yes 2026086671,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=100000.0 short=96250.0 invoice=SNP/0685/26-27 qa_approved=2026-08-18 grpo_created=2026-08-19 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-18T11:07,GE-2026-0578,RAW_MATERIAL,COMPLETED,RAJ TECHNOPACK PVT LTD,DL01LAB5238,220826059,PM0000468,CAPS 5 LTR GREEN,3750.0,PCS,,qc_status,ACCEPTED,,yes 2026086671,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=55000.0 short=51250.0 invoice=SNP/0685/26-27 qa_approved=2026-08-18 grpo_created=2026-08-19 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-18T09:28,GE-2026-0083,RAW_MATERIAL,COMPLETED,A A ENTERPRISES,UP14ST3265,220526083,PM0000053,HDPE BOTTLE 5 LTR,2260.0,PCS,,qc_status,ACCEPTED,,yes 2026086670,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=30000.0 short=27740.0 invoice=AAE/2026-27/093 qa_approved=2026-08-18 grpo_created=2026-08-19 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-18T09:28,GE-2026-0083,RAW_MATERIAL,COMPLETED,A A ENTERPRISES,UP14ST3265,220526083,PM0000468,CAPS 5 LTR GREEN,2260.0,PCS,,qc_status,ACCEPTED,,yes 2026086670,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=15000.0 short=12740.0 invoice=AAE/2026-27/093 qa_approved=2026-08-18 grpo_created=2026-08-19 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-18T08:34,GE-2026-1130,RAW_MATERIAL,COMPLETED,BABAJI UDYOG PVT. LTD.,DL01LV9884,220826009,PM0000085,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO,126000.0,PCS,,qc_status,ACCEPTED,,yes 2026086668,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=500000.0 short=374000.0 invoice=3079/2026-27 qa_approved=2026-08-18 grpo_created=2026-08-19 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-18T03:55,GE-2026-9529,RAW_MATERIAL,COMPLETED,SSY CONTAINERS PVT LTD,HR69G3463,220826070,PM0000006,CARTON 1 LTR 20 PCS PET 40 GM,4435.0,PCS,,qc_status,ACCEPTED,,yes 2026086669,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=4435.0 short=0.0 invoice=26-27/1450 qa_approved=2026-08-18 grpo_created=2026-08-19 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-18T03:55,GE-2026-9529,RAW_MATERIAL,COMPLETED,SSY CONTAINERS PVT LTD,HR69G3463,220626014,PM0000006,CARTON 1 LTR 20 PCS PET 40 GM,1435.0,PCS,,qc_status,ACCEPTED,,yes 2026086669,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=15000.0 short=13565.0 invoice=26-27/1450 qa_approved=2026-08-18 grpo_created=2026-08-19 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-18T03:16,GE-2026-7350,RAW_MATERIAL,COMPLETED,AWL AGRI BUSINESS LIMITED,HR63D4208,220626079,RM0000003,MUSTARD LOOSE OIL,36.38,MTS,,qc_status,ACCEPTED,,yes 2026086676,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=250.0 short=213.62 invoice=190826025844 qa_approved=2026-08-18 grpo_created=2026-08-19 whs=BH-GJ
RM_RECEIPT_LINE,JIVO_OIL,2026-08-17T08:29,GE-2026-2108,RAW_MATERIAL,COMPLETED,ECHO PLAST INDIA,HR69G7585,220726072,PM0000053,HDPE BOTTLE 5 LTR,4425.0,PCS,,qc_status,ACCEPTED,,yes 2026086664,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=35000.0 short=30575.0 invoice=475 qa_approved=2026-08-17 grpo_created=2026-08-18 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-17T08:29,GE-2026-2108,RAW_MATERIAL,COMPLETED,ECHO PLAST INDIA,HR69G7585,220726072,PM0000469,CAPS 5 LTR BROWN,2250.0,PCS,,qc_status,ACCEPTED,,yes 2026086664,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=30000.0 short=27750.0 invoice=475 qa_approved=2026-08-17 grpo_created=2026-08-18 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-17T08:29,GE-2026-2108,RAW_MATERIAL,COMPLETED,ECHO PLAST INDIA,HR69G7585,220726072,PM0000468,CAPS 5 LTR GREEN,2025.0,PCS,,qc_status,ACCEPTED,,yes 2026086665,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=20000.0 short=17975.0 invoice=475 qa_approved=2026-08-17 grpo_created=2026-08-18 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-17T08:29,GE-2026-2108,RAW_MATERIAL,COMPLETED,ECHO PLAST INDIA,HR69G7585,220626069,PM0000471,CAPS 5 LTR BLUE,150.0,PCS,,qc_status,ACCEPTED,,yes 2026086665,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=5000.0 short=4850.0 invoice=475 qa_approved=2026-08-17 grpo_created=2026-08-18 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-17T07:18,GE-2026-0616,RAW_MATERIAL,COMPLETED,MIGASA ACEITES S L U,RJ47GA8215,220526015,RM0000013,POMACE OLIVE LOOSE OIL IMPORTED,22.0,MTS,,qc_status,ACCEPTED,,NO,,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=22.0 short=0.0 invoice=721 qa_approved=2026-08-19 grpo_created= whs=
RM_RECEIPT_LINE,JIVO_OIL,2026-08-17T07:18,GE-2026-0616,RAW_MATERIAL,COMPLETED,MIGASA ACEITES S L U,RJ47GA8215,220526016,RM0000013,POMACE OLIVE LOOSE OIL IMPORTED,21.91,MTS,,qc_status,ACCEPTED,,NO,,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=22.0 short=0.09 invoice=721 qa_approved=2026-08-19 grpo_created= whs=
RM_RECEIPT_LINE,JIVO_OIL,2026-08-17T06:37,GE-2026-5855,RAW_MATERIAL,COMPLETED,BR AGROTECH LTD,HR46E2336,220826013,PM0000851,PET BOTTLE 1 LTR 26 GM,46144.0,PCS,,qc_status,ACCEPTED,,yes 2026086624,0,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=500000.0 short=453856.0 invoice=2633100548 qa_approved=2026-08-17 grpo_created=2026-08-17 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-17T06:09,GE-2026-8400,RAW_MATERIAL,COMPLETED,TPAC PACKAGING INDIA PVT LTD II,HR61D1025,220726021,PM0000851,PET BOTTLE 1 LTR 26 GM,42900.0,PCS,,qc_status,ACCEPTED,,yes 2026086625,0,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=600000.0 short=557100.0 invoice=2606000838 qa_approved=2026-08-17 grpo_created=2026-08-17 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-17T04:28,GE-2026-8608,RAW_MATERIAL,COMPLETED,AWL AGRI BUSINESS LIMITED,HR63D1601,220826006,RM0000025,SOYABEAN REFINED LOOSE OIL,37.82,MTS,,qc_status,ACCEPTED,,yes 2026086630,0,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=500.0 short=462.18 invoice=192426056085 qa_approved=2026-08-19 grpo_created=2026-08-17 whs=BH-GJ
RM_RECEIPT_LINE,JIVO_OIL,2026-08-17T04:17,GE-2026-8133,RAW_MATERIAL,COMPLETED,M/S ARORA AGRI BUSINESS VENTURES,HR63D4964,220826034,RM0000003,MUSTARD LOOSE OIL,38.42,MTS,,qc_status,ACCEPTED,,yes 2026086642,0,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=150.0 short=111.58 invoice=AABV/26-27/255 qa_approved=2026-08-17 grpo_created=2026-08-17 whs=BH-GJ
RM_RECEIPT_LINE,JIVO_OIL,2026-08-17T04:15,GE-2026-2214,RAW_MATERIAL,COMPLETED,AWL AGRI BUSINESS LIMITED,GJ12BX8899,220826006,RM0000025,SOYABEAN REFINED LOOSE OIL,39.0,MTS,,qc_status,ACCEPTED,,yes 2026086630,0,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=500.0 short=461.0 invoice=192426057119 qa_approved=2026-08-19 grpo_created=2026-08-17 whs=BH-GJ
RM_RECEIPT_LINE,JIVO_OIL,2026-08-17T04:13,GE-2026-8432,RAW_MATERIAL,COMPLETED,DHANLAXMI EDIBLES PRIVATE LIMITED,RJ47GA8216,220826056,RM0000066,PEANUT OIL,41.45,MTS,,qc_status,ACCEPTED,,yes 2026086722,5,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=42.0 short=0.55 invoice=GT/1199 qa_approved=2026-08-20 grpo_created=2026-08-22 whs=BH-GJ
RM_RECEIPT_LINE,JIVO_OIL,2026-08-17T04:08,GE-2026-1073,RAW_MATERIAL,COMPLETED,BALAJI INC.,DL01LAR8338,220626002,PM0000008,CARTON 15 LTR 1 PCS,642.0,PCS,,qc_status,ACCEPTED,,yes 2026086654,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=6000.0 short=5358.0 invoice=4206 qa_approved=2026-08-17 grpo_created=2026-08-18 whs=BH-PM
RM_RECEIPT_LINE,JIVO_OIL,2026-08-17T04:08,GE-2026-1073,RAW_MATERIAL,COMPLETED,BALAJI INC.,DL01LAR8338,220826005,PM0000008,CARTON 15 LTR 1 PCS,2133.0,PCS,,qc_status,ACCEPTED,,yes 2026086654,1,GET /gate-core/raw-material-gate-entry/{id}/ + HANA OPDN/PDN1,ordered=4000.0 short=1867.0 invoice=4206 qa_approved=2026-08-17 grpo_created=2026-08-18 whs=BH-PM
