section,entity,metric,value,unit,period,source_endpoint,status,note
LABOUR_RUN,2026-08-24 / JP Machine / run1,supervisor,Ravi,name,2026-08-24,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-24 / JP Machine / run1,operator,Sudesh pradhan,name,2026-08-24,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-22 / 10 Head / run2,labour_count,18,people,2026-08-22,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-22 / 10 Head / run2,other_manpower_count,0,people,2026-08-22,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-22 / 10 Head / run2,supervisor,Ravi,name,2026-08-22,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-22 / 10 Head / run2,operator,Ajeet,name,2026-08-22,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-22 / 6 Head / run1,labour_count,18,people,2026-08-22,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-22 / 6 Head / run1,other_manpower_count,0,people,2026-08-22,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-22 / 6 Head / run1,supervisor,Ravi,name,2026-08-22,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-22 / 6 Head / run1,operator,Mukesh,name,2026-08-22,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-22 / 6 Head / run5,labour_count,18,people,2026-08-22,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-22 / 6 Head / run5,other_manpower_count,0,people,2026-08-22,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-22 / 6 Head / run5,supervisor,Ravi,name,2026-08-22,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-22 / 6 Head / run5,operator,Mukesh,name,2026-08-22,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-22 / Clear Pack / run4,labour_count,18,people,2026-08-22,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-22 / Clear Pack / run4,other_manpower_count,0,people,2026-08-22,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-22 / Clear Pack / run4,supervisor,Ravi,name,2026-08-22,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-22 / Clear Pack / run4,operator,Sudesh pradhan,name,2026-08-22,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-22 / JP Machine / run3,labour_count,18,people,2026-08-22,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-22 / JP Machine / run3,other_manpower_count,0,people,2026-08-22,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-22 / JP Machine / run3,supervisor,Ravi,name,2026-08-22,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-22 / JP Machine / run3,operator,Manpreet /Bikash,name,2026-08-22,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-21 / 10 Head / run1,labour_count,18,people,2026-08-21,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-21 / 10 Head / run1,other_manpower_count,0,people,2026-08-21,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-21 / 10 Head / run1,supervisor,Ravi,name,2026-08-21,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-21 / 10 Head / run1,operator,Ajeet,name,2026-08-21,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-21 / 6 Head / run2,labour_count,18,people,2026-08-21,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-21 / 6 Head / run2,other_manpower_count,0,people,2026-08-21,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-21 / 6 Head / run2,supervisor,Ravi,name,2026-08-21,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-21 / 6 Head / run2,operator,Mukesh,name,2026-08-21,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-21 / Clear Pack / run4,labour_count,18,people,2026-08-21,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-21 / Clear Pack / run4,other_manpower_count,0,people,2026-08-21,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-21 / Clear Pack / run4,supervisor,Ravi,name,2026-08-21,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-21 / Clear Pack / run4,operator,Sudesh pradhan,name,2026-08-21,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-21 / JP Machine / run3,labour_count,18,people,2026-08-21,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-21 / JP Machine / run3,other_manpower_count,0,people,2026-08-21,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-21 / JP Machine / run3,supervisor,Ravi,name,2026-08-21,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-21 / JP Machine / run3,operator,Manpreet/Bikash,name,2026-08-21,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-20 / 10 Head / run1,labour_count,18,people,2026-08-20,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-20 / 10 Head / run1,other_manpower_count,0,people,2026-08-20,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-20 / 10 Head / run1,supervisor,Ravi,name,2026-08-20,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-20 / 10 Head / run1,operator,Ajeet,name,2026-08-20,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-20 / 6 Head / run2,labour_count,18,people,2026-08-20,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-20 / 6 Head / run2,other_manpower_count,0,people,2026-08-20,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-20 / 6 Head / run2,supervisor,Ravi,name,2026-08-20,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-20 / 6 Head / run2,operator,Mukesh,name,2026-08-20,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-20 / Clear Pack / run4,labour_count,18,people,2026-08-20,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-20 / Clear Pack / run4,other_manpower_count,0,people,2026-08-20,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-20 / Clear Pack / run4,supervisor,Ravi,name,2026-08-20,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-20 / Clear Pack / run4,operator,Sudesh pradhan,name,2026-08-20,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-20 / JP Machine / run3,labour_count,18,people,2026-08-20,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-20 / JP Machine / run3,other_manpower_count,0,people,2026-08-20,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-20 / JP Machine / run3,supervisor,Ravi,name,2026-08-20,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-20 / JP Machine / run3,operator,Manpreet Singh/ Bikash,name,2026-08-20,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-19 / 10 Head / run1,labour_count,18,people,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-19 / 10 Head / run1,other_manpower_count,0,people,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-19 / 10 Head / run1,supervisor,Ravi,name,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-19 / 10 Head / run1,operator,Ajeet,name,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-19 / 6 Head / run4,labour_count,18,people,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-19 / 6 Head / run4,other_manpower_count,0,people,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-19 / 6 Head / run4,supervisor,Ravi,name,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-19 / 6 Head / run4,operator,Mukesh,name,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-19 / 6 Head / run6,labour_count,18,people,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-19 / 6 Head / run6,other_manpower_count,0,people,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-19 / 6 Head / run6,supervisor,Ravi,name,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-19 / 6 Head / run6,operator,Mukesh,name,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-19 / Clear Pack / run3,labour_count,18,people,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-19 / Clear Pack / run3,other_manpower_count,0,people,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-19 / Clear Pack / run3,supervisor,Ravi,name,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-19 / Clear Pack / run3,operator,Sudesh pradhan,name,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-19 / JP Machine / run2,labour_count,18,people,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-19 / JP Machine / run2,other_manpower_count,0,people,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-19 / JP Machine / run2,supervisor,Ravi,name,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-19 / JP Machine / run2,operator,Bikas,name,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-19 / Tin Head / run5,labour_count,7,people,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-19 / Tin Head / run5,other_manpower_count,0,people,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-19 / Tin Head / run5,supervisor,Ravi,name,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-19 / Tin Head / run5,operator,Amit,name,2026-08-19,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / 10 Head / run1,labour_count,0,people,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / 10 Head / run1,other_manpower_count,0,people,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-18 / 10 Head / run1,supervisor,BLANK,name,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / 10 Head / run1,operator,BLANK,name,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / 6 Head / run5,labour_count,18,people,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / 6 Head / run5,other_manpower_count,0,people,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-18 / 6 Head / run5,supervisor,Ravi,name,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / 6 Head / run5,operator,Mritul,name,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / Clear Pack / run4,labour_count,18,people,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / Clear Pack / run4,other_manpower_count,0,people,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-18 / Clear Pack / run4,supervisor,Ravi,name,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / Clear Pack / run4,operator,Rupesh,name,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / JP Machine / run2,labour_count,18,people,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / JP Machine / run2,other_manpower_count,0,people,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-18 / JP Machine / run2,supervisor,Ravi,name,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / JP Machine / run2,operator,Sudesh pradhan,name,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / JP Machine / run3,labour_count,18,people,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / JP Machine / run3,other_manpower_count,0,people,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-18 / JP Machine / run3,supervisor,Ravi,name,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / JP Machine / run3,operator,Sudesh pradhan,name,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / Tin Head / run6,labour_count,15,people,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / Tin Head / run6,other_manpower_count,0,people,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-18 / Tin Head / run6,supervisor,Ravi,name,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / Tin Head / run6,operator,Amit,name,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / Tin Head / run7,labour_count,15,people,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / Tin Head / run7,other_manpower_count,0,people,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-18 / Tin Head / run7,supervisor,Ravi,name,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-18 / Tin Head / run7,operator,Amit,name,2026-08-18,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-17 / 10 Head / run2,labour_count,1000,people,2026-08-17,GET /production-execution/runs/{id}/,VERIFIED,DATA ERROR: 1000 workers on one run
LABOUR_RUN,2026-08-17 / 10 Head / run2,other_manpower_count,0,people,2026-08-17,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-17 / 10 Head / run2,supervisor,Ravi,name,2026-08-17,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-17 / 10 Head / run2,operator,Ajeet,name,2026-08-17,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-17 / 6 Head / run4,labour_count,18,people,2026-08-17,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-17 / 6 Head / run4,other_manpower_count,0,people,2026-08-17,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-17 / 6 Head / run4,supervisor,Ravi,name,2026-08-17,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-17 / 6 Head / run4,operator,Vikash,name,2026-08-17,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-17 / Clear Pack / run3,labour_count,18,people,2026-08-17,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-17 / Clear Pack / run3,other_manpower_count,0,people,2026-08-17,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-17 / Clear Pack / run3,supervisor,Ravi,name,2026-08-17,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-17 / Clear Pack / run3,operator,Rupesh,name,2026-08-17,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-17 / JP Machine / run1,labour_count,18,people,2026-08-17,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-17 / JP Machine / run1,other_manpower_count,0,people,2026-08-17,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-17 / JP Machine / run1,supervisor,Ravi,name,2026-08-17,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-17 / JP Machine / run1,operator,Sudesh pradhan,name,2026-08-17,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-14 / 10 Head / run3,labour_count,18,people,2026-08-14,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-14 / 10 Head / run3,other_manpower_count,0,people,2026-08-14,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-14 / 10 Head / run3,supervisor,Ravi,name,2026-08-14,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-14 / 10 Head / run3,operator,Ajeet,name,2026-08-14,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-14 / 6 Head / run2,labour_count,17,people,2026-08-14,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-14 / 6 Head / run2,other_manpower_count,0,people,2026-08-14,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-14 / 6 Head / run2,supervisor,Ravi,name,2026-08-14,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-14 / 6 Head / run2,operator,Mukesh,name,2026-08-14,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-14 / Clear Pack / run1,labour_count,18,people,2026-08-14,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-14 / Clear Pack / run1,other_manpower_count,0,people,2026-08-14,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-14 / Clear Pack / run1,supervisor,Ravi,name,2026-08-14,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-14 / Clear Pack / run1,operator,Rupesh,name,2026-08-14,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-14 / Pouch Machine / run4,labour_count,12,people,2026-08-14,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-14 / Pouch Machine / run4,other_manpower_count,0,people,2026-08-14,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-14 / Pouch Machine / run4,supervisor,Hardeep,name,2026-08-14,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-14 / Pouch Machine / run4,operator,Amit,name,2026-08-14,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-13 / 10 Head / run1,labour_count,18,people,2026-08-13,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-13 / 10 Head / run1,other_manpower_count,0,people,2026-08-13,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-13 / 10 Head / run1,supervisor,Ravi,name,2026-08-13,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-13 / 10 Head / run1,operator,Ajeet,name,2026-08-13,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-13 / 6 Head / run2,labour_count,17,people,2026-08-13,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-13 / 6 Head / run2,other_manpower_count,0,people,2026-08-13,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-13 / 6 Head / run2,supervisor,Ravi,name,2026-08-13,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-13 / 6 Head / run2,operator,Mukesh,name,2026-08-13,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-13 / 6 Head / run5,labour_count,18,people,2026-08-13,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-13 / 6 Head / run5,other_manpower_count,0,people,2026-08-13,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-13 / 6 Head / run5,supervisor,Ravi,name,2026-08-13,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-13 / 6 Head / run5,operator,Mukesh,name,2026-08-13,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-13 / Clear Pack / run4,labour_count,18,people,2026-08-13,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-13 / Clear Pack / run4,other_manpower_count,0,people,2026-08-13,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-13 / Clear Pack / run4,supervisor,Ravi,name,2026-08-13,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-13 / Clear Pack / run4,operator,Rupesh,name,2026-08-13,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-13 / JP Machine / run3,labour_count,18,people,2026-08-13,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-13 / JP Machine / run3,other_manpower_count,0,people,2026-08-13,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-13 / JP Machine / run3,supervisor,Ravi,name,2026-08-13,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-13 / JP Machine / run3,operator,Sudesh pradhan,name,2026-08-13,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-12 / 10 Head / run1,labour_count,18,people,2026-08-12,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-12 / 10 Head / run1,other_manpower_count,0,people,2026-08-12,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-12 / 10 Head / run1,supervisor,Ravi,name,2026-08-12,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-12 / 10 Head / run1,operator,Ajeet,name,2026-08-12,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-12 / 6 Head / run4,labour_count,17,people,2026-08-12,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-12 / 6 Head / run4,other_manpower_count,0,people,2026-08-12,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-12 / 6 Head / run4,supervisor,Ravi,name,2026-08-12,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-12 / 6 Head / run4,operator,Mukesh,name,2026-08-12,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-12 / 6 Head / run5,labour_count,18,people,2026-08-12,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-12 / 6 Head / run5,other_manpower_count,0,people,2026-08-12,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-12 / 6 Head / run5,supervisor,Ravi,name,2026-08-12,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-12 / 6 Head / run5,operator,Mukesh,name,2026-08-12,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-12 / Clear Pack / run3,labour_count,18,people,2026-08-12,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-12 / Clear Pack / run3,other_manpower_count,0,people,2026-08-12,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-12 / Clear Pack / run3,supervisor,Ravi,name,2026-08-12,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-12 / Clear Pack / run3,operator,Rupesh,name,2026-08-12,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-12 / JP Machine / run2,labour_count,18,people,2026-08-12,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-12 / JP Machine / run2,other_manpower_count,0,people,2026-08-12,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-12 / JP Machine / run2,supervisor,Ravi,name,2026-08-12,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-12 / JP Machine / run2,operator,Sudesh pradhan,name,2026-08-12,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-11 / 10 Head / run1,labour_count,17,people,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-11 / 10 Head / run1,other_manpower_count,0,people,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-11 / 10 Head / run1,supervisor,Ravi,name,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-11 / 10 Head / run1,operator,Ajeet,name,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-11 / 6 Head / run2,labour_count,18,people,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-11 / 6 Head / run2,other_manpower_count,0,people,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-11 / 6 Head / run2,supervisor,Ravi,name,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-11 / 6 Head / run2,operator,Mukesh,name,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-11 / 6 Head / run5,labour_count,17,people,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-11 / 6 Head / run5,other_manpower_count,0,people,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-11 / 6 Head / run5,supervisor,Ravi,name,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-11 / 6 Head / run5,operator,Mukesh,name,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-11 / Clear Pack / run4,labour_count,18,people,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-11 / Clear Pack / run4,other_manpower_count,0,people,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-11 / Clear Pack / run4,supervisor,Ravi,name,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-11 / Clear Pack / run4,operator,Rupesh,name,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,
