grain,source_endpoint,plan_month,month_label,month_absid,upload_id,version,is_latest,uploaded_by,uploaded_at,source_file,source_row,row_id,item_code,sap_item_exists,sap_item_name,sap_u_sub_group,sap_u_type,sap_u_variety,sap_inventory_uom,sap_qty_on_stock,brand,head,category,sub_category,sku,per_ltrs,ltrs_per_box,case_pack,commodity_monthly,commodity_w1,commodity_w2,commodity_w3,commodity_w4,premium_monthly,premium_w1,premium_w2,premium_w3,premium_w4,ecom_planning,monthly_planning,total_planning,quantity
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,123,120,FG0000232,YES,SO OLIVE OIL 5 LTR 4 PCS,BLENDED,PREMIUM,SO OLIVE,PCS,128,SO OLIVE,COMMODITY,OLIVE,SO OLIVE,SO OLIVE OIL 5 LTR 4 PCS,5.000,20.000,4.000,2000.00,500.00,500.00,500.00,500.00,0.00,0.00,0.00,0.00,0.00,15000.00,2000.00,17000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,51,48,FG0000228,YES,SO OLIVE OIL 1 LTR 16 PCS,BLENDED,PREMIUM,SO OLIVE,PCS,776,SO OLIVE,OTHER PREMIUM,BLENDED,SO OLIVE,SO OLIVE OIL 1 LTR 16 PCS,1.000,16.000,16.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15000.00,0.00,15000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,6,3,FG0000328,YES,SANO POMACE OLIVE 200 LTR 1 PCS,OLIVE,PREMIUM,POMACE,PCS,10,SANO,PREMIUM,POMACE,JIVO POMACE,SANO POMACE OLIVE 200 LTR 1 PCS,200.000,200.000,1.000,0.00,0.00,0.00,0.00,0.00,15000.00,3750.00,3750.00,3750.00,3750.00,0.00,15000.00,15000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,102,99,FG0000379,YES,MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE,MUSTARD,COMMODITY,MUSTARD KACCHI GHANI,PCS,118,JIVO,COMMODITY,MUSTARD,JIVO MUSTARD,MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE,1.000,20.000,20.000,15000.00,3750.00,3750.00,3750.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,15000.00,15000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,110,107,FG0000012,YES,MUSTARD PAKKI GHANI 5 LTR 4 PCS,MUSTARD,COMMODITY,MUSTARD PAKKI GHANI,PCS,1869,JIVO,COMMODITY,MUSTARD,MUSTARD PK,MUSTARD PAKKI GHANI 5 LTR 4 PCS,5.000,20.000,4.000,12000.00,3000.00,3000.00,3000.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,12000.00,12000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,122,119,FG0000029,YES,MUSTARD PAKKI GHANI 2 LTR 10 PCS,MUSTARD,COMMODITY,MUSTARD PAKKI GHANI,PCS,2160,JIVO,COMMODITY,MUSTARD,MUSTARD PK,MUSTARD PAKKI GHANI 2 LTR 10 PCS,2.000,20.000,10.000,12000.00,3000.00,3000.00,3000.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,12000.00,12000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,25,22,FG0000021,YES,REFINED OIL 1 LTR POUCH 12 PCS,CANOLA,PREMIUM,REFINED,PCS,6229,JIVO,PREMIUM,CANOLA,JIVO CANOLA,REFINED OIL 1 LTR POUCH 12 PCS,1.000,12.000,12.000,0.00,0.00,0.00,0.00,0.00,3000.00,750.00,750.00,750.00,750.00,8000.00,3000.00,11000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,44,41,FG0000074,YES,EXTRA VIRGIN OLIVE 5 LTR TIN 4 PCS IMPORTED,OLIVE,PREMIUM,EXTRA VIRGIN,PCS,1288,JIVO,PREMIUM,EXTRA VIRGIN,EXTRA VIRGIN,EXTRA VIRGIN OLIVE 5 LTR TIN 4 PCS IMPORTED,5.000,20.000,4.000,0.00,0.00,0.00,0.00,0.00,5000.00,1250.00,1250.00,1250.00,1250.00,5000.00,5000.00,10000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,137,134,FG0000132,YES,RICE BRAN OIL 15 LTR,RICE BRAN,COMMODITY,REFINED,PCS,0,JIVO,COMMODITY,RICE BRAN,JIVO RICE BRAN,RICE BRAN OIL 15 LTR,15.000,15.000,1.000,10000.00,2500.00,2500.00,2500.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,10000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,43,40,FG0000189,YES,ZANO POMACE OLIVE 1 LTR 16 PCS,OLIVE,PREMIUM,POMACE,PCS,1677,ZANO,PREMIUM,POMACE,ZANO POMACE,ZANO POMACE OLIVE 1 LTR 16 PCS,1.000,16.000,16.000,0.00,0.00,0.00,0.00,0.00,10000.00,2500.00,2500.00,2500.00,2500.00,0.00,10000.00,10000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,136,133,FG0000445,YES,RICE BRAN OIL 15 KG,RICE BRAN,COMMODITY,REFINED,PCS,0,JIVO,COMMODITY,RICE BRAN,JIVO RICE BRAN,RICE BRAN OIL 15 KGS,16.484,16.484,1.000,10000.00,2500.00,2500.00,2500.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,10000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,125,122,FG0000114,YES,POMACE OLIVE 2 LTR 10 PCS HANDLE,OLIVE,PREMIUM,POMACE,PCS,262,JIVO,PREMIUM,POMACE,JIVO POMACE,POMACE OLIVE 2 LTR 10 PCS HANDLE,2.000,20.000,10.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8000.00,0.00,8000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,81,78,FG0000158,YES,REFINED COTTON SEED OIL 15 LTR,COTTON SEED,COMMODITY,REFINED,PCS,0,JIVO,COMMODITY,COTTONSEED,COTTONSEED,REFINED COTTON SEED OIL 15 LTR,15.000,15.000,1.000,8000.00,2000.00,2000.00,2000.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,8000.00,8000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,11,8,FG0000367,YES,SANO POMACE OLIVE OIL 15 L,OLIVE,PREMIUM,POMACE,PCS,421,SANO,PREMIUM,POMACE,SANO POMACE,SANO POMACE OLIVE OIL 15 L,15.000,15.000,1.000,0.00,0.00,0.00,0.00,0.00,8000.00,2000.00,2000.00,2000.00,2000.00,0.00,8000.00,8000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,36,33,FG0000116,YES,EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS,COCONUT,PREMIUM,EXTRA VIRGIN,PCS,4,JIVO,PREMIUM,COCONUT,EV COCONUT,EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS,1.000,16.000,16.000,0.00,0.00,0.00,0.00,0.00,1000.00,250.00,250.00,250.00,250.00,5000.00,1000.00,6000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,127,124,FG0000372,YES,POMACE OLIVE 3 LTR TIN 2 PCS,OLIVE,PREMIUM,POMACE,PCS,34,JIVO,PREMIUM,POMACE,JIVO POMACE,POMACE OLIVE 3 LTR TIN 6 PCS,3.000,18.000,6.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,6000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,109,106,FG0000026,YES,MUSTARD KACCHI GHANI 15 LTR,MUSTARD,COMMODITY,MUSTARD KACCHI GHANI,PCS,0,JIVO,COMMODITY,MUSTARD,JIVO MUSTARD,MUSTARD KACCHI GHANI 15 LTR,15.000,15.000,1.000,5000.00,1250.00,1250.00,1250.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,5000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,72,69,FG0000035,YES,COLD PRESS 500 MLS 24 PCS,CANOLA,PREMIUM,COLD PRESS,PCS,984,JIVO,PREMIUM,CANOLA,JIVO CANOLA,COLD PRESS 500 MLS 24 PCS,0.500,12.000,24.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,5000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,20,17,FG0000070,YES,COLD PRESS 2 LTR 10 PCS HANDLE,CANOLA,PREMIUM,COLD PRESS,PCS,2506,JIVO,PREMIUM,CANOLA,JIVO CANOLA,COLD PRESS 2 LTR 10 PCS HANDLE,2.000,20.000,10.000,0.00,0.00,0.00,0.00,0.00,5000.00,1250.00,1250.00,1250.00,1250.00,0.00,5000.00,5000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,60,57,FG0000088,YES,COLD PRESS 1 LTR +1 LTR COMBO 10 SET PLAIN,CANOLA,PREMIUM,COLD PRESS,PCS,1697,JIVO,PREMIUM,CANOLA,JIVO CANOLA,COLD PRESS 1 LTR +1 LTR COMBO 10 SET PLAIN,2.000,20.000,10.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,5000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,175,172,FG0000440,YES,FIRST PRESSED SUNFLOWER OIL 1 LTR 20 PCS,SUNFLOWER,COMMODITY,COLD PRESS,PCS,0,JIVO,COMMODITY,SUNFLOWER,JIVO SUNFLOWER,FIRST PRESSED SUNFLOWER OIL 1 LTR 20 PCS,1.000,20.000,20.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,5000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,174,171,FG0000443,YES,FIRST PRESSED MUSTARD OIL 1 LTR 20 PCS,MUSTARD,COMMODITY,MUSTARD KACCHI GHANI,PCS,95,JIVO,COMMODITY,MUSTARD,MUSTARD,FIRST PRESSED MUSTARD OIL 1 LTR 20 PCS,1.000,20.000,20.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,5000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,177,174,FG0000448,YES,MUSTARD KACHI GHANI 500 ML 24 PCS,MUSTARD,COMMODITY,MUSTARD KACCHI GHANI,PCS,0,JIVO,COMMODITY,MUSTARD,MUSTARD,MUSTARD KACHI GHANI 500 ML 24 PCS,0.500,12.000,24.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,5000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,176,173,FG0000449,YES,MUSTARD KACHI GHANI 200 ML 70 PCS,MUSTARD,COMMODITY,MUSTARD KACCHI GHANI,PCS,0,JIVO,COMMODITY,MUSTARD,MUSTARD,MUSTARD KACHI GHANI 200 ML 35 PCS,0.200,7.000,35.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,5000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,178,175,FG0000451,YES,COLD PRESS SUNFLOWER OIL 200 ML 70 PCS,SUNFLOWER,PREMIUM,COLD PRESS,PCS,0,JIVO,COMMODITY,SUNFLOWER,JIVO SUNFLOWER,COLD PRESS SUNFLOWER OIL 200 ML 35 PCS,0.200,7.000,35.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,5000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,173,170,FG0000452,YES,SESAME OIL 500 MLS 12 PCS,SESAME,PREMIUM,SESAME,PCS,0,JIVO,OTHER PREMIUM,SESAME,SESAME,SESAME OIL 500 MLS 12 PCS,0.500,6.000,12.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,5000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,179,176,FG0000454,YES,COLD PRESS GROUNDNUT 500 MLS 24 PCS,GROUNDNUT,PREMIUM,COLD PRESS,PCS,576,JIVO,OTHER PREMIUM,GROUNDNUT,JIVO GROUNDNUT,COLD PRESS GROUNDNUT 500 MLS 24 PCS,0.500,12.000,24.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,5000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,61,58,FG0000362,YES,LA RASOI COLD PRESSED CANOLA OIL 2 LTR 10 PCS HANDLE,CANOLA,PREMIUM,COLD PRESS,PCS,30,LA RASOI,PREMIUM,CANOLA,LA RASOI CANOLA,LA RASOI COLD PRESSED CANOLA OIL 2 LTR 10 PCS HANDLE,2.000,20.000,10.000,0.00,0.00,0.00,0.00,0.00,4000.00,4000.00,0.00,0.00,0.00,0.00,4000.00,4000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,112,109,FG0000363,YES,LA RASOI COLD PRESSED MUSTARD KACHI GHANI OIL 2 LTR 10 PCS HANDLE,MUSTARD,COMMODITY,MUSTARD KACCHI GHANI,PCS,0,LA RASOI,COMMODITY,MUSTARD,LA RASOI MUSTARD,LA RASOI COLD PRESSED MUSTARD KACHI GHANI OIL 2 LTR 10 PCS HANDLE,2.000,20.000,10.000,4000.00,1000.00,1000.00,1000.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,4000.00,4000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,45,42,FG0000187,YES,ZANO EXTRA VIRGIN OLIVE1 LTR 16 PCS,OLIVE,PREMIUM,EXTRA VIRGIN,PCS,1232,ZANO,PREMIUM,EXTRA VIRGIN,ZANO EXTRA VIRGIN,ZANO EXTRA VIRGIN OLIVE1 LTR 16 PCS,1.000,16.000,16.000,0.00,0.00,0.00,0.00,0.00,3000.00,750.00,750.00,750.00,750.00,0.00,3000.00,3000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,86,83,FG0000370,YES,EXTRA LIGHT OLIVE 3 LTR TIN 2 PCS,OLIVE,PREMIUM,EXTRA LIGHT,PCS,79,JIVO,PREMIUM,EXTRA LIGHT,EXTRA LIGHT,EXTRA LIGHT OLIVE 3 LTR TIN 6 PCS,3.000,18.000,6.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3000.00,0.00,3000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,118,115,FG0000137,YES,SANO MUSTARD OIL 5 LTR 4 PCS,MUSTARD,COMMODITY,MUSTARD KACCHI GHANI,PCS,0,SANO,COMMODITY,MUSTARD,SANO MUSTARD,SANO MUSTARD OIL 5 LTR 4 PCS,5.000,20.000,4.000,2000.00,500.00,500.00,500.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,91,88,FG0000155,YES,EXTRA VIRGIN 2 LTR 10 PCS HANDLE,OLIVE,PREMIUM,EXTRA VIRGIN,PCS,660,JIVO,PREMIUM,EXTRA VIRGIN,EXTRA VIRGIN,EXTRA VIRGIN 2 LTR 10 PCS HANDLE,2.000,20.000,10.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,0.00,2000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,48,45,FG0000006,YES,POMACE OLIVE 200 LTR 1 PCS,OLIVE,PREMIUM,POMACE,DRM,2,JIVO,PREMIUM,POMACE,POMACE,POMACE OLIVE 200 LTR 1 PCS,200.000,200.000,1.000,0.00,0.00,0.00,0.00,0.00,1000.00,250.00,250.00,250.00,250.00,0.00,1000.00,1000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,47,44,FG0000352,YES,SESAME OIL (TOASTED) 500 MLS 12 PCS,SESAME,PREMIUM,SESAME,PCS,897,JIVO,OTHER PREMIUM,SESAME,SESAME,SESAME OIL (TOASTED) 500 MLS 12 PCS,0.500,6.000,12.000,0.00,0.00,0.00,0.00,0.00,1000.00,250.00,250.00,250.00,250.00,0.00,1000.00,1000.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,38,35,FG0000039,YES,EXTRA LIGHT OLIVE 500 MLS 24 PCS,OLIVE,PREMIUM,EXTRA LIGHT,PCS,1234,JIVO,PREMIUM,EXTRA LIGHT,JIVO EL,EXTRA LIGHT OLIVE 500 MLS 24 PCS,0.500,12.000,24.000,0.00,0.00,0.00,0.00,0.00,500.00,125.00,125.00,125.00,125.00,0.00,500.00,500.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,49,46,FG0000112,YES,EXTRA VIRGIN OLIVE 250 MLS 4 PCS,OLIVE,PREMIUM,EXTRA VIRGIN,PCS,1644,JIVO,PREMIUM,EXTRA VIRGIN,EXTRA VIRGIN,EXTRA VIRGIN OLIVE 250 MLS 4 PCS,0.250,1.000,4.000,0.00,0.00,0.00,0.00,0.00,500.00,125.00,125.00,125.00,125.00,0.00,500.00,500.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,37,34,FG0000157,YES,EXTRA VIRGIN COCONUT OIL 500 MLS 24 PCS,COCONUT,PREMIUM,EXTRA VIRGIN,PCS,1024,JIVO,PREMIUM,COCONUT,EV COCONUT,EXTRA VIRGIN COCONUT OIL 500 MLS 24 PCS,0.500,12.000,24.000,0.00,0.00,0.00,0.00,0.00,500.00,125.00,125.00,125.00,125.00,0.00,500.00,500.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,50,47,FG0000282,YES,EXTRA VIRGIN COCONUT OIL 200 MLS 6 PCS,COCONUT,PREMIUM,EXTRA VIRGIN,PCS,1582,JIVO,PREMIUM,COCONUT,COCONUT,EXTRA VIRGIN COCONUT OIL 200 MLS 6 PCS,0.200,1.200,6.000,0.00,0.00,0.00,0.00,0.00,500.00,125.00,125.00,125.00,125.00,0.00,500.00,500.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,184,181,FG0000381,YES,EXTRA VIRGIN OLIVE OIL 10ML,OLIVE,PREMIUM,EXTRA VIRGIN,PCS,1395,JIVO,PREMIUM,EXTRA VIRGIN,EXTRA VIRGIN,EXTRA VIRGIN OLIVE OIL 10ML,0.010,0.010,1.000,0.00,0.00,0.00,0.00,0.00,300.00,300.00,0.00,0.00,0.00,0.00,300.00,300.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,70,67,FG0000002,YES,COLD PRESS 5 LTR + COLD PRESS 1 LTR 4 PCS,CANOLA,PREMIUM,COLD PRESS,PCS,20,JIVO,PREMIUM,CANOLA,JIVO CANOLA,COLD PRESS 5 LTR + COLD PRESS 1 LTR 4 PCS,5.000,20.000,4.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,26,23,FG0000003,YES,COLD PRESS 5 LTR + EXTRA LIGHT OLIVE 1 LTR 4 PCS,CANOLA,PREMIUM,COLD PRESS,PCS,768,JIVO,PREMIUM,CANOLA,JIVO CANOLA,COLD PRESS 5 LTR + EXTRA LIGHT OLIVE 1 LTR 4 PCS,5.000,20.000,4.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,17,14,FG0000013,YES,REFINED OIL 1000 MLS,CANOLA,PREMIUM,REFINED,PCS,9.55,JIVO,PREMIUM,CSD,JIVO CANOLA,REFINED OIL 1000 MLS,20.000,20.000,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,132,129,FG0000014,YES,MINIATURE OLIVE 100 MLS 24 PCS,OLIVE,PREMIUM,MINIATURE,PCS,4898,JIVO,PREMIUM,PURE,OLIVE,MINIATURE OLIVE 100 MLS 24 PCS,0.100,2.400,24.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,15,12,FG0000016,YES,REFINED OIL 2 LTR,CANOLA,PREMIUM,REFINED,PCS,24,JIVO,PREMIUM,CSD,JIVO CANOLA,REFINED OIL 2 LTR,20.000,20.000,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
