code,name,kind,uom,factory_qty,sap_qty,exim_tank_qty,chosen_qty,source,warehouses,at_zero,notes
PM0000411,CARTON 1 LTR 20 PCS PET 26GM,PACKAGING,PCS,5480,5488,,5488,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=4480; GP-NM=978; GP-FG=30,no,"factory=end-of-1-Aug close; SAP=start-of-1-Aug open; delta -8 = net movement ON 1 Aug | outside allow-list: BH-PP 8938.2 (SAP-inactive, frozen (Daman: ignore)); BH-WST 1362.85 (wastage); PB-ST 70 (not counted)"
PM0000421,LABEL 500 MLS EXTRA VIRGIN OLIVE OIL FRONT,PACKAGING,PCS,0,0,,0,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),,YES,"outside allow-list: BH-PP 2003 (SAP-inactive, frozen (Daman: ignore)); BH-PC 135 (issued to production floor); BH-WST 119 (wastage) | AT ZERO - BLOCKS: FG0000161 from 2026-08-01 (568 pcs planned); FG0000397 from 2026-08-01 (18 pcs planned)"
PM0000422,LABEL 500 MLS EXTRA VIRGIN OLIVE OIL BACK,PACKAGING,PCS,0,0,,0,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),,YES,"outside allow-list: BH-PP 2003 (SAP-inactive, frozen (Daman: ignore)); BH-PC 135 (issued to production floor); BH-WST 119 (wastage) | AT ZERO - BLOCKS: FG0000161 from 2026-08-01 (568 pcs planned); FG0000397 from 2026-08-01 (18 pcs planned)"
PM0000427,LABEL 5 LTR GROUNDNUT FRONT,PACKAGING,PCS,21800,21800,,21800,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=21800,no,"outside allow-list: BH-PC 11699 (issued to production floor); BH-PP 2088 (SAP-inactive, frozen (Daman: ignore)); BH-WST 1132 (wastage); BH-PF 4 (not counted)"
PM0000428,LABEL 5 LTR GROUNDNUT BACK,PACKAGING,PCS,21800,21800,,21800,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=21800,no,"outside allow-list: BH-PC 10694 (issued to production floor); BH-PP 3083 (SAP-inactive, frozen (Daman: ignore)); BH-WST 1146 (wastage); BH-PF 4 (not counted)"
PM0000430,LABEL 15 LTR REFINED COTTON SEED,PACKAGING,PCS,4070,4070,,4070,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-NM=3070; GP-NM=1000,no,"outside allow-list: BH-PP 7096 (SAP-inactive, frozen (Daman: ignore)); PB-ST 35 (not counted)"
PM0000465,LABEL 13 KGS REFINED COTTON SEED OIL,PACKAGING,PCS,12300,12300,,12300,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=12300,no,"outside allow-list: BH-PP 9838 (SAP-inactive, frozen (Daman: ignore)); BH-PC 1207 (issued to production floor); BH-PF 3 (not counted)"
PM0000466,LABEL 13 KGS REFINED SOYBEAN OIL,PACKAGING,PCS,4672,4672,,4672,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),GP-NM=4170; GP-FG=502,no,"outside allow-list: BH-PP 16599 (SAP-inactive, frozen (Daman: ignore)); BH-PC 8361 (issued to production floor); BH-WST 935 (wastage); PB-JP 50 (not counted)"
PM0000468,CAPS 5 LTR GREEN,PACKAGING,PCS,5297,5297,,5297,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),GP-NM=5297,no,outside allow-list: BH-PC 21408 (issued to production floor); BH-WST 4632 (wastage); BH-PF 3 (not counted)
PM0000469,CAPS 5 LTR BROWN,PACKAGING,PCS,3745,0,,0,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),,YES,"factory=end-of-1-Aug close; SAP=start-of-1-Aug open; delta 3745 = net movement ON 1 Aug | outside allow-list: BH-PP 74068 (SAP-inactive, frozen (Daman: ignore)); BH-PC 17420 (issued to production floor); BH-WST 5000 (wastage); BH-PF 8 (not counted) | AT ZERO - BLOCKS: FG0000011 from 2026-08-01 (12,500 pcs planned); FG0000143 from 2026-08-01 (19,091 pcs planned)"
PM0000470,CAPS 5 LTR ORANGE,PACKAGING,PCS,2885,2885,,2885,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),GP-NM=2885,no,"outside allow-list: BH-PP 21304 (SAP-inactive, frozen (Daman: ignore)); BH-PC 8718 (issued to production floor); BH-WST 1675 (wastage); BH-PF 12 (not counted)"
PM0000498,PET BOTTLE 500 MLS 34 GMS GREEN,PACKAGING,PCS,0,0,,0,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),,YES,"outside allow-list: BH-PC 7129 (issued to production floor); BH-PP 654 (SAP-inactive, frozen (Daman: ignore)); BH-WST 119 (wastage); BH-PF 9 (not counted) | AT ZERO - BLOCKS: FG0000161 from 2026-08-01 (568 pcs planned); FG0000397 from 2026-08-01 (18 pcs planned)"
PM0000499,LABEL 1 LTR EXTRA VIRGIN FRONT ZANO,PACKAGING,PCS,3150,3150,,3150,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=3150,no,"outside allow-list: BH-PP 1500 (SAP-inactive, frozen (Daman: ignore)); BH-WST 2 (wastage)"
PM0000500,LABEL 1 LTR EXTRA VIRGIN BACK ZANO,PACKAGING,PCS,3150,3150,,3150,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=3150,no,"outside allow-list: BH-PP 1500 (SAP-inactive, frozen (Daman: ignore)); BH-PC 2 (issued to production floor)"
PM0000506,CAPS 1 & 2 LTR FULL GREEN PLAIN,PACKAGING,PCS,26131,26131,,26131,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),GP-NM=26131,no,"outside allow-list: BH-PP 43976 (SAP-inactive, frozen (Daman: ignore)); BH-PC 9206 (issued to production floor); BH-WST 3603 (wastage)"
PM0000517,PET BOTTLE 1 LTR 75 GMS,PACKAGING,PCS,15276,15276,,15276,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),GP-PM=12144; GP-NM=1579; BH-BS=1553,no,"outside allow-list: BH-PC 4255 (issued to production floor); BH-PP 3409 (SAP-inactive, frozen (Daman: ignore)); BH-WST 1080 (wastage); BH-FG 26 (not counted)"
PM0000535,LABEL 5 LTR COLD PRESS BACK 994,PACKAGING,PCS,32448,32448,,32448,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=31950; GP-NM=498,no,outside allow-list: BH-PC 10141.2 (issued to production floor); BH-WST 2455.8 (wastage); BH-PF 4 (not counted)
PM0000567,CAPS 1 LTR WHITE AND ORANGE (SMALL) PLAIN,PACKAGING,PCS,205000,205000,,205000,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-BS=205000,no,"outside allow-list: BH-PC 48855 (issued to production floor); BH-PP 12928 (SAP-inactive, frozen (Daman: ignore)); BH-WST 2525 (wastage)"
PM0000593,TIN 15 KGS/LTR MULTI CP KACCHI GHANI MUSTARD OIL  PRINTED,PACKAGING,PCS,92,92,,92,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),GP-NM=84; GP-FG=8,no,"outside allow-list: BH-PC 1011 (issued to production floor); BH-WST 83 (wastage); BH-PP 66 (SAP-inactive, frozen (Daman: ignore)); PB-JP 3 (not counted)"
PM0000594,PREFORM 40 GMS 36 MM,PACKAGING,PCS,281122,191122,,191122,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-BS=162600; BH-SDL=28522,no,"BOM level 2 | factory=end-of-1-Aug close; SAP=start-of-1-Aug open; delta 90000 = net movement ON 1 Aug | outside allow-list: BH-PP 17050 (SAP-inactive, frozen (Daman: ignore))"
PM0000609,LABEL 15 KGS REFINED SOYBEAN OIL PCS,PACKAGING,PCS,34589,34589,,34589,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=22900; GP-FG=9500; GP-NM=2189,no,"outside allow-list: BH-PP 3360 (SAP-inactive, frozen (Daman: ignore)); BH-WST 17 (wastage)"
PM0000629,CARTON TIN TOP,PACKAGING,PCS,14754,14754,,14754,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=11200; GP-FG=3554,no,"outside allow-list: BH-PC 6230 (issued to production floor); BH-PP 3151 (SAP-inactive, frozen (Daman: ignore)); BH-WST 630 (wastage)"
PM0000632,CARTON 5 LTR TIN OLIVE 4 PCS SANO,PACKAGING,PCS,2196,2196,,2196,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=1656; GP-NM=540,no,"outside allow-list: BH-PP 2802.745 (SAP-inactive, frozen (Daman: ignore)); BH-WST 170.75 (wastage); BH-PC 101.25 (issued to production floor); BH-FG 0.005 (not counted)"
PM0000634,CARTON 1 LTR 20 PCS SANO,PACKAGING,PCS,2586,2586,,2586,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=2582; GP-NM=4,no,"outside allow-list: BH-PP 4883.2 (SAP-inactive, frozen (Daman: ignore)); BH-PC 575 (issued to production floor); BH-WST 524.8 (wastage); PB-ST 176 (not counted)"
PM0000660,TIN STRIP,PACKAGING,KGS,920.004,920.004,,920.004,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=864; GP-NM=56; BH-BS=0.004,no,"outside allow-list: BH-PP 257.517 (SAP-inactive, frozen (Daman: ignore)); BH-PC 104.383 (issued to production floor); BH-WST 5.474 (wastage); BH-GR 0.006 (not counted)"
PM0000690,LABEL 1 LTR PRESSED SESAME OIL FRONT,PACKAGING,PCS,3000,3000,,3000,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=3000,no,"outside allow-list: BH-PC 3879 (issued to production floor); BH-PP 2219 (SAP-inactive, frozen (Daman: ignore)); BH-WST 440 (wastage)"
PM0000691,LABEL 1 LTR PRESSED SESAME OIL BACK,PACKAGING,PCS,3000,3000,,3000,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=3000,no,"outside allow-list: BH-PC 3779 (issued to production floor); BH-PP 2366 (SAP-inactive, frozen (Daman: ignore)); BH-WST 540 (wastage)"
PM0000722,CARTON 1 LTR 20 PCS PET 75 GM,PACKAGING,PCS,1949.005,1949.005,,1949.005,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=1237.005; GP-NM=702; GP-FG=10,no,"outside allow-list: BH-PP 378.77 (SAP-inactive, frozen (Daman: ignore)); BH-WST 48.9 (wastage); BH-PC 22.65 (issued to production floor)"
PM0000726,CAPS 1 & 2 LTR WHITE AND MINT-GREEN WITH LOGO SO,PACKAGING,PCS,18000,18000,,18000,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-BS=18000,no,"outside allow-list: BH-PC 8784 (issued to production floor); BH-WST 841 (wastage); BH-PP 149.5 (SAP-inactive, frozen (Daman: ignore))"
PM0000727,CAPS 1 & 2 LTR WHITE AND RED-ORANGE WITH LOGO YMO,PACKAGING,PCS,63000,66000,,66000,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-BS=66000,no,factory=end-of-1-Aug close; SAP=start-of-1-Aug open; delta -3000 = net movement ON 1 Aug | outside allow-list: BH-PC 1694 (issued to production floor); BH-WST 621 (wastage)
PM0000830,TIN 3 LTR POMACE OLIVE PRINTED,PACKAGING,PCS,1015,1017,,1017,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=1017,no,factory=end-of-1-Aug close; SAP=start-of-1-Aug open; delta -2 = net movement ON 1 Aug | outside allow-list: BH-PC 2 (issued to production floor); BH-FG 1 (not counted)
PM0000838,CARTON 2 LTR 10 PCS HANDLE BOTTLE PLAIN,PACKAGING,PCS,1902,1902,,1902,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=1890; GP-NM=12,no,"outside allow-list: BH-PP 61 (SAP-inactive, frozen (Daman: ignore)); BH-PC 33 (issued to production floor)"
PM0000851,PET BOTTLE 1 LTR 26 GM,PACKAGING,PCS,29406,29406,,29406,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=29406,no,outside allow-list: BH-PC 110367 (issued to production floor); BH-WST 43148 (wastage)
PM0000852,PREFORM 49.5 GMS 36 MM,PACKAGING,PCS,306883,267473,,267473,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-BS=220353; GP-NM=38400; BH-SDL=8720,no,"BOM level 2 | factory=end-of-1-Aug close; SAP=start-of-1-Aug open; delta 39410 = net movement ON 1 Aug | outside allow-list: BH-PP 4301 (SAP-inactive, frozen (Daman: ignore))"
PM0000864,LABEL 1 LTR CANOLA FRONT (NIRMAL RISHI),PACKAGING,PCS,25920,25920,,25920,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=22500; GP-NM=3420,no,outside allow-list: BH-PC 33920 (issued to production floor); BH-WST 2151 (wastage)
PM0000865,LABEL 200 ML CP GROUNDNUT OIL BACK,PACKAGING,PCS,48475,48475,,48475,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=44800; GP-NM=3675,no,outside allow-list: BH-PC 28520 (issued to production floor); BH-WST 1523 (wastage)
PM0000866,LABEL 200 ML CP GROUNDNUT OIL FRONT,PACKAGING,PCS,48475,48475,,48475,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=44800; GP-NM=3675,no,outside allow-list: BH-PC 28520 (issued to production floor); BH-WST 1523 (wastage)
PM0000868,LABEL 15 LTR SANO POMACE,PACKAGING,PCS,25,25,,25,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),GP-NM=25,no,outside allow-list: BH-PC 2022 (issued to production floor)
PM0000871,TIKKI BARCODE CSD 1 LTR COCONUT EV,PACKAGING,PCS,104,104,,104,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),GP-NM=104,no,outside allow-list: BH-PC 505 (issued to production floor)
PM0000873,TIKKI BARCODE CSD 1 LTR POMACE,PACKAGING,PCS,49,49,,49,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),GP-NM=49,no,outside allow-list: BH-PC 150 (issued to production floor)
PM0000874,TIKKI BARCODE CSD 1 LTR EV,PACKAGING,PCS,116,116,,116,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),GP-NM=116,no,outside allow-list: BH-PC 382 (issued to production floor)
PM0000875,TIKKI BARCODE CSD 500 ML EV,PACKAGING,PCS,72,72,,72,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),GP-NM=72,no,outside allow-list: BH-PC 150 (issued to production floor)
PM0000876,TIKKI BARCODE CSD EXTRA LIGHT 1 LTR,PACKAGING,PCS,104,104,,104,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),GP-NM=104,no,outside allow-list: BH-PC 166 (issued to production floor)
PM0000884,SHRINK POF ROLL KG,PACKAGING,KGS,745.2,745.2,,745.2,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=745.2,no,outside allow-list: BH-WST 248.219 (wastage); BH-PC 204.059 (issued to production floor); BH-GR 0.008 (not counted)
PM0000885,LABEL 869 GM CP MUSTARD OIL FRONT,PACKAGING,PCS,20000,20000,,20000,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=20000,no,outside allow-list: BH-PC 34090 (issued to production floor); BH-WST 1670 (wastage)
PM0000886,LABEL 869 GM CP MUSTARD OIL BACK,PACKAGING,PCS,20000,20000,,20000,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=20000,no,outside allow-list: BH-PC 33580 (issued to production floor); BH-WST 2180 (wastage)
PM0000890,LABEL 12 KG REFINED SOYABEAN OIL,PACKAGING,PCS,0,0,,0,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),,YES,"outside allow-list: BH-PC 343 (issued to production floor); BH-WST 27 (wastage) | AT ZERO - BLOCKS: FG0000442 from 2026-08-05 (7,584 pcs planned)"
PM0000891,POUCH SOYABEAN MULTI  KGS,PACKAGING,KGS,3470,3470,,3470,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=3470,no,outside allow-list: BH-PC 843.8217 (issued to production floor); BH-WST 61.698 (wastage); BH-GR 0.0039 (not counted)
PM0000900,LABEL 200 ML CP KACHI GHANI FRONT,PACKAGING,PCS,51000,51000,,51000,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=51000,no,outside allow-list: BH-PC 23230 (issued to production floor); BH-WST 300 (wastage)
PM0000901,LABEL 200 ML CP KACHI GHANI BACK,PACKAGING,PCS,51000,51000,,51000,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-PM=51000,no,outside allow-list: BH-PC 23250 (issued to production floor); BH-WST 280 (wastage)
RM0000001,LOOSE REFINED OLIVE OIL,OIL,LTR,67998.3407,67998.3407,,67998.3407,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-LO=67998.3407,no,"synonym-merged [RM0000001=67998.3407 + RM0000052=0] | WARNING: alias holds 294992.5245 in BH-OT (Param, NOT ours) - excluded here; merging synonyms without the godown allow-list would add it wrongly | outside allow-list: BH-OT 294992.5245 (Param, not ours); BH-PC 48089.5809 (issued to production floor); BH-WST 637.8846 (wastage); BH-GR 0.0041 (not counted)"
RM0000002,CANOLA COLD PRESS LOOSE OIL OLD,OIL,LTR,15781.1356,15781.1356,,15781.1356,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-LO=15781.1356,no,synonym-merged [RM0000002=15781.1356 + RM0000035=0] | has own BOM (MAKE) | outside allow-list: BH-PC 7457.05 (issued to production floor); BH-PF 0.5 (not counted)
RM0000003,MUSTARD LOOSE OIL,OIL,LTR,144060.2138,102917.3978,,102917.3978,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-LO=102917.3978,no,factory=end-of-1-Aug close; SAP=start-of-1-Aug open; delta 41142.816 = net movement ON 1 Aug | outside allow-list: BH-PC 3700.416 (issued to production floor); BH-WST 1049.034 (wastage); BH-PF 2 (not counted)
RM0000009,REFINED SUNFLOWER OIL,OIL,LTR,9946.45,9931.45,,9931.45,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-LO=9931.45,no,factory=end-of-1-Aug close; SAP=start-of-1-Aug open; delta 15 = net movement ON 1 Aug | outside allow-list: BH-PC 24980.006 (issued to production floor); BH-PF 1 (not counted); BH-GR 0.008 (not counted)
RM0000011,GROUNDNUT LOOSE OIL,OIL,LTR,273947.6988,228123.5688,,228123.5688,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-LO=228123.5688,no,synonym-merged [RM0000011=3847.9758 + RM0000066=224275.593] | WARNING: 98.3% of this material sits under the ALIAS code - not merging would understate it by 224275.593 | factory=end-of-1-Aug close; SAP=start-of-1-Aug open; delta 45824.13 = net movement ON 1 Aug | outside allow-list: BH-PC 12413.1091 (issued to production floor); BH-WST 55 (wastage); BH-SC 6 (not counted)
RM0000013,POMACE OLIVE LOOSE OIL IMPORTED,OIL,LTR,47221.9252,47221.9252,,47221.9252,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-LO=47221.9252,no,BOM level 2 | SO OLIVE blend component (blend-recipes.csv; RM0000040 has no SAP BOM)
RM0000015,LOOSE OIL COLD PRESS/REFINED,OIL,LTR,148595.2801,149584.2901,,149584.2901,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-LO=148595.2801; BH-GJ=989.01,no,BOM level 2 | SO OLIVE blend component (blend-recipes.csv; RM0000040 has no SAP BOM) | factory=end-of-1-Aug close; SAP=start-of-1-Aug open; delta -989.01 = net movement ON 1 Aug
RM0000016,CRUDE DEGUMMED RAPESEED OIL NEW,OIL,LTR,0,0,,0,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),,YES,synonym-merged [RM0000016=0 + RM0000062=0] | BOM level 2 | AT ZERO - no August-scheduled parent SKU (reached only via a sub-assembly)
RM0000025,SOYABEAN REFINED LOOSE OIL,OIL,LTR,136820.0891,90166.97,,90166.97,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-LO=90166.97,no,"factory=end-of-1-Aug close; SAP=start-of-1-Aug open; delta 46653.1191 = net movement ON 1 Aug | outside allow-list: BH-OT 66175.71 (Param, not ours); BH-PC 4460.1942 (issued to production floor); BH-WST 1265.729 (wastage); BH-PF 2 (not counted)"
RM0000030,REFINED COTTON OIL,OIL,LTR,1.9847,1.9847,,1.9847,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-LO=1.9847,no,outside allow-list: BH-PC 19.905 (issued to production floor)
RM0000036,COCUNUT RAW MATERIAL GIRI,RAW_MATERIAL,KGS,0,0,,0,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),,YES,BOM level 2 | AT ZERO - no August-scheduled parent SKU (reached only via a sub-assembly)
RM0000037,COCONUT EXTRA VIRGIN OIL,OIL,LTR,6031.4242,6036.4242,,6036.4242,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-LO=6036.4242,no,has own BOM (MAKE) | factory=end-of-1-Aug close; SAP=start-of-1-Aug open; delta -5 = net movement ON 1 Aug | outside allow-list: BH-PC 8.8 (issued to production floor)
RM0000040,SO OLIVE OIL,OIL,LTR,1537,1537,,1537,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-LO=1537,no,outside allow-list: BH-WST 7375 (wastage); BH-PC 163 (issued to production floor)
RM0000054,SEASAME OIL,OIL,LTR,2286.545,2286.545,,2286.545,SAP OINM rewind to start of 2026-08-01 (factory app agrees exactly at end-of-day),BH-LO=2286.545,no,outside allow-list: BH-WST 126 (wastage); BH-PC 20 (issued to production floor)
EXIM:RM00CCNT2B,COCONUT OIL 2B,EXIM_TANK_SEPARATE,LTR,,,600,600,EXIM /tank/ live 2026-08-31 (tank unchanged since before 1 Aug -> level valid for 1 Aug),tanks: TOT003,,"tank(s) last updated 2026-07-06 - level unchanged since before 1 Aug, so valid AS AT 1 Aug | EXIM shares NO item code with SAP - do NOT add to sap_qty."
EXIM:RM00CN,CANOLA,EXIM_TANK_SEPARATE,LTR,,,130500,,EXIM /tank/ live 2026-08-31,"tanks: TNK0025,TNK0028,TNK010",,"UNDATED - 1-Aug level UNRECOVERABLE (tank log is INWARD-only, no consumption rows; /stock-status/opening-stock/ is POST-only). This is the 2026-08-31 level. | EXIM shares NO item code with SAP - do NOT add to sap_qty."
EXIM:RM00CN2,CANOLA 2B,EXIM_TANK_SEPARATE,LTR,,,12000,,EXIM /tank/ live 2026-08-31,tanks: TNK001,,"UNDATED - 1-Aug level UNRECOVERABLE (tank log is INWARD-only, no consumption rows; /stock-status/opening-stock/ is POST-only). This is the 2026-08-31 level. | EXIM shares NO item code with SAP - do NOT add to sap_qty."
EXIM:RM00GNR,GROUNDNUT REFINED,EXIM_TANK_SEPARATE,LTR,,,25000,,EXIM /tank/ live 2026-08-31,tanks: TNK0024,,"UNDATED - 1-Aug level UNRECOVERABLE (tank log is INWARD-only, no consumption rows; /stock-status/opening-stock/ is POST-only). This is the 2026-08-31 level. | EXIM shares NO item code with SAP - do NOT add to sap_qty."
EXIM:RM00MDEO,MUSTARD DEO,EXIM_TANK_SEPARATE,LTR,,,44500,,EXIM /tank/ live 2026-08-31,tanks: TNK005,,"UNDATED - 1-Aug level UNRECOVERABLE (tank log is INWARD-only, no consumption rows; /stock-status/opening-stock/ is POST-only). This is the 2026-08-31 level. | EXIM shares NO item code with SAP - do NOT add to sap_qty."
EXIM:RM00P02,POMACE 2B,EXIM_TANK_SEPARATE,LTR,,,24000,,EXIM /tank/ live 2026-08-31,"tanks: TNK014,TNK016",,"UNDATED - 1-Aug level UNRECOVERABLE (tank log is INWARD-only, no consumption rows; /stock-status/opening-stock/ is POST-only). This is the 2026-08-31 level. | EXIM shares NO item code with SAP - do NOT add to sap_qty."
EXIM:RM00POM,POMACE,EXIM_TANK_SEPARATE,LTR,,,122000,,EXIM /tank/ live 2026-08-31,"tanks: TNK0023,TNK003,TNK006",,"UNDATED - 1-Aug level UNRECOVERABLE (tank log is INWARD-only, no consumption rows; /stock-status/opening-stock/ is POST-only). This is the 2026-08-31 level. | EXIM shares NO item code with SAP - do NOT add to sap_qty."
EXIM:RM00RBR,RICE BRAN REFINED,EXIM_TANK_SEPARATE,LTR,,,49000,,EXIM /tank/ live 2026-08-31,tanks: TNK0002,,"UNDATED - 1-Aug level UNRECOVERABLE (tank log is INWARD-only, no consumption rows; /stock-status/opening-stock/ is POST-only). This is the 2026-08-31 level. | EXIM shares NO item code with SAP - do NOT add to sap_qty."
EXIM:RM00SB,SOYABEAN,EXIM_TANK_SEPARATE,LTR,,,19000,,EXIM /tank/ live 2026-08-31,tanks: TNK0021,,"UNDATED - 1-Aug level UNRECOVERABLE (tank log is INWARD-only, no consumption rows; /stock-status/opening-stock/ is POST-only). This is the 2026-08-31 level. | EXIM shares NO item code with SAP - do NOT add to sap_qty."
EXIM:RM00SESM 2,SESAME 2,EXIM_TANK_SEPARATE,LTR,,,5500,,EXIM /tank/ live 2026-08-31,tanks: TNK020,,"UNDATED - 1-Aug level UNRECOVERABLE (tank log is INWARD-only, no consumption rows; /stock-status/opening-stock/ is POST-only). This is the 2026-08-31 level. | EXIM shares NO item code with SAP - do NOT add to sap_qty."
EXIM:RM00VCCNT,VIRGIN COCONUT OIL,EXIM_TANK_SEPARATE,LTR,,,10200,,EXIM /tank/ live 2026-08-31,tanks: TOT001,,"UNDATED - 1-Aug level UNRECOVERABLE (tank log is INWARD-only, no consumption rows; /stock-status/opening-stock/ is POST-only). This is the 2026-08-31 level. | EXIM shares NO item code with SAP - do NOT add to sap_qty."
EXIM:RM00YM,YELLOW MUSTARD,EXIM_TANK_SEPARATE,LTR,,,25000,,EXIM /tank/ live 2026-08-31,tanks: TNK011,,"UNDATED - 1-Aug level UNRECOVERABLE (tank log is INWARD-only, no consumption rows; /stock-status/opening-stock/ is POST-only). This is the 2026-08-31 level. | EXIM shares NO item code with SAP - do NOT add to sap_qty."
EXIM:RM0EL,EXTRA LIGHT,EXIM_TANK_SEPARATE,LTR,,,10000,,EXIM /tank/ live 2026-08-31,tanks: TNK019,,"UNDATED - 1-Aug level UNRECOVERABLE (tank log is INWARD-only, no consumption rows; /stock-status/opening-stock/ is POST-only). This is the 2026-08-31 level. | EXIM shares NO item code with SAP - do NOT add to sap_qty."
EXIM:RM0EL02,EXTRA LIGHT 2B,EXIM_TANK_SEPARATE,LTR,,,42000,,EXIM /tank/ live 2026-08-31,tanks: TNK007,,"UNDATED - 1-Aug level UNRECOVERABLE (tank log is INWARD-only, no consumption rows; /stock-status/opening-stock/ is POST-only). This is the 2026-08-31 level. | EXIM shares NO item code with SAP - do NOT add to sap_qty."
EXIM:RM0EV02,EXTRA VIRGIN 2B,EXIM_TANK_SEPARATE,LTR,,,14000,,EXIM /tank/ live 2026-08-31,tanks: TNK009,,"UNDATED - 1-Aug level UNRECOVERABLE (tank log is INWARD-only, no consumption rows; /stock-status/opening-stock/ is POST-only). This is the 2026-08-31 level. | EXIM shares NO item code with SAP - do NOT add to sap_qty."
