[2026-09-02T12:58:58.347Z] GET https://vercel.com/login → 200 (279ms, ?B)
[2026-09-02T12:59:00.293Z] GET https://vercel.com/api/www/avatar?s=160&u=dp605702-1914&dpl=dpl_DmMxXEsHKxiwbVbcmR1og1SkkWyy → 200 (341ms, 3209B)
[2026-09-02T12:59:00.416Z] POST https://vercel.com/api/stream/internal → pending (?ms, ?B)
[2026-09-02T12:59:00.635Z] GET https://vercel.com/_stream/external/cdn.sift.com/s.js → 200 (74ms, 22536B)
[2026-09-02T12:59:00.755Z] GET https://vercel.com/_stream/external/hexagon-analytics.com/images/479945.gif?bk=e0fb7b5a33&r=589398146&v=121&cs=UTF-8&h=vercel.com&l=en-US&S=40ead117b88684bbcfce8cbb766c3bfa&uu=030859c0-087c-471d-a146-5172876dc8de&t=Authorize%20App&u=https%3A%2F%2Fvercel.com%2Foauth%2Fdevice%3Fuser_code%3DRMSG-GJBT&ua=Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20HeadlessChrome%2F145.0.7632.6%20Safari%2F537.36&nm=0&mh=d41d8cd98f00b204e9800998ecf8427e&np=0&ph=d41d8cd98f00b204e9800998ecf8427e&sh=720&sw=1280&cd=24&p=MacIntel&to=-330&d=0&ce=true&tp=0&ol=true&pr=Gecko&ps=20030107&vd=Google%20Inc.&hc=10&je=false&ss=true&ls=true&in=true&db=false&tl=false&tr=false&ts=false&tb=false&ab=false&cf=12441b0f29196dac63ffa879ed40db10&sri=0&pf=36&inc=true&bn=Chrome&ow=1280&oh=720&wd=false&npe=denied&fph=d41d8cd98f00b204e9800998ecf8427e&fsh=1280&fsw=720&fcd=24&fp=MacIntel&ftp=0&fhc=10&fss=true&fls=true&fin=true&fad=124.04347624466754&fdm=8&fvf=&fcg=srgb&ffc=false&fm=0&fc=0&frm=false&fhdr=false&fmf=1b4539be02333d14ce0a07c372e6a7d4&fa=127&fte=false&fts=false&fce=true&fpdf=false&fl=cce16c45e622d9ceae4b626c9353ecec&ft=Asia/Calcutta&pfe=6&z=z → 200 (391ms, 1938B)
[2026-09-02T12:59:10.167Z] POST https://vercel.com/.well-known/otel/metrics → pending (?ms, ?B)
[2026-09-02T13:02:00.036Z] GET https://vercel.com/account → 200 (165ms, ?B)
[2026-09-02T13:02:00.205Z] GET https://vercel.com/_next/static/immutable/media/797e433ab948586e.p.1v5bejj26fx9h.woff2 → 200 (?ms, -3009B)
[2026-09-02T13:02:00.205Z] GET https://vercel.com/_next/static/immutable/media/Geist_Variable-s.p.2v-cf9syxr5ni.woff2 → 200 (?ms, -3009B)
[2026-09-02T13:02:00.212Z] GET https://vercel.com/_next/static/immutable/chunks/09b7duyzy2iy0.css → 200 (?ms, -2940B)
[2026-09-02T13:02:00.213Z] GET https://vercel.com/_next/static/immutable/chunks/2g2ilz99nicpn.css → 200 (?ms, -2940B)
[2026-09-02T13:02:00.213Z] GET https://vercel.com/_next/static/immutable/chunks/3-qb-ev6vlqj7.css → 200 (?ms, -2940B)
[2026-09-02T13:02:00.213Z] GET https://vercel.com/_next/static/immutable/chunks/0d1ylwbsfvw34.css → 200 (1ms, -2938B)
[2026-09-02T13:02:00.214Z] GET https://vercel.com/_next/static/immutable/chunks/0zqjlrh2-dbtl.css → 200 (?ms, -2959B)
[2026-09-02T13:02:00.214Z] GET https://vercel.com/_next/static/immutable/chunks/2wp_5i3ssno28.css → 200 (64ms, 2052B)
[2026-09-02T13:02:00.214Z] GET https://vercel.com/_next/static/immutable/chunks/404xibe_04287.css → 200 (51ms, 2387B)
[2026-09-02T13:02:00.214Z] GET https://vercel.com/_next/static/immutable/chunks/0ovknsmie53us.css → 200 (?ms, -2938B)
[2026-09-02T13:02:00.214Z] GET https://vercel.com/_next/static/immutable/chunks/16pihbfozsy1r.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.214Z] GET https://vercel.com/_next/static/immutable/chunks/0gkqer3o6_q53.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.214Z] GET https://vercel.com/_next/static/immutable/chunks/2ofc2wu54zqs5.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.215Z] GET https://vercel.com/_next/static/immutable/chunks/09bognj3n0dzk.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.215Z] GET https://vercel.com/_next/static/immutable/chunks/0dywe_av5ahyp.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.215Z] GET https://vercel.com/_next/static/immutable/chunks/turbopack-39jhl194si51o.js → 200 (?ms, -2981B)
[2026-09-02T13:02:00.215Z] GET https://vercel.com/_next/static/immutable/chunks/1ghl9030pk7z4.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.215Z] GET https://vercel.com/_next/static/immutable/chunks/2_5ijns-kh-p_.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.215Z] GET https://vercel.com/_next/static/immutable/chunks/1w1609r-r8kff.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.215Z] GET https://vercel.com/_next/static/immutable/chunks/4537enm2dilf3.js → 200 (1ms, -2951B)
[2026-09-02T13:02:00.216Z] GET https://vercel.com/_next/static/immutable/chunks/1j8i0k_22fxel.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.216Z] GET https://vercel.com/_next/static/immutable/chunks/232qzp3qy0bg2.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.216Z] GET https://vercel.com/_next/static/immutable/chunks/04dvo0vl-kkp7.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.216Z] GET https://vercel.com/_next/static/immutable/chunks/31czi5jev656m.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.216Z] GET https://vercel.com/_next/static/immutable/chunks/0-cuqjr_qip93.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.216Z] GET https://vercel.com/_next/static/immutable/chunks/1c_pb9t69gdyi.js → 200 (1ms, -2951B)
[2026-09-02T13:02:00.217Z] GET https://vercel.com/_next/static/immutable/chunks/2k41i9-2rtbll.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.217Z] GET https://vercel.com/_next/static/immutable/chunks/0fuj49c3r917c.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.217Z] GET https://vercel.com/_next/static/immutable/chunks/3_wwk6xcw86de.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.217Z] GET https://vercel.com/_next/static/immutable/chunks/351t4f4jr2fjt.js → 200 (1ms, -2951B)
[2026-09-02T13:02:00.218Z] GET https://vercel.com/_next/static/immutable/chunks/0dicr_a6c53ew.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.221Z] GET https://vercel.com/_next/static/immutable/chunks/0h3usadhjaiwk.js → 200 (1ms, -2951B)
[2026-09-02T13:02:00.222Z] GET https://vercel.com/_next/static/immutable/chunks/444vie017ums5.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.223Z] GET https://vercel.com/_next/static/immutable/chunks/3q08q1lb82g90.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.223Z] GET https://vercel.com/_next/static/immutable/chunks/18g1ndds6zbos.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.223Z] GET https://vercel.com/_next/static/immutable/chunks/3jm6q31_koox1.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.224Z] GET https://vercel.com/_next/static/immutable/chunks/2ciwgzn5-o1t9.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.224Z] GET https://vercel.com/_next/static/immutable/chunks/42m2cfg5ot1v4.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.224Z] GET https://vercel.com/_next/static/immutable/chunks/3tof1cg4uumvd.js → 200 (?ms, -2878B)
[2026-09-02T13:02:00.225Z] GET https://vercel.com/_next/static/immutable/chunks/3a9ya26s-qzd1.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.225Z] GET https://vercel.com/_next/static/immutable/chunks/2wfzna5t8z39c.js → 200 (?ms, -2878B)
[2026-09-02T13:02:00.225Z] GET https://vercel.com/_next/static/immutable/chunks/0t6pawz872gew.js → 200 (1ms, -2951B)
[2026-09-02T13:02:00.226Z] GET https://vercel.com/_next/static/immutable/chunks/3lithfpepcakb.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.226Z] GET https://vercel.com/_next/static/immutable/chunks/3ojvw07r2unpo.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.226Z] GET https://vercel.com/_next/static/immutable/chunks/1dkp8n54pkk1x.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.226Z] GET https://vercel.com/_next/static/immutable/chunks/3izttin3pk8vx.js → 200 (1ms, -2951B)
[2026-09-02T13:02:00.227Z] GET https://vercel.com/_next/static/immutable/chunks/2u3r97zvy3v66.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.227Z] GET https://vercel.com/_next/static/immutable/chunks/3vc4fyukjntiz.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.227Z] GET https://vercel.com/_next/static/immutable/chunks/0khuw3y_0i2rm.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.227Z] GET https://vercel.com/_next/static/immutable/chunks/0v-l-qe926kjb.js → 200 (1ms, -2951B)
[2026-09-02T13:02:00.228Z] GET https://vercel.com/_next/static/immutable/chunks/30v1voau9cngx.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.228Z] GET https://vercel.com/_next/static/immutable/chunks/3mb09cl9pq72_.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.228Z] GET https://vercel.com/_next/static/immutable/chunks/3x3bbyivzzlgc.js → 200 (1ms, -2951B)
[2026-09-02T13:02:00.229Z] GET https://vercel.com/_next/static/immutable/chunks/0106q7biw-fzn.js → 200 (4ms, -2951B)
[2026-09-02T13:02:00.233Z] GET https://vercel.com/_next/static/immutable/chunks/1qpu05wpeajm2.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.233Z] GET https://vercel.com/_next/static/immutable/chunks/443eh85mmmbfj.js → 200 (1ms, -2951B)
[2026-09-02T13:02:00.234Z] GET https://vercel.com/_next/static/immutable/chunks/23cuksrzu15wh.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.234Z] GET https://vercel.com/_next/static/immutable/chunks/1wfj6new5zqek.js → 200 (1ms, -2951B)
[2026-09-02T13:02:00.235Z] GET https://vercel.com/_next/static/immutable/chunks/2o02vb8hh3aji.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.235Z] GET https://vercel.com/_next/static/immutable/chunks/3o7hfg6m0bcce.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.235Z] GET https://vercel.com/_next/static/immutable/chunks/1xbf45-j54xje.js → 200 (?ms, -2949B)
[2026-09-02T13:02:00.235Z] GET https://vercel.com/_next/static/immutable/chunks/2j6hz_ho_ew3v.js → 200 (?ms, -2878B)
[2026-09-02T13:02:00.235Z] GET https://vercel.com/_next/static/immutable/chunks/35ea5df563vb1.js → 200 (84ms, 7688B)
[2026-09-02T13:02:00.235Z] GET https://vercel.com/_next/static/immutable/chunks/0eu67e_ir8lei.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.235Z] GET https://vercel.com/_next/static/immutable/chunks/1uwnqbocy77mi.js → 200 (274ms, 12046B)
[2026-09-02T13:02:00.235Z] GET https://vercel.com/_next/static/immutable/chunks/3wmpsjtnscl_l.js → 200 (252ms, 9698B)
[2026-09-02T13:02:00.235Z] GET https://vercel.com/_next/static/immutable/chunks/3lsicbbutqpua.js → 200 (109ms, 11742B)
[2026-09-02T13:02:00.235Z] GET https://vercel.com/_next/static/immutable/chunks/1bm3tr385z_91.js → 200 (103ms, 24649B)
[2026-09-02T13:02:00.235Z] GET https://vercel.com/_next/static/immutable/chunks/445cb5-8ac24e.js → 200 (252ms, 11306B)
[2026-09-02T13:02:00.235Z] GET https://vercel.com/_next/static/immutable/chunks/29ep1x2e-u5rk.js → 200 (110ms, 8928B)
[2026-09-02T13:02:00.235Z] GET https://vercel.com/_next/static/immutable/chunks/15jb0oe77vbha.js → 200 (267ms, 12850B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/3ch-vpl7rcgjy.js → 200 (120ms, 40685B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/3uwoe-ta2v5if.js → 200 (501ms, 14192B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/3e-kncvbo8nwe.js → 200 (433ms, 106353B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/21lql5crkbrvt.js → 200 (214ms, 43827B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/1_dngw8-ou9a9.js → 200 (119ms, 22417B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/31b-jypr0ygf3.js → 200 (121ms, 19721B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/40hlzb56niv_j.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/33ysjxxxdw57e.js → 200 (109ms, 1158B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/3-01g5wfrtv2p.js → 200 (504ms, 11492B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/0605c_s0uixj_.js → 200 (125ms, 7202B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/3_m56dqecmuku.js → 200 (252ms, 11738B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/2b_02ztm7a1gs.js → 200 (121ms, 9781B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/1rmpmvn8pttor.js → 200 (302ms, 18133B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/3e8h0zo7bhbe8.js → 200 (504ms, 10756B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/3r3pa4zknsbgi.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/42txy5rsrjz-t.js → 200 (497ms, 11471B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/0_3k4csrhfbvy.js → 200 (124ms, 10850B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/3u-1l7-mce2-6.js → 200 (436ms, 11405B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/27gkyemgagxi2.js → 200 (124ms, 13159B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/3hg1aqep8xv4x.js → 200 (497ms, 8944B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/3w5c2rrhag2uz.js → 200 (213ms, 7761B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/0domipkxgxpjr.js → 200 (252ms, 11871B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/3sypme4tl8ht3.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/2ft7fidnni5jl.js → 200 (269ms, 22279B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/003r6_8ri0hr6.js → 200 (508ms, 14933B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/02-1msh3j29p3.js → 200 (266ms, 12186B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/20o7wzfku-pkb.js → 200 (316ms, 25412B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/123ixt_9ca_az.js → 200 (405ms, 25703B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/3rh6siwon0vas.js → 200 (320ms, 11826B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/1y6efpx0t5-73.js → 200 (474ms, 9938B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/2fjh759xucppl.js → 200 (473ms, 12552B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/0kjk_7gosdroc.js → 200 (456ms, 26748B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/377-7-qqww8xc.js → 200 (287ms, 13518B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/1q839-neqrta-.js → 200 (441ms, 9910B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/2nyfiqaxv466f.js → 200 (213ms, 18635B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/0zckidqifg361.js → 200 (255ms, 38292B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/3se1vpfpv00xo.js → 200 (252ms, 35488B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/3jsd0yz58_nw5.js → 200 (441ms, 39002B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/4202nv2_vq225.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/3-8eo2rcljtv2.js → 200 (497ms, 34685B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/26k-u0_ufb03z.js → 200 (489ms, 37507B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/050uum3o6mg-9.js → 200 (269ms, 25047B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/3i85voia7ragf.js → 200 (486ms, 107559B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/0da8dm494lq0h.js → 200 (480ms, 20190B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/20fv7egfj28y-.js → 200 (251ms, 18647B)
[2026-09-02T13:02:00.236Z] GET https://vercel.com/_next/static/immutable/chunks/2__vr9559bj0b.js → 200 (274ms, 13995B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/0mb327kb3ssbt.js → 200 (305ms, 67283B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/0exk4rxhd6cnq.js → 200 (249ms, 22287B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/2_i-yrtxwgkbr.js → 200 (246ms, 48092B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/01cccu39c4uvb.js → 200 (301ms, 12039B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/33pnp61h2sgb2.js → 200 (515ms, 59404B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/2do-j-xlanot8.js → 200 (502ms, 13679B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/19orf97w9qn0q.js → 200 (282ms, 9732B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/0zsvnf9lg1qcb.js → 200 (415ms, 17583B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/1ieph8axgmbgk.js → 200 (453ms, 35972B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/2d40_2cjya9x4.js → 200 (259ms, 50887B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/1pu9b5sic8l-p.js → 200 (289ms, 63279B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/14iuvxuqj-x1w.js → 200 (480ms, 28436B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/1yo5h_sd7964f.js → 200 (319ms, 52449B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/0fxg6x61w_2bq.js → 200 (472ms, 49501B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/1okx9cp_k1_3b.js → 200 (435ms, 16844B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/1m7y8rlhtthwa.js → 200 (281ms, 21114B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/39w-e1d5jx6p8.js → 200 (436ms, 79069B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/2ug5xqyy-1qum.js → 200 (273ms, 2592B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/200mmqho-ox1f.js → 200 (265ms, 18209B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/3ip630xfz8hrf.js → 200 (469ms, 14365B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/26skhiflfdvr0.js → 200 (250ms, 3903B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/3a90it8ggt3tf.js → 200 (463ms, 12769B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/1tlxqss1h60k9.js → 200 (301ms, 10474B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/3kuoob6y1muer.js → 200 (492ms, 8544B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/1w3c7zw22y2lz.js → 200 (250ms, 15244B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/0ov6178-d5l7m.js → 200 (259ms, 10933B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/3wpcnzujf48l-.js → 200 (253ms, 8861B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/0icksyzl-024m.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/1su1dgp7lpbw3.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/0te8_8m4posfd.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/35t_33bvlbwnf.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/33rh_6l3s79yb.js → 200 (?ms, -2951B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/3flhcz7cw314y.css → 200 (?ms, -2867B)
[2026-09-02T13:02:00.237Z] GET https://vercel.com/_next/static/immutable/chunks/1dmxf2gaqnhs0.css → 200 (1ms, -2867B)
[2026-09-02T13:02:01.733Z] GET https://vercel.com/api/www/user → pending (?ms, ?B)
[2026-09-02T13:02:01.742Z] GET https://vercel.com/api/www/avatar?s=40&u=dp605702-1914&dpl=dpl_DmMxXEsHKxiwbVbcmR1og1SkkWyy → pending (?ms, ?B)
[2026-09-02T13:02:01.742Z] GET https://vercel.com/api/www/avatar?s=64&teamId=team_3bO4LBGqtjj9U2vRkwmHdpn3&dpl=dpl_DmMxXEsHKxiwbVbcmR1og1SkkWyy → pending (?ms, ?B)
[2026-09-02T13:02:01.760Z] GET https://vercel.com/_next/static/immutable/chunks/2gjae3r8_-oe4.js → 200 (1ms, -2951B)
[2026-09-02T13:02:01.761Z] GET https://vercel.com/_next/static/immutable/chunks/39-q1dy41xaqa.js → 200 (?ms, -2951B)
[2026-09-02T13:02:01.798Z] GET https://vercel.com/_next/static/immutable/chunks/20fl6tu25d853.js → 200 (?ms, -2897B)
[2026-09-02T13:02:01.798Z] GET https://vercel.com/.well-known/vercel/microfrontends/client-config → pending (?ms, ?B)
[2026-09-02T13:02:01.802Z] GET https://vercel.com/api/teams?permissions=true&entitlements=true&includeOrganizationMemberships=true → pending (?ms, ?B)
[2026-09-02T13:02:02.098Z] POST https://vercel.com/api/jwt → 200 (118ms, 2680B)
[2026-09-02T13:02:02.098Z] GET https://vercel.com/api/v1/notifications/push → 200 (18ms, 374B)
[2026-09-02T13:02:02.098Z] GET https://vercel.com/.well-known/vercel/microfrontends/client-config → 200 (5ms, 2841B)
[2026-09-02T13:02:02.098Z] GET https://www.vercel-status.com/api/v2/incidents/unresolved.json → 200 (145ms, 948B)
[2026-09-02T13:02:02.098Z] GET https://vercel.com/_next/static/immutable/chunks/2zf74yihixwt_.js → 200 (19ms, 10156B)
[2026-09-02T13:02:02.099Z] GET https://vercel.com/_next/static/immutable/chunks/2-ajgwj6w4s47.js → 200 (6ms, 8569B)
[2026-09-02T13:02:02.099Z] GET https://vercel.com/_next/static/immutable/chunks/0bb0fhm5slxx1.js → 200 (4ms, 15136B)
[2026-09-02T13:02:02.099Z] GET https://vercel.com/_next/static/immutable/chunks/2gbsr_9iaw48d.js → 200 (6ms, 11944B)
[2026-09-02T13:02:02.099Z] GET https://vercel.com/_next/static/immutable/chunks/2otrgm_8acq9n.js → 200 (18ms, 16307B)
[2026-09-02T13:02:02.099Z] GET https://vercel.com/_next/static/immutable/chunks/304svza800amt.css → 200 (?ms, 3410B)
[2026-09-02T13:02:02.099Z] GET https://vercel.com/_next/static/immutable/chunks/43fs8o3tcuvyc.css → 200 (?ms, 4452B)
[2026-09-02T13:02:02.099Z] GET https://vercel.com/_next/static/immutable/chunks/3ijg9daie-emf.js → 200 (4ms, -2878B)
[2026-09-02T13:02:02.099Z] GET https://vercel.com/_next/static/immutable/chunks/2-z3sad_mzfbc.js → 200 (5ms, -2878B)
[2026-09-02T13:02:02.099Z] GET https://vercel.com/_next/static/immutable/chunks/231v32rr20y6v.js → 200 (5ms, -2878B)
[2026-09-02T13:02:02.099Z] GET https://vercel.com/_next/static/immutable/chunks/20rc7kb51xahu.js → 200 (6ms, -2878B)
[2026-09-02T13:02:02.099Z] GET https://vercel.com/_next/static/immutable/chunks/40ckr7cr1kvqd.css → 200 (1ms, -2886B)
[2026-09-02T13:02:02.099Z] GET https://vercel.com/e62b3a9e28ed8bca/script.js → 200 (6ms, -498B)
[2026-09-02T13:02:02.099Z] GET https://vercel.com/3628f7ea4ecd82e3/script.js → 200 (6ms, -498B)
[2026-09-02T13:02:02.123Z] GET https://vercel.com/dashboard?_rsc=IzeOhrgcN--gYieS → 307 (105ms, ?B)
[2026-09-02T13:02:02.123Z] GET https://vercel.com/account/domains?_rsc=IzeOhrgcN--gYieS → 200 (94ms, 3383B)
[2026-09-02T13:02:02.123Z] GET https://vercel.com/account/activity?_rsc=IzeOhrgcN--gYieS → 200 (92ms, 1615B)
[2026-09-02T13:02:02.123Z] GET https://vercel.com/account/invites?_rsc=IzeOhrgcN--gYieS → 200 (93ms, 3245B)
[2026-09-02T13:02:02.132Z] GET https://vercel.com/api/v2/dashboard/projects?favorites=1&limit=25&teamId=dp605702-1914 → pending (?ms, ?B)
[2026-09-02T13:02:02.132Z] GET https://vercel.com/api/recents?hydrateLimit=30&limit=7&teamId=dp605702-1914&type=preview → pending (?ms, ?B)
[2026-09-02T13:02:02.152Z] GET https://vercel.com/_next/static/immutable/chunks/3fstiyr4yd--f.js → 200 (3ms, -2878B)
[2026-09-02T13:02:02.152Z] GET https://vercel.com/oauth/device?user_code=RMSG-GJBT → 200 (130ms, 29990B)
[2026-09-02T13:02:02.152Z] POST https://vercel.com/.well-known/otel/metrics → pending (?ms, ?B)
