CARD_CODE	CARD_NAME	VENDOR_GROUP	ACCT_KIND	IS_EXCLUDED	OCRD_BALANCE	PAYABLE	VENDOR_ADVANCE	N_OPEN_BILLS	RAW_OPEN	CREDIT_APPLIED	ADJ_OPEN	UNBACKED_CREDIT	MIGRATED_OPEN	BACKDATED_DUE_OPEN	OLDEST_DUE	DAYS_OLDEST	B0_NOTDUE	B1_1_30	B2_31_60	B3_61_90	B4_91_180	B5_181_365	B6_365PLUS	ADJ_OVERDUE_60PLUS	N_UNAPPLIED_PAY	UNAPPLIED_PAY	N_OPEN_CN	OPEN_CN	CO_RAW_OPEN	CO_PAYABLE	CO_ADJ_OPEN	CO_UNBACKED_CREDIT	CO_UNAPPLIED_PAY	CO_OPEN_CN	CO_VENDOR_ADVANCE	CO_MIGRATED_OPEN	CO_BACKDATED_DUE_OPEN	CO_ADJ_OPEN_TRADE	CO_ADJ_OVERDUE_60PLUS_TRADE
ORGV000037	PARAMDEEP SINGH ACCOUNTS IMPREST JWPL0027	STAFF VENDOR	TRADE	0	-11145.57	11145.57	0	4	24716	13570.43	11145.57	0	0	0	2026-03-31	144	0	0	0	1916	9229.57	0	0	11145.57	12	52240.69	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001053	PAYTM PAYMENTS SERVICES LIMITED	SERVICE	TRADE	0	-11494.82	11494.82	0	20	11494.82	0	11494.82	0	4386.82	4386.82	2022-03-01	1635	0	0	371	1856	3791	1090	4386.82	11123.82	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001409	ONLY AND SURELY ORGANIC (OSO) AGRO PRODUCTS	PURCHASE	TRADE	0	-11000	11000	0	1	11000	0	11000	0	0	0	2025-09-22	334	0	0	0	0	0	11000	0	11000	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001302	OPENAI LLC	SERVICE	TRADE	0	-11066	11066	0	2	10703	0	10703	363	0	0	2026-06-02	81	0	0	0	10703	0	0	0	10703	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000862	KULJIT TRADERS	PLANT & MACHINERY	TRADE	0	-10667	10667	0	2	10667	0	10667	0	10667	10667	2023-11-14	1012	0	0	0	0	0	0	10667	10667	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001048	STARLITE INDUSTRIES PRIVATE LIMITED	PURCHASE OIL	TRADE	0	-10556	10556	0	1	10556	0	10556	0	10556	10556	2022-06-03	1541	0	0	0	0	0	0	10556	10556	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001611	SHARMA ENTERPRISES	SERVICE	TRADE	0	-10500	10500	0	1	10500	0	10500	0	0	0	2026-03-12	163	0	0	0	0	10500	0	0	10500	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001502	HARSIMRAN KAUR RENT	SERVICE	TRADE	0	-20000	20000	0	4	20000	0	20000	0	0	0	2026-05-01	113	0	5000	5000	5000	5000	0	0	10000	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001503	GURPREET SINGHRENT	SERVICE	TRADE	0	-20000	20000	0	4	20000	0	20000	0	0	0	2026-05-01	113	0	5000	5000	5000	5000	0	0	10000	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000892	INFLUENCER- NRIMAL RISHI EODPR7157N	SERVICE	TRADE	0	-10000	10000	0	1	10000	0	10000	0	10000	10000	2024-07-01	782	0	0	0	0	0	0	10000	10000	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000598	AS MAUHAMMAD	FIXED ASSETS	TRADE	0	-9998	9998	0	1	9998	0	9998	0	9998	9998	2024-03-18	887	0	0	0	0	0	0	9998	9998	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001195	RAKESH WELDING WORKSHOP	SERVICE	TRADE	0	-9803	9803	0	1	29803	20000	9803	0	0	0	2026-06-16	67	0	0	0	9803	0	0	0	9803	1	20000	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000298	IDRIVE INC	IT	TRADE	0	-9600.14	9600.14	0	2	9600.14	0	9600.14	0	0	0	2025-03-10	530	0	0	0	0	0	0	9600.14	9600.14	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000717	PURE AGROCHEM CORPORATION	SERVICE	TRADE	0	-9514	9514	0	17	576059	566545	9514	0	0	0	2025-03-01	539	0	0	0	0	9514	0	0	9514	1	3000000	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000473	BIGFOOT RETAIL SOLUTION PVT LTD SHIP ROCKET VEND	TRANSPORTER	TRADE	0	-9324.19	9324.19	0	4	9324.19	0	9324.19	0	0	0	2024-10-29	662	0	0	0	0	0	0	9324.19	9324.19	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001337	ADIL CONTRACTOR	SERVICE	TRADE	0	-9284	9284	0	1	9284	0	9284	0	0	0	2025-05-27	452	0	0	0	0	0	0	9284	9284	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000742	OXMO INCREDIBLE TRAVELLERS DELIGHT	SERVICE	TRADE	0	-8901	8901	0	4	8901	0	8901	0	8901	8901	2023-07-03	1146	0	0	0	0	0	0	8901	8901	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000921	AP ELECTRICALS ABLFA4476G	FIXED ASSETS	TRADE	0	-8332	8332	0	3	8332	0	8332	0	0	0	2026-04-13	131	0	0	0	0	8332	0	0	8332	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001481	ROHIT CARGO MOVERS (P) LTD	SERVICE	TRADE	0	-8000	8000	0	1	8000	0	8000	0	0	0	2025-11-03	292	0	0	0	0	0	8000	0	8000	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001681	PEARL INDUSTRIES	PURCHASE	TRADE	0	-7741	7741	0	1	7741	0	7741	0	0	0	2026-06-01	82	0	0	0	7741	0	0	0	7741	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000209	ENGINEERS AND TRADERS	PLANT & MACHINERY	TRADE	0	-7316	7316	0	1	7316	0	7316	0	0	0	2026-05-01	113	0	0	0	0	7316	0	0	7316	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000426	BENCHMARKS AUDIT & VERIFICATION SERVICES	SERVICE	TRADE	0	-7284	7284	0	2	96120	88836	7284	0	0	0	2025-03-31	509	0	0	0	0	0	0	7284	7284	4	88836	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000675	ASD TECHNOLOGIES AQLPS4696P	SERVICE	TRADE	0	-7080	7080	0	2	7080	0	7080	0	0	0	2025-02-03	565	0	0	0	0	0	0	7080	7080	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000575	ANIRUDHR ASSOCIATES	FIXED ASSETS	TRADE	0	-6910	6910	0	1	6910	0	6910	0	6910	6910	2023-10-20	1037	0	0	0	0	0	0	6910	6910	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001059	J K SALES	SERVICE	TRADE	0	-6834	6834	0	1	6834	0	6834	0	6834	6834	2022-10-11	1411	0	0	0	0	0	0	6834	6834	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000215	BEETA CONVEYORS PVT LTD	PLANT & MACHINERY	TRADE	0	-156500	156500	0	1	6500	0	6500	150000	6500	0	2024-09-30	691	0	0	0	0	0	0	6500	6500	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001049	MUKUL KUMAR - RENT	SERVICE	TRADE	0	-6500	6500	0	1	6500	0	6500	0	6500	6500	2022-10-10	1412	0	0	0	0	0	0	6500	6500	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000400	AIR TRANS	TRANSPORTER	TRADE	0	-6193	6193	0	1	6193	0	6193	0	0	0	2025-07-01	417	0	0	0	0	0	0	6193	6193	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001352	ABHINAV PRECAST	SERVICE	TRADE	0	-6100	6100	0	1	6100	0	6100	0	0	0	2025-08-01	386	0	0	0	0	0	0	6100	6100	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000875	JDM BROADBAND SERVICES PVT LTD	SERVICE	TRADE	0	-5664	5664	0	6	5664	0	5664	0	0	0	2025-01-07	592	0	0	0	0	0	0	5664	5664	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000536	SUBHASH CRANE SERVICE	SERVICE	TRADE	0	-5336	5336	0	1	5336	0	5336	0	5336	5336	2024-07-01	782	0	0	0	0	0	0	5336	5336	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000349	EKTA REFRIGERATION AND ELECTRONICS CKUPS7267M	SERVICE	TRADE	0	-5320	5320	0	1	5320	0	5320	0	0	0	2026-06-22	61	0	0	0	5320	0	0	0	5320	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000287	SHREE HARI SALES	SERVICE	TRADE	0	-5204	5204	0	1	5204	0	5204	0	5204	5204	2023-06-01	1178	0	0	0	0	0	0	5204	5204	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
ORGV000002	DILPREET VEERJI VP VEND IMPREST JWPL0016	STAFF VENDOR	TRADE	0	-40000	40000	0	5	170968	130968	40000	0	0	0	2025-08-31	356	0	0	35000	5000	0	0	0	5000	7	213968	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000854	PICKALL	SERVICE	TRADE	0	-4975	4975	0	3	48897	43922	4975	0	0	0	2024-07-01	782	0	0	0	0	0	0	4975	4975	0	0	4	43922	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000896	HARYANA EXPRESS LOGISTICS BGFPP8298F	TRANSPORTER	TRADE	0	-4973	4973	0	1	4973	0	4973	0	0	0	2025-09-15	341	0	0	0	0	0	4973	0	4973	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000221	MAHADEV TRADERS VEND	PURCHASE	TRADE	0	-4701	4701	0	3	4701	0	4701	0	4701	4701	2024-04-29	845	0	0	0	0	0	0	4701	4701	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000009	UNEECOPS BUSINESS SOLUTIONS PVT LTD	IT	TRADE	0	-4776	4776	0	3	4655	0	4655	121	0	0	2024-11-26	634	0	0	0	0	0	0	4655	4655	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001303	DHAMANI TRADING COMPANY	PURCHASE OIL	TRADE	0	-4642	4642	0	1	4642	0	4642	0	0	0	2025-03-01	539	0	0	0	0	0	0	4642	4642	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001263	ARIHANT SOLVEX PRIVATE LIMITED	PURCHASE OIL	TRADE	0	-4612	4612	0	1	4612	0	4612	0	0	0	2025-11-21	274	0	0	0	0	0	4612	0	4612	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000078	ROADPIN TECHNOLOGIES PRIVATE LIMITED	FIXED ASSETS	TRADE	0	-4484	4484	0	1	4484	0	4484	0	4484	4484	2023-11-01	1025	0	0	0	0	0	0	4484	4484	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000432	H K AGENCIES	SERVICE	TRADE	0	-4136	4136	0	1	4136	0	4136	0	4136	4136	2024-02-01	933	0	0	0	0	0	0	4136	4136	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000296	SAMARPAN FABRICATORS PVT LTD	CIVIL	TRADE	0	-4033	4033	0	5	27491	23458	4033	0	0	0	2024-01-03	962	0	0	0	0	0	0	4033	4033	2	23458	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000341	MAKING YOU LIVE PVT LTD	IT	TRADE	0	-3960	3960	0	1	3960	0	3960	0	3960	3960	2024-01-31	934	0	0	0	0	0	0	3960	3960	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000994	INLAND WORLD LOGISTICS (P) LTD.	PURCHASE OIL	TRADE	0	-3888	3888	0	1	3888	0	3888	0	0	0	2025-03-03	537	0	0	0	0	0	0	3888	3888	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001323	FLORENCE CARPETS	SERVICE	TRADE	0	-3714	3714	0	1	3714	0	3714	0	0	0	2025-10-01	325	0	0	0	0	0	3714	0	3714	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000824	MD ALIM	SERVICE	TRADE	0	-3595	3595	0	1	3595	0	3595	0	0	0	2025-06-19	429	0	0	0	0	0	0	3595	3595	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001308	AJAY SUMBERSIBLE PUMP WORKS	SERVICE	TRADE	0	-3312	3312	0	1	3312	0	3312	0	0	0	2026-06-19	64	0	0	0	3312	0	0	0	3312	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000236	SOHAN LAL & SONS	CIVIL	TRADE	0	-19850	19850	0	1	3214	0	3214	16636	3214	3214	2023-04-11	1229	0	0	0	0	0	0	3214	3214	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000213	VAISHNO PACKAGING	PURCHASE	TRADE	0	-2872.9	2872.9	0	1	2872.9	0	2872.9	0	2872.9	2872.9	2020-04-21	2314	0	0	0	0	0	0	2872.9	2872.9	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001018	BANSAL BELT & BEARINGS PRIVATE LIMITED	PURCHASE	TRADE	0	-2870	2870	0	1	2870	0	2870	0	0	0	2026-03-09	166	0	0	0	0	2870	0	0	2870	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001064	SHAIN EARTHING	SERVICE	TRADE	0	-2800	2800	0	1	2800	0	2800	0	2800	2800	2022-11-14	1377	0	0	0	0	0	0	2800	2800	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000744	HANU INDUSTRIES PRIVATE LIMITED	PURCHASE	TRADE	0	-2761	2761	0	1	2761	0	2761	0	0	0	2025-01-15	584	0	0	0	0	0	0	2761	2761	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000873	SINGH TELNETWORKS	SERVICE	TRADE	0	-2700	2700	0	1	2700	0	2700	0	2700	2700	2024-01-25	940	0	0	0	0	0	0	2700	2700	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000226	BHARAT FITTINGS & VALVES	FIXED ASSETS	TRADE	0	-2548	2548	0	6	148224	145676	2548	0	2548	2548	2024-01-05	960	0	0	0	0	0	0	2548	2548	3	141725	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000247	VVMA & CO	SERVICE	TRADE	0	-2450	2450	0	1	2950	500	2450	0	0	0	2025-03-01	539	0	0	0	0	0	0	2450	2450	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001069	SINGLA TRADERS (BKEPS1565D)	SERVICE	TRADE	0	-2450	2450	0	1	2450	0	2450	0	2450	2450	2024-05-01	843	0	0	0	0	0	0	2450	2450	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001236	BEE PEE MART	SERVICE	TRADE	0	-2431	2431	0	1	2431	0	2431	0	0	0	2025-03-31	509	0	0	0	0	0	0	2431	2431	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000385	DIVYA GASES	PLANT & MACHINERY	TRADE	0	-50736	50736	0	2	50736	0	50736	0	0	0	2026-01-19	215	0	0	48380	0	0	2356	0	2356	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000107	UNIVERSAL COMPUTER CENTRE	IT	TRADE	0	-2242	2242	0	1	2242	0	2242	0	0	0	2026-06-03	80	0	0	0	2242	0	0	0	2242	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000059	ARORA TRADERS	SERVICE	TRADE	0	-2097	2097	0	2	2097	0	2097	0	2097	2097	2023-08-01	1117	0	0	0	0	0	0	2097	2097	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001368	LABHUB GLOBAL LLP	PURCHASE	TRADE	0	-2065	2065	0	1	2065	0	2065	0	0	0	2026-05-08	106	0	0	0	0	2065	0	0	2065	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000719	SHRI CHAND COMPUTERS AND LAPTOP	IT	TRADE	0	-2050	2050	0	2	2050	0	2050	0	0	0	2026-03-02	173	0	0	0	0	2050	0	0	2050	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001534	REMOTE LAWYERS	SERVICE	TRADE	0	-2000	2000	0	1	2000	0	2000	0	0	0	2025-10-01	325	0	0	0	0	0	2000	0	2000	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000918	HTH LABORATORIES PRIVATE LIMITED AAGCH7782M	SERVICE	TRADE	0	-1888	1888	0	2	1888	0	1888	0	0	0	2025-03-13	527	0	0	0	0	0	944	944	1888	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000514	TCI EXPRESS LTD	TRANSPORTER	TRADE	0	-2926.24	2926.24	0	1	1660.48	0	1660.48	1265.76	1660.48	1660.48	2023-10-02	1055	0	0	0	0	0	0	1660.48	1660.48	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000143	ANJANA STEEL	PLANT & MACHINERY	TRADE	0	-1652	1652	0	1	1652	0	1652	0	1652	1652	2023-09-08	1079	0	0	0	0	0	0	1652	1652	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000903	SHUBHAM KUMAR BANSAL AMJPB8962D	SERVICE	TRADE	0	-1570	1570	0	1	1570	0	1570	0	1570	1570	2024-07-01	782	0	0	0	0	0	0	1570	1570	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001039	WORLDWIDE REGISTRATION BUREAU	SERVICE	TRADE	0	-1550	1550	0	1	1550	0	1550	0	0	0	2025-12-01	264	0	0	0	0	0	1550	0	1550	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000999	VIKAS LABOUR CONTRACTOR	SERVICE	TRADE	0	-2376	2376	0	1	1544	0	1544	832	0	0	2026-01-12	222	0	0	0	0	0	1544	0	1544	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001075	AMAN DEEP (AENPD0284Q)	SERVICE	TRADE	0	-1500	1500	0	1	18000	16500	1500	0	0	0	2025-04-28	481	0	0	0	0	0	0	1500	1500	1	16500	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001307	DEPANKUR JAIN	SERVICE	TRADE	0	-1332	1332	0	1	1332	0	1332	0	0	0	2025-10-01	325	0	0	0	0	0	1332	0	1332	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001083	METRO CASH & CARRY INDIA PVT. LTD.	PURCHASE	TRADE	0	-1209.64	1209.64	0	24	171100	169890.36	1209.64	0	0	0	2025-03-31	509	0	0	0	0	1209.64	0	0	1209.64	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001336	CHAWLA FIRE PROTECTION ENGINEERS PVT LTD	SERVICE	TRADE	0	-1180	1180	0	1	37524	36344	1180	0	0	0	2026-06-12	71	0	0	0	1180	0	0	0	1180	1	36344	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA001141	ANU	SERVICE	TRADE	0	-1095	1095	0	1	1095	0	1095	0	0	0	2026-03-02	173	0	0	0	0	1095	0	0	1095	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000863	ECOKRIN HYGIENE PVT LTD	PURCHASE	TRADE	0	-1083	1083	0	1	1083	0	1083	0	1083	1083	2023-12-06	990	0	0	0	0	0	0	1083	1083	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000024	FEDEX EXPRESS TRANSPORTATION & SUPPLY CHAIN SERVICES INDIA PVT LTD	TRANSPORTER	TRADE	0	-7228	7228	0	1	1034	0	1034	6194	1034	1034	2024-02-01	933	0	0	0	0	0	0	1034	1034	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000715	BHARAT PET LIMITED	PURCHASE	TRADE	0	-123855.29	123855.29	0	2	1000.6	0	1000.6	122854.69	1000.6	1000.6	2018-02-18	3107	0	0	0	0	0	0	1000.6	1000.6	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
VENDA000954	ADMEN	SERVICE	TRADE	0	-906	906	0	1	906	0	906	0	0	0	2026-05-25	89	0	0	0	906	0	0	0	906	0	0	0	0	3107075765.73	1032034358.72	1025090931.98	6943426.74	20177122474.13	3401633	84353874.27	2584492.58	2605437.58	226783972.18	200583776.96
