group	section	host	path	methods	classification	const	evidence
seller	Account-Health-Performance	d84t02egg0ytc.cloudfront.net	/voc-katal/i18n/translation-en.{hash}.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	d84t02egg0ytc.cloudfront.net	/voc-katal/i18n/translation.{hash}.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	sellercentral.amazon.in	/performance/widget/translations/i18n/translation-en.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	sellercentral.amazon.in	/performance/widget/translations/i18n/translation.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	sellercentral.amazon.in	/voc-katal/i18n/en-IN.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Account-Health-Performance	sellercentral.amazon.in	/voc-katal/i18n/en-US.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Business-Reports-Analytics	sellercentral.amazon.in	/reportcentral/i18n/en-GB.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Business-Reports-Analytics	sellercentral.amazon.in	/reportcentral/i18n/en-IN.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Business-Reports-Analytics	sellercentral.amazon.in	/reportcentral/i18n/en-US.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/ar-AE.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/de-DE.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/en-AU.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/en-CA.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/en-GB.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/en-IE.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/en-IN.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/en-SG.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/en-US.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/en-ZA.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/es-ES.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/es-MX.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/fr-BE.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/fr-FR.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/it-IT.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/ja-JP.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/nl-NL.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/pl-PL.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/pt-BR.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/sv-SE.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/th-TH.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/tr-TR.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Feedback-Manager	sellercentral.amazon.in	/feedback-manager/i18n/en-IN.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Feedback-Manager	sellercentral.amazon.in	/feedback-manager/i18n/en-US.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Global-Selling-Expansion	sellercentral.amazon.in	/marketplace/asin-translation-details	?	READ_FILE		static i18n/translation asset (localisation strings)
seller	Messaging-Buyer-Seller	sellercentral.amazon.in	/messaging/v2/i18n/en-IN.{hash}.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Messaging-Buyer-Seller	sellercentral.amazon.in	/messaging/v2/i18n/en-US.{hash}.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Product-Classification	sellercentral.amazon.in	/productclassify/i18n/en-IN.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
seller	Product-Classification	sellercentral.amazon.in	/productclassify/i18n/en-US.{hash}.i18next.json	GET	READ_FILE		static i18n/translation asset (localisation strings)
