group	section	host	path	methods	classification	proven	const	fields	evidence	source
platform	Platform-Common	unagi.amazon.in	/1/events/com.amazon.csm.nexusclient.prod	POST	NOISE			0	telemetry/instrumentation/weblab — not a business data endpoint	live-walk-blocked
platform	Static-Assets-i18n	d1hw4uzgiurk5n.cloudfront.net	/	GET	READ	PROVEN		0	PROVEN live GET 200 (200)	live-walk
platform	Static-Assets-i18n	d1pp2iw517bkb8.cloudfront.net	/i18n/translation-en.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	d1pp2iw517bkb8.cloudfront.net	/i18n/translation.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	d1uznvntk80v7s.cloudfront.net	/metrics.{hash}.js	GET	READ_FILE	PROVEN		0	static JS/CSS asset	live-walk
platform	Static-Assets-i18n	d1uznvntk80v7s.cloudfront.net	/metrics.{hash}.js.map	GET	READ_FILE	PROVEN		0	static JS/CSS asset	live-walk
platform	Static-Assets-i18n	d2pihuraj6wacp.cloudfront.net	/i18n/en-IN.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	d2pihuraj6wacp.cloudfront.net	/i18n/en-US.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	d3c9w1p5457qe7.cloudfront.net	/i18n/en-IN.{hash}.i18next.json	GET	READ_FILE	PROVEN		1	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	d3c9w1p5457qe7.cloudfront.net	/i18n/en-US.{hash}.i18next.json	GET	READ_FILE	PROVEN		23	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	d3c9w1p5457qe7.cloudfront.net	/i18n/translation-en.{hash}.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	d3c9w1p5457qe7.cloudfront.net	/i18n/translation.{hash}.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	d3h0qy3grrnlx3.cloudfront.net	/	GET	READ	PROVEN		0	PROVEN live GET 200 (200)	live-walk
platform	Static-Assets-i18n	d3ksbe4ctckde3.cloudfront.net	/en-IN.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	d3ksbe4ctckde3.cloudfront.net	/en-US.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	d3rhl38hdptmva.cloudfront.net	/i18n/translations/translation-en.{hash}.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	d3rhl38hdptmva.cloudfront.net	/i18n/translations/translation.{hash}.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	d3ttb92cjixe5s.cloudfront.net	/en-IN.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	d3ttb92cjixe5s.cloudfront.net	/en-US.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	d3ttb92cjixe5s.cloudfront.net	/i18n/en-IN.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	d3ttb92cjixe5s.cloudfront.net	/i18n/en-US.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	d7xm6m3peqvfj.cloudfront.net	/static/en-IN.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	d7xm6m3peqvfj.cloudfront.net	/static/en-US.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	dmsjnm3xe0ebz.cloudfront.net	/i18n/ImageCompliance/en-IN.{hash}.i18next.json	GET	READ_FILE	PROVEN		60	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	dmsjnm3xe0ebz.cloudfront.net	/i18n/ImageCompliance/en-US.{hash}.i18next.json	GET	READ_FILE	PROVEN		60	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	dmsjnm3xe0ebz.cloudfront.net	/i18n/QuickListContent/en-IN.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	dmsjnm3xe0ebz.cloudfront.net	/i18n/QuickListContent/en-US.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	dp0zvwwqb1q92.cloudfront.net	/AnyUICore/sdk.js	GET	READ_FILE	PROVEN		0	static JS/CSS asset	live-walk
platform	Static-Assets-i18n	dp0zvwwqb1q92.cloudfront.net	/Manifest/components.json	GET	READ	PROVEN		0	PROVEN live GET 200 (200)	live-walk
platform	Static-Assets-i18n	dy8z3jvmvymcp.cloudfront.net	/i18n/translation-en.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	dy8z3jvmvymcp.cloudfront.net	/i18n/translation.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	m.media-amazon.com	/images/G/01/csm/showads.v2.js	GET	NOISE	PROVEN		0	telemetry/instrumentation/weblab — not a business data endpoint	live-walk
platform	Static-Assets-i18n	static-assets.prod-dub.sellingpartnerho.homepages.selling-partners.amazon.dev	/homepage/assets/translations/translation-en.{hash}.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
platform	Static-Assets-i18n	static-assets.prod-dub.sellingpartnerho.homepages.selling-partners.amazon.dev	/homepage/assets/translations/translation.{hash}.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/account-health/en-IN.json	GET	READ_FILE	PROVEN		59	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/account-health/en-US.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/compliance-request/en-IN.json	GET	READ_FILE	PROVEN		14	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/compliance-request/en-US.json	GET	READ_FILE	PROVEN		18	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/contact-us/en-IN.json	GET	READ_FILE	PROVEN		5	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/contact-us/en-US.json	GET	READ_FILE	PROVEN		43	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/dominion-dashboard/en-IN.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/dominion-dashboard/en-US.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/policy-warning/en-IN.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/policy-warning/en-US.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/product-policies/en-IN.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/product-policies/en-US.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/reactivate-account/en-IN.json	GET	READ_FILE	PROVEN		33	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/reactivate-account/en-US.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/shared-strings/en-IN.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	d3re0qkvcj2drt.cloudfront.net	/performance/account/health/i18n/shared-strings/en-US.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	d84t02egg0ytc.cloudfront.net	/voc-katal/i18n/translation-en.{hash}.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	d84t02egg0ytc.cloudfront.net	/voc-katal/i18n/translation.{hash}.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	sellercentral.amazon.in	/ahd/floatingWidget	GET	READ	PROVEN		0	PROVEN live GET 200 (200)	live-walk
seller	Account-Health-Performance	sellercentral.amazon.in	/ahd/issueTypeTags	GET	READ	PROVEN		0	PROVEN live GET 200 (200)	live-walk
seller	Account-Health-Performance	sellercentral.amazon.in	/ahd/priorityActions	GET	READ	PROVEN		0	PROVEN live GET 200 (200)	live-walk
seller	Account-Health-Performance	sellercentral.amazon.in	/appeal/appeals/csrf	GET	READ	PROVEN		1	PROVEN live GET 200 (200)	live-walk
seller	Account-Health-Performance	sellercentral.amazon.in	/pcrHealth/download	GET	READ	PROVEN		2	PROVEN live GET 200 (200)	live-walk
seller	Account-Health-Performance	sellercentral.amazon.in	/pcrHealth/pcrKpi	GET	READ	PROVEN		5	PROVEN live GET 200 (200)	live-walk
seller	Account-Health-Performance	sellercentral.amazon.in	/pcrHealth/pcrListingSummary	GET	READ	PROVEN		0	PROVEN live GET 200 (200)	live-walk
seller	Account-Health-Performance	sellercentral.amazon.in	/performance/api/getriskbanner/	GET	READ	PROVEN		60	PROVEN live GET 200 (200)	live-walk
seller	Account-Health-Performance	sellercentral.amazon.in	/performance/api/postBizMetricsWithMap/	POST	READ_POST			0	app-issued POST read (GraphQL/RPC) — G0 forbids POST, gate kept closed	live-walk-blocked
seller	Account-Health-Performance	sellercentral.amazon.in	/performance/api/summary	GET	READ	PROVEN		0	PROVEN live GET 200 (200)	live-walk
seller	Account-Health-Performance	sellercentral.amazon.in	/performance/detail/customer-service	?	UNKNOWN			0	verb and posture not proven (G1: denied)	performance_dashboard.html
seller	Account-Health-Performance	sellercentral.amazon.in	/performance/detail/product-policies	?	UNKNOWN			0	verb and posture not proven (G1: denied)	performance_dashboard.html
seller	Account-Health-Performance	sellercentral.amazon.in	/performance/detail/shipping	?	UNKNOWN			0	verb and posture not proven (G1: denied)	performance_dashboard.html
seller	Account-Health-Performance	sellercentral.amazon.in	/performance/report/order-defects	?	UNKNOWN			0	verb and posture not proven (G1: denied)	performance_dashboard.html
seller	Account-Health-Performance	sellercentral.amazon.in	/performance/report/performance-over-time	?	UNKNOWN			0	verb and posture not proven (G1: denied)	performance_dashboard.html
seller	Account-Health-Performance	sellercentral.amazon.in	/performance/widget/translations/i18n/translation-en.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	sellercentral.amazon.in	/performance/widget/translations/i18n/translation.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	sellercentral.amazon.in	/sq/approvalrequest	?	WRITE			0	write-verb constant/path token (G1: deny)	d3ou658vn5djeq.cloudfront.net_abis_main.fd4e88f5.js
seller	Account-Health-Performance	sellercentral.amazon.in	/voc-katal/i18n/en-IN.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	sellercentral.amazon.in	/voc-katal/i18n/en-US.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Account-Health-Performance	sellercentral.amazon.in	/voice-of-the-customer	?	UNKNOWN			0	verb and posture not proven (G1: denied)	performance_dashboard.html
seller	Business-Reports-Analytics	sellercentral.amazon.in	/br-insights-widget-logger	?	NOISE		url	0	telemetry/instrumentation/weblab — not a business data endpoint	d7xm6m3peqvfj.cloudfront.net_main.adacd1a1.js
seller	Business-Reports-Analytics	sellercentral.amazon.in	/br-insights-widget-metrics	?	UNKNOWN		url	0	verb and posture not proven (G1: denied)	d7xm6m3peqvfj.cloudfront.net_main.adacd1a1.js
seller	Business-Reports-Analytics	sellercentral.amazon.in	/br-insights-widget/{param}	GET	READ		url	0	GET (documented from bundle)	d7xm6m3peqvfj.cloudfront.net_main.adacd1a1.js
seller	Business-Reports-Analytics	sellercentral.amazon.in	/br-insightswidget-api	POST	READ_POST			0	POST-bodied endpoint, read-shaped (G0 forbids POST)	d7xm6m3peqvfj.cloudfront.net_main.adacd1a1.js
seller	Business-Reports-Analytics	sellercentral.amazon.in	/business-reports-app-logger	?	NOISE		url	0	telemetry/instrumentation/weblab — not a business data endpoint	d7xm6m3peqvfj.cloudfront.net_main.adacd1a1.js
seller	Business-Reports-Analytics	sellercentral.amazon.in	/business-reports/api	?	UNKNOWN		uri	0	read-shaped path but verb NOT proven in the minified source (G1: denied)	d7xm6m3peqvfj.cloudfront.net_main.adacd1a1.js
seller	Business-Reports-Analytics	sellercentral.amazon.in	/reportcentral/AGLGlobalStoreSales/0	?	UNKNOWN		href	0	verb and posture not proven (G1: denied)	d7xm6m3peqvfj.cloudfront.net_main.adacd1a1.js
seller	Business-Reports-Analytics	sellercentral.amazon.in	/reportcentral/api/v1/getRecentlyVisitedReports	GET	READ	PROVEN		0	PROVEN live GET 200 (200)	live-walk
seller	Business-Reports-Analytics	sellercentral.amazon.in	/reportcentral/api/v1/getReportConfigurations	GET	READ	PROVEN		0	PROVEN live GET 200 (200)	live-walk
seller	Business-Reports-Analytics	sellercentral.amazon.in	/reportcentral/api/v1/getReportPreferences	GET	READ	PROVEN		0	PROVEN live GET 200 (200)	live-walk
seller	Business-Reports-Analytics	sellercentral.amazon.in	/reportcentral/api/v1/getWhatsNewConfiguration	GET	READ	PROVEN		15	PROVEN live GET 200 (200)	live-walk
seller	Business-Reports-Analytics	sellercentral.amazon.in	/reportcentral/i18n/en-GB.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Business-Reports-Analytics	sellercentral.amazon.in	/reportcentral/i18n/en-IN.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Business-Reports-Analytics	sellercentral.amazon.in	/reportcentral/i18n/en-US.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons-dashboard-page	?	UNKNOWN			0	verb and posture not proven (G1: denied)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/asin	?	UNKNOWN			0	read-shaped path but verb NOT proven in the minified source (G1: denied)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/banners	GET	READ	PROVEN		0	PROVEN live GET 200 (200)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/cancelCouponPromotion	?	WRITE			0	write-verb constant/path token (G1: deny)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/config	GET	READ	PROVEN		63	PROVEN live GET 200 (200)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/couponPromotion	?	UNKNOWN			0	verb and posture not proven (G1: denied)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/couponPromotion/products	?	UNKNOWN			0	verb and posture not proven (G1: denied)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/editCouponPromotion	?	WRITE			0	write-verb constant/path token (G1: deny)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/feePreview	?	UNKNOWN			0	read-shaped path but verb NOT proven in the minified source (G1: denied)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/getCouponPromotions	GET	READ	PROVEN		0	PROVEN live GET 200 (200)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/merchantInfo	GET	READ	PROVEN		10	PROVEN live GET 200 (200)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/product-selection/sns/	?	UNKNOWN			0	verb and posture not proven (G1: denied)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/recommendations	?	UNKNOWN			0	read-shaped path but verb NOT proven in the minified source (G1: denied)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/reportPromotionApprovalDecision	?	WRITE			0	write-verb constant/path token (G1: deny)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/search	?	UNKNOWN			0	read-shaped path but verb NOT proven in the minified source (G1: denied)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/sku	?	UNKNOWN			0	read-shaped path but verb NOT proven in the minified source (G1: denied)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/tailoring	GET	READ	PROVEN		29	PROVEN live GET 200 (200)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/tailoring/merchant	?	UNKNOWN			0	verb and posture not proven (G1: denied)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/v2/bulkItem	?	UNKNOWN			0	verb and posture not proven (G1: denied)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/v2/bulkUploadHistory	?	WRITE			0	write-verb constant/path token (G1: deny)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/v2/uploadBulkFile	?	WRITE			0	upload — G2 absolute prohibition	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/api/weblabs/all	GET	NOISE	PROVEN		1	telemetry/instrumentation/weblab — not a business data endpoint	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/ar-AE.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/de-DE.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/en-AU.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/en-CA.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/en-GB.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/en-IE.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/en-IN.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/en-SG.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/en-US.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/en-ZA.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/es-ES.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/es-MX.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/fr-BE.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/fr-FR.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/it-IT.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/ja-JP.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/nl-NL.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/pl-PL.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/pt-BR.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/sv-SE.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/th-TH.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/i18n/tr-TR.{hash}.i18next.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/logs	?	NOISE		url	0	telemetry/instrumentation/weblab — not a business data endpoint	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/coupons/undefined	GET	READ	PROVEN		0	PROVEN live GET 200 (200)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/promotion-central	?	UNKNOWN			0	verb and posture not proven (G1: denied)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Coupons-Promotions	sellercentral.amazon.in	/promotion-central/api/v1/settings	GET	READ			6	GET (documented from bundle)	live-walk
seller	Coupons-Promotions	sellercentral.amazon.in	/promotion/psp/	?	UNKNOWN			0	verb and posture not proven (G1: denied)	dxrdcmlwuslnc.cloudfront.net_coupons_main.27eeec68fe6cd9b1c6b2.min.js
seller	Feedback-Manager	sellercentral.amazon.in	/fbmapi/v1/aggregates	GET	READ	PROVEN		123	PROVEN live GET 200 (200)	live-walk
seller	Feedback-Manager	sellercentral.amazon.in	/fbmapi/v1/csrf	GET	READ	PROVEN		0	PROVEN live GET 200 (200)	live-walk
seller	Feedback-Manager	sellercentral.amazon.in	/fbmapi/v1/feedbacks	GET	READ	PROVEN		0	PROVEN live GET 200 (200)	live-walk
seller	Feedback-Manager	sellercentral.amazon.in	/fbmapi/v1/metadata	GET	READ	PROVEN		21	PROVEN live GET 200 (200)	live-walk
seller	Feedback-Manager	sellercentral.amazon.in	/fbmapi/v1/orderperformanceSellerBar	GET	READ	PROVEN		4	PROVEN live GET 200 (200)	live-walk
seller	Feedback-Manager	sellercentral.amazon.in	/fbmapi/v1/orderperformanceUIVersions	GET	READ	PROVEN		3	PROVEN live GET 200 (200)	live-walk
seller	Feedback-Manager	sellercentral.amazon.in	/feedback-manager/i18n/en-IN.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Feedback-Manager	sellercentral.amazon.in	/feedback-manager/i18n/en-US.json	GET	READ_FILE	PROVEN		0	static i18n/translation asset (localisation strings)	live-walk
seller	Global-Selling-Expansion	sellercentral.amazon.in	/account-switcher/global-and-regional-account/merchantMarketplace	GET	READ	PROVEN		18	PROVEN live GET 200 (200)	live-walk
seller	Global-Selling-Expansion	sellercentral.amazon.in	/global-selling/listings/connect	?	UNKNOWN			0	verb and posture not proven (G1: denied)	d3ou658vn5djeq.cloudfront.net_abis_main.fd4e88f5.js
seller	Global-Selling-Expansion	sellercentral.amazon.in	/marketplace/asin-translation-details	?	READ_FILE			0	static i18n/translation asset (localisation strings)	d3ou658vn5djeq.cloudfront.net_abis_main.fd4e88f5.js
seller	Global-Selling-Expansion	sellercentral.amazon.in	/marketplace/exchange-rates	?	UNKNOWN			0	read-shaped path but verb NOT proven in the minified source (G1: denied)	d3ou658vn5djeq.cloudfront.net_abis_main.fd4e88f5.js
